word_dutch,translate_word_english,familiar_mean,familiar_sd,familiar_n,category,goodness_mean,goodness_sd,goodness_n,typicality_mean,typicality_sd,typicality_n,dont_know_responses,n_know_item,imagine_mean,imagine_sd,log(lemmaFreq),age of acquisition,% known
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.071428571,0.662686532,28,amphibians,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,14.17857143,8.641217213,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,13,5.477225575,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schildpad,tortoise,3.392857143,0.875141712,28,reptiles,13.5,5.607534614,28,15.17857143,4.101070966,28,0,33,6.515151515,0.87038828,2.390935107,5.782608696,100
schoenen,shoes,4.821428571,0.390021028,28,clothing,13.32142857,4.800104717,28,12.35714286,5.250850271,28,0,33,6.515151515,0.795346313,3.456517858,4.125,99.73404255
schop,shovel,3.285714286,0.658682347,28,tools,26,,,17.53571429,2.116638545,28,0,37,5.567567568,1.803400192,2.596597096,4.3,98.77750611
schorseneren,black salsify,2.464285714,0.999338405,28,vegetables,12.95652174,5.538938698,23,14.67857143,4.34659144,28,3,27,5.222222222,1.846687957,1.079181246,9.608695652,100
schort,apron,3.464285714,0.961562881,28,kitchen utensils,11.17857143,5.484345205,28,14.35714286,5.215463374,28,0,36,6.055555556,1.286066971,2.426511261,6.583333333,99.14040115
schroevendraaier,screwdriver,3.464285714,0.83808171,28,tools,26,,,17.57142857,2.37936455,28,0,33,6.090909091,1.071320341,0,8.666666667,97.82082324
secretaresse,secretary,3.464285714,0.792658109,28,professions,15.35714286,3.324591712,28,17.71428571,2.91683673,28,0,29,5.896551724,1.291312389,2.866287339,8.875,100
selder,celery,3.178571429,0.944911183,28,vegetables,14.71428571,5.810954807,28,16.71428571,3.866830867,28,0,32,4.96875,1.635974111,1.113943352,7.625,100
short,shorts,3.714285714,0.854493259,28,clothing,17.71428571,3.547112993,28,16.67857143,2.893844955,28,0,26,6.115384615,1.17735035,0,6.208333333,98.16272966
sinaasappel,orange,4.321428571,0.547964005,28,fruit,18.89285714,1.832611691,28,18.85714286,1.380131119,28,0,31,6.774193548,0.497304563,2.547774705,4.916666667,100
sjaal,scarf,3.964285714,0.922241346,28,clothing,11.17857143,6.012663004,28,12,4.929127336,28,0,32,6.3125,1.119835817,2.615950052,4.916666667,99.7311828
skateboard,skateboard,2.892857143,0.916486274,28,vehicles,26,,,8.535714286,4.717831759,28,0,32,6.09375,1.173892752,0,8.291666667,97.59036145
skiën,skiing,3.142857143,0.931517508,28,sports,15.64285714,3.571640205,28,16.60714286,3.247098827,28,0,32,6.3125,1.090649407,2.23299611,8.043478261,95.83333333
sla,lettuce,4.285714286,0.599823607,28,vegetables,17.35714286,4.770389267,28,18.85714286,1.458418365,28,0,33,6.212121212,1.36376262,4.441034946,5.666666667,100
slager,butcher,3.642857143,0.951189731,28,professions,14.89285714,4.716710135,28,17.25,2.488864087,28,0,29,5.551724138,1.660167954,2.582063363,6.652173913,100
slang,snake,3.535714286,0.692934867,28,reptiles,17.10714286,3.499622051,28,15.92857143,4.520968197,28,0,25,6.28,0.979795897,3.058805487,4.1,99.44903581
slede,sled,2.642857143,0.826159599,28,vehicles,26,,,8.071428571,4.379485607,28,0,32,6.125,1.12880182,2.100370545,5.166666667,98.78934625
slijpschijf,grinding disc,2.5,1.03637545,28,tools,26,,,15.32142857,4.190408549,28,0,31,4.774193548,1.995155423,0,11.4,96.36803874
slip,panties,3.714285714,1.150109266,28,clothing,14.85714286,5.758821161,28,13.64285714,4.313753077,28,0,33,6.03030303,1.424887024,1.531478917,7.043478261,98.43342037
snoek,pike,2.25,0.751541625,28,fish,16.53571429,3.636055482,28,16.28571429,3.241594748,28,1,34,4.823529412,1.914388711,1.991226076,9.916666667,96.37681159
sokken,socks,4.5,0.881917104,28,clothing,15.5,5.392038026,28,14.42857143,4.237649343,28,0,34,6.294117647,1.194162868,2.756636108,4.958333333,98.95561358
spatel,spatula,3.071428571,1.051579814,28,kitchen utensils,16.67857143,4.216840764,28,14.85714286,4.38612531,28,0,30,4.2,1.769472939,1.662757832,9.782608696,91
specht,woodpecker,2.785714286,0.738223235,28,birds,17.25,4.734624237,28,16.42857143,3.755771573,28,0,33,5.181818182,1.509439992,1.857332496,8.217391304,99.75308642
speer,spear,2.464285714,0.744468135,28,weapons,13.67857143,4.899384477,28,13.89285714,4.524331632,28,0,32,6.28125,1.023415376,2.648360011,8.125,99.49367089
spijker,nail,3.464285714,0.692934867,28,tools,26,,,11.96428571,5.68612439,28,0,38,5.973684211,1.404372364,2.643452676,7.304347826,99.02912621
spin,spider,4,0.816496581,28,insects,8.571428571,8.080284976,28,12.25,7.516032247,28,0,31,6.709677419,0.824360293,2.598790507,4.916666667,98.69451697
spinazie,spinach,3.642857143,0.951189731,28,vegetables,16.25,3.816387666,28,18,2.160246899,28,0,36,5.944444444,1.655198641,2.117271296,5.916666667,100
sportvissen,sport fishing,2,0.666666667,28,sports,6.730769231,5.688990718,26,8.178571429,5.735229476,28,2,31,3.64516129,1.835726688,0,9.5,100
sprinkhaan,grasshopper,2.714285714,0.658682347,28,insects,13.92857143,5.374346275,28,16.60714286,4.139594592,28,0,33,5.787878788,1.473888898,1.963787827,6.869565217,98.45360825
spruiten,Brussels sprouts,2.892857143,1.065947178,28,vegetables,15.71428571,4.625670265,28,17.14285714,3.913076707,28,0,35,6.457142857,0.852085923,2.371067862,5.833333333,100
squash,squash,2.678571429,0.862965234,28,sports,16.78571429,4.166507933,28,16.60714286,3.212698021,28,0,32,5.5625,1.435438564,0.84509804,10.7826087,100
staalborstel,wire brush,2.071428571,1.051579814,28,tools,23,,,11.64285714,4.313753077,28,3,33,4,2.046338193,0.602059991,11.83333333,84.58333333
stekelbaars,stickleback,2.392857143,0.737326789,28,fish,15.67857143,4.595114728,28,14.75,4.711098008,28,0,28,3.821428571,1.886670032,1.69019608,9.875,96.77419355
step,kick scooter,2.857142857,0.84827868,28,vehicles,26,,,10.32142857,4.225614761,28,0,27,5.185185185,1.77670908,1.462397998,9.304347826,97.1291866
stewardess,stewardess,2.75,0.799305254,28,professions,12.78571429,4.38310851,28,16.21428571,3.562740756,28,0,28,5.428571429,1.549876254,2.1430148,10.54166667,100
stofzuiger,vacuum cleaner,4.178571429,0.547964005,28,tools,26,,,8.214285714,4.374650402,28,1,31,6.387096774,1.115867954,2.133538908,4.85,99.49622166
stok,stick,3.785714286,0.738223235,28,weapons,9.642857143,5.122313465,28,9,4.294699576,28,0,19,6.421052632,0.692482609,6.53,5.041666667,97.09762533
struisvogel,ostrich,2.714285714,0.76289618,28,birds,10,5.86262487,28,11.21428571,4.557103879,28,0,30,6.4,1.069966161,1.397940009,8.041666667,98.04400978
surfen,surfing,2.892857143,0.956044541,28,sports,14.75,4.639803636,28,15.21428571,4.524477812,28,0,29,6.275862069,1.13063041,1.113943352,8.695652174,100
sweater,sweater,3.464285714,1.07089934,28,clothing,18.85714286,2.223015731,28,17.32142857,3.232400455,28,0,33,6.545454545,0.869299614,1.505149978,8.5,98.95287958
synthesizer,synthesizer,2.857142857,0.755928946,28,musical instruments,12.78571429,6.063595944,28,15.67857143,3.300432872,28,1,33,5.424242424,1.561855928,1.342422681,9.875,98.50746269
t-shirt,t-shirt,3.607142857,1.030615987,28,clothing,18.42857143,2.251395805,28,16.96428571,3.393699422,28,0,34,6.617647059,0.696950321,1.995635195,9.25,97.17
tafeltennis,table tennis,3.107142857,0.916486274,28,sports,13.59259259,5.153484701,27,14.53571429,4.434562427,28,0,29,5.965517241,1.117483097,1.414973348,8.47826087,100
tamboerijn,tambourine,2.428571429,0.790151014,28,musical instruments,11.35714286,4.832101649,28,14.33333333,4.803844614,27,0,29,5.344827586,1.470565053,1.322219295,8.041666667,96.08801956
tandarts,dentist,3.5,0.693888666,28,professions,16.71428571,2.746811523,28,17.5,2.755465948,28,0,37,6.135135135,1.031777381,2.753583059,6.25,100
tang,tongs,3.25,0.751541625,28,tools,26,,,16.85714286,2.771739469,28,0,36,5.666666667,1.638814903,2.359835482,7.434782609,96.875
tank,tank,2.75,0.799305254,28,weapons,15.28571429,6.023762469,28,13.14285714,5.14755811,28,0,29,5.620689655,1.740562165,2.849419414,8.083333333,99.23076923
tas,mug,4.607142857,0.628890011,28,kitchen utensils,13.92857143,5.590524864,28,14.14285714,4.419772792,28,0,33,5.848484848,1.301950751,0.301029996,4.875,97.35449735
taxi,taxi,3.071428571,0.978607152,28,vehicles,26,,,17.5,3.448026811,28,0,31,6.193548387,0.980454141,3.083144143,8.291666667,97.56690998
tennis,tennis,3.571428571,0.741798187,28,sports,17.82142857,4.51379426,28,18.67857143,2.019416334,28,0,33,6.454545455,0.869299614,2.488550717,7.041666667,100
theelepel,teaspoon,3.464285714,1.104943198,28,kitchen utensils,16.10714286,3.975287418,28,14.64285714,5.545864563,28,0,32,5.625,1.699145895,2.789580712,7.086956522,98.70689655
tijger,tiger,3,0.902670934,28,mammals,16.78571429,3.784541098,28,17.07142857,2.840560344,28,0,34,6.470588235,0.787604505,2.472756449,6.208333333,99.50617284
tomaat,tomato,4.285714286,0.712696645,28,vegetables,16.92857143,4.577954997,28,17.32142857,4.974405391,28,0,32,6.28125,1.170452766,2.593286067,4.956521739,100
tong,sole,3.107142857,1.100144291,28,fish,15.2962963,5.503948337,27,15.14285714,3.826944296,28,0,30,6.4,1.037237711,3.361350024,4.217391304,99.49494949
topje,top,4.428571429,0.690065559,28,clothing,19.57142857,0.878912267,28,18.28571429,2.354776751,28,0,27,5.814814815,1.359780441,2.932980822,4.583333333,98.66
touw,rope,3.821428571,0.862965234,28,tools,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.821428571,0.862965234,28,tools,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,26,,,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,26,,,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,9.464285714,4.341719602,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.71361502
touw,rope,3.678571429,0.904866326,28,weapons,7.035714286,4.756921996,28,5.214285714,4.121822169,28,0,38,6.289473684,0.983867019,3.182414652,5,96.50872818
tractor,tractor,3.071428571,1.08622934,28,vehicles,26,,,12.10714286,4.516138023,28,0,32,6.46875,0.717719282,2.260071388,6.208333333,99.75186104
tram,tram,3.178571429,0.904866326,28,vehicles,26,,,16.57142857,3.060241717,28,0,32,6.21875,1.039055868,2.929418926,7.913043478,99.26289926
trein,train,4.321428571,0.772373515,28,vehicles,26,,,17.53571429,2.91207121,28,0,33,6.696969697,0.636634142,3.535926741,4.708333333,99.25558313
triangel,triangle,2.464285714,0.692934867,28,musical instruments,10.14285714,5.979683416,28,14.53571429,4.541839592,28,0,28,5.75,1.456149158,1.176091259,8.217391304,99.49367089
trombone,trombone,2.107142857,0.685256682,28,musical instruments,13.46428571,5.493984204,28,15.92592593,4.304969632,27,0,28,4.607142857,1.663091403,1.079181246,11.5,96.2962963
trommel,drum,3.035714286,0.63724772,28,musical instruments,16,3.781044339,28,16.60714286,3.803889683,28,0,28,5.714285714,2.088010623,2.921166051,4.869565217,99.74619289
trompet,trumpet,2.928571429,0.813250061,28,musical instruments,17.75,2.170935965,28,18.44444444,2.342472943,27,0,33,6.515151515,0.795346313,2.240549248,6.666666667,98.75
trui,pullover,4.5,0.693888666,28,clothing,19.28571429,1.242969648,28,17.78571429,3.467917967,28,0,30,6.433333333,0.858359837,2.271841607,4.913043478,99.73
turnen,gymnastics,3.178571429,1.090483122,28,sports,17,3.93465138,28,17.32142857,2.982089392,28,0,32,5.96875,1.149596703,1.977723605,4.45,100
tweeloop,double barreled shotgun,2.214285714,0.786795792,28,weapons,17.63636364,4.006488244,22,16.57142857,4.176021245,28,4,26,4.769230769,1.632364967,1.113943352,11.08333333,90
uil,owl,3,0.860662966,28,birds,15.35714286,4.699994371,28,16,3.388433485,28,0,30,6.333333333,1.061337261,2.53529412,5.916666667,99.25925926
valk,falcon,2.535714286,0.744468135,28,birds,16.67857143,4.000496001,28,15.5,4.401178293,28,0,32,4.90625,1.855408398,2.602059991,9.083333333,98.52216749
varaan,monitor lizard,1.821428571,0.862965234,28,reptiles,13.19230769,5.028075025,26,14.42307692,4.455765496,26,3,23,3.695652174,2.20402076,0,10.42857143,86.20689655
varken,pig,3.607142857,0.737326789,28,mammals,17.85714286,2.534419149,28,17.17857143,2.435137405,28,0,32,6.59375,0.665237042,2.981818607,4.791666667,100
verfborstel,paint brush,3.428571429,0.634126487,28,tools,,,,13,4.233901974,28,0,31,6.741935484,0.575484835,0,4.55,98.50374065
verfborstel,paintbrush,,,,,26,,,,,,,,,,,,
vergiet,colander,3.321428571,0.983326607,28,kitchen utensils,17.60714286,2.985635806,28,16.42857143,2.999118036,28,1,31,5.612903226,1.801433121,1.230448921,8.833333333,93.07692308
verspringen,long jump,2.535714286,0.744468135,28,sports,14.67857143,4.853815387,28,16,3.721807605,28,1,32,4.78125,1.979481441,2.285557309,8.304347826,100
vijg,fig,2.678571429,0.611832186,28,fruit,8.321428571,4.861439898,28,12.42857143,4.013205714,28,0,27,5.333333333,1.732050808,2.068185862,8.35,100
vijl,file,2.857142857,0.803431793,28,tools,26,,,12.03571429,4.307462455,28,1,31,5.677419355,1.446538322,1.612783857,9.695652174,97.54901961
viool,violin,3.071428571,0.766356045,28,musical instruments,18.35714286,2.376026651,28,18.85714286,1.508354161,28,0,30,6.233333333,0.935260736,2.699837726,7,99.74811083
vleermuis,bat,2.642857143,0.678466993,28,mammals,7.928571429,6.627264513,28,10.85714286,4.964423697,28,0,33,6.181818182,1.184655685,2.396199347,6.1,98.27160494
vlieg,fly,4.071428571,0.662686532,28,insects,17.10714286,4.878822609,28,18.21428571,2.740061406,28,0,37,6.594594595,0.654653671,2.890421019,4.695652174,98.95833333
vliegtuig,airplane,3.392857143,0.875141712,28,vehicles,26,,,15.03571429,4.194194779,28,0,32,6.5,0.950381927,3.340444115,5.826086957,100
vlinder,butterfly,3.5,0.745355992,28,insects,12,5.950412373,28,13.39285714,5.632835519,28,0,31,6.35483871,0.950381927,2.645422269,5.583333333,99.73614776
vlo,flee,2.607142857,0.737326789,28,insects,9.392857143,6.136347603,28,13.60714286,5.756408897,28,1,29,3.931034483,1.907336109,2.267171728,6.869565217,97.6744186
voetbal,soccer,4.071428571,0.813250061,28,sports,18.92857143,2.980536509,28,18.96428571,2.380198293,28,0,34,6.382352941,0.985184366,2.85672889,5.833333333,100
volleybal,volleyball,3.142857143,0.803431793,28,sports,18.17857143,3.453967889,28,18.25,1.878237945,28,0,30,6.4,0.894427191,1.505149978,8.5,100
vork,fork,4.892857143,0.314970394,28,kitchen utensils,18.14285714,2.103159629,28,16.35714286,4.53965479,28,0,30,6.433333333,0.935260736,2.698970004,4.173913043,98.08219178
vos,fox,2.892857143,0.628890011,28,mammals,15.89285714,3.478391345,28,16.25,2.951772851,28,0,35,6.028571429,1.27153715,2.496929648,5.625,98.05825243
vrachtwagen,truck,3.535714286,0.83808171,28,vehicles,26,,,17.89285714,2.314835979,28,0,30,6.566666667,0.678910554,2.938519725,5.208333333,99.00990099
vuilnisman,garbage collector,3.285714286,0.854493259,28,professions,12.77777778,5.183801199,27,16.17857143,3.68232587,28,0,30,5.866666667,1.04166092,1.568201724,7.043478261,100
walvis,whale,3.107142857,0.785954749,28,fish,9,6.036923425,28,10.42857143,6.166988409,28,0,28,6.178571429,1.156417566,2.10720997,6.458333333,99.23076923
wandelen,walking,4.25,0.844371342,28,sports,8.607142857,5.927583267,28,12.17857143,4.355104042,28,0,31,5.612903226,1.52046965,3.703033305,3.6,100
wanten,mittens,2.75,0.887151079,28,clothing,11.14285714,5.427735942,28,11.21428571,4.685336802,28,0,30,6.5,1.074789474,1.414973348,5.826086957,99.20424403
waterkers,water cress,2.75,1.004618962,28,vegetables,10.67857143,5.388970708,28,12.53571429,5.044117534,28,0,33,4.484848485,2.399494896,1.69019608,7.95,100
waterkoker,electric kettle,3.428571429,0.959497223,28,kitchen utensils,17.28571429,4.090251671,28,16.35714286,3.045510183,28,0,30,5.933333333,1.595971941,0,10.25,99.18478261
waterpas,level,2.821428571,0.772373515,28,tools,26,,,14.14285714,3.597471187,28,0,32,5.0625,1.86543258,1.176091259,10.04166667,96.61835749
waterschildpad,turtle,2.821428571,0.722832465,28,reptiles,11.53571429,5.580934097,28,13.32142857,4.355104042,28,0,30,5.633333333,1.32569652,0.301029996,7.4,93.12977099
weegschaal,scales,3.607142857,0.875141712,28,kitchen utensils,15.25,4.978658156,28,12.39285714,5.526631053,28,0,33,6.545454545,0.711113084,2.298853076,6.958333333,97.6127321
wesp,wasp,3.357142857,0.487950036,28,insects,16.60714286,4.139594592,28,17.25,3.718073974,28,0,30,5.8,1.648405708,2.238046103,5.916666667,100
wielrennen,cycling,3.178571429,1.055973184,28,sports,17.53571429,3.656370826,28,17.89285714,3.224205739,28,0,29,5.413793103,1.899572158,1.991226076,7.1,100
winkelbediende,shop-assistant,3.142857143,0.931517508,28,professions,12.7037037,4.530366047,27,17.32142857,2.389073452,28,0,30,5.766666667,1.278019301,1.462397998,8.434782609,100
witloof,endive,3.392857143,1.065947178,28,vegetables,15.71428571,4.890331677,28,17.67857143,3.079845732,28,0,32,6.53125,0.841825014,0.954242509,6.458333333,100
witte kool,white cabbage,3.142857143,1.044005311,28,vegetables,15.03571429,4.811114777,28,16.96428571,2.87366256,28,0,36,4.722222222,1.845629759,0,7.05,100
wok,wok,3.892857143,0.994029797,28,kitchen utensils,18.14285714,2.505021412,28,17.10714286,2.5724939,28,0,31,6.290322581,1.188656059,1.982271233,13.45833333,98.1233244
wolf,wolf,2.928571429,0.939998874,28,mammals,15.96428571,3.785764201,28,17.03571429,2.441647028,28,0,29,6.172413793,1.39050262,2.861534411,5.25,99.5
worm,worm,3.214285714,0.875897121,28,insects,8.464285714,6.817635861,28,10.17857143,6.727795145,28,0,33,6.272727273,1.281423214,2.630427875,5.625,98.45758355
wortel,carrot,4.178571429,0.772373515,28,vegetables,17.42857143,3.985423175,28,18.85714286,1.325373063,28,0,29,6.620689655,0.902923549,3.330210785,4.913043478,100
zaag,saw,3.357142857,0.678466993,28,tools,26,,,17.96428571,1.85556506,28,0,34,6.205882353,1.472565516,2.064457989,6.782608696,98.53658537
zalm,salmon,3.571428571,0.741798187,28,fish,17.25,3.893251521,28,18.39285714,2.078804602,28,0,30,5.9,1.470397554,2.33243846,8.916666667,98.99749373
zebra,zebra,2.821428571,0.862965234,28,mammals,16.96428571,3.282751137,28,16.03571429,3.382768348,28,0,29,6.413793103,0.982607369,1.602059991,6.625,98.99749373
zeef,sieve,3.142857143,0.524530528,28,kitchen utensils,16.28571429,4.470952694,28,15.17857143,2.957145413,28,0,32,5.03125,2.132458448,2.204119983,7.541666667,100
zeilen,sailing,2.5,0.838870493,28,sports,11.71428571,5.205816852,28,12.92857143,5.127475528,28,0,28,5.892857143,1.59488269,3.165541077,8.5,100
zeppelin,Zeppelin,1.964285714,0.63724772,28,vehicles,26,,,8.37037037,5.336003605,27,0,29,5.931034483,1.032716061,1.380211242,9.541666667,97.07317073
zwaan,swan,3.035714286,0.744468135,28,birds,11.17857143,4.530175137,28,12.82142857,4.77690099,28,1,32,6.375,1.184578324,2.534026106,6,99.26108374
zwaard,sword,2.928571429,0.71639899,28,weapons,17.71428571,2.521862082,28,17.07142857,3.042033572,28,0,29,5.862068966,1.481411921,2.812913357,6.208333333,100
