word_chinese-gsdsimp,word_zhuyin,frequency,familiar_mean,ambiguity_mean,naming_accuracy,naming_rt
裟,ㄕㄚ,6,3.275,1.3846,0.45,771
裡,ㄌㄧˇ,4236,5.9,1.7692,0.95,618
訾,ㄗ,19,2.25,1.1538,0.3,882
詢,ㄒㄩㄣˊ,3163,5.05,1.3846,1,756
詣,ㄧˋ,15,4.075,1.4615,0.5,1002
試,ㄕˋ,4140,6.25,2.4615,0.8,782
詩,ㄕ,871,5.35,1.8462,0.9,728
詬,ㄍㄡˋ,110,3.375,1.2308,0.8,882
詭,ㄍㄨㄟˇ,99,4.125,1.5385,0.9,703
詮,ㄑㄩㄢˊ,154,3.875,1.3077,0.9,743
詰,ㄐㄧㄝˊ,40,2.6,1.0769,0.3,993
話,ㄏㄨㄚˋ,8722,6.175,2.6923,0.9,631
該,ㄍㄞ,24882,5.95,1.6923,1,672
詳,ㄒㄧㄤˊ,1319,5.4,1.5385,0.9,713
詼,ㄏㄨㄟ,24,3.75,1.3846,0.95,825
誅,ㄓㄨ,15,3.85,1.6923,0.95,777
誆,ㄎㄨㄤ,4,3.075,1.2308,1,825
誇,ㄎㄨㄚ,175,5.5,2.1538,0.95,620
誠,ㄔㄥˊ,1243,5.55,2,0.9,684
豢,ㄏㄨㄢˋ,17,2.525,1,0.1,805
貊,ㄇㄛˋ,5,2.225,1,0.7,839
貲,ㄗ,78,2.475,1.1538,0.6,1019
賂,ㄌㄨˋ,52,4.35,1.1538,0.55,932
賃,ㄌㄧㄣˋ,189,3.25,1.1538,0.25,1008
賅,ㄍㄞ,3,2.65,1.0769,0.15,1087
資,ㄗ,26394,5.6,3.6154,0.9,687
跟,ㄍㄣ,1704,5.975,2.0769,0.85,654
跤,ㄐㄧㄠ,12,4.275,1.3077,0.85,866
跨,ㄎㄨㄚˋ,639,4.525,1.8462,0.9,747
跪,ㄍㄨㄟˋ,130,5.375,1.1538,1,690
跳,ㄊㄧㄠˋ,1445,5.525,2.2308,0.9,598
跺,ㄉㄨㄛˋ,8,3.5,1.1538,0.85,793
躲,ㄉㄨㄛˇ,387,5.15,1.3077,0.85,676
輊,ㄓˋ,8,3.05,1.2308,0.8,811
逼,ㄅㄧ,812,5.325,1.3077,0.9,701
逾,ㄩˋ,830,3.875,1.5385,0.75,726
遁,ㄉㄨㄣˋ,95,3.975,1.2308,0.8,709
遄,ㄔㄨㄢˊ,3,2.275,1.0769,0.3,855
遇,ㄩˋ,2403,5.5,2.3846,0.85,678
遊,ㄧㄡˊ,5896,5.975,2.3077,1,634
運,ㄩㄣˋ,15954,5.7,3.6154,0.9,645
過,ㄍㄨㄛˋ,32029,6.275,3.2308,0.9,629
遏,ㄜˋ,352,3.425,1,0.35,801
遐,ㄒㄧㄚˊ,49,3.95,1.5385,1,798
遑,ㄏㄨㄤˊ,59,3.575,1.0769,0.75,689
遒,ㄑㄧㄡˊ,3,1.825,1.4615,0.15,883
違,ㄨㄟˊ,5236,5.075,1.6923,0.95,623
鄒,ㄗㄡ,182,3.45,1.3846,0.8,828
鄔,ㄨ,13,2.6,1.1538,0.9,802
酩,ㄇㄧㄥˊ,7,2.95,1.4615,0.9,793
酬,ㄔㄡˊ,532,4.35,1.6923,0.95,789
酯,ㄓˇ,137,2.95,1.2308,0.8,805
釉,ㄧㄡˋ,18,3.425,1.0769,0.9,864
鈴,ㄌㄧㄥˊ,483,4.85,1.6923,1,652
鈷,ㄍㄨ,14,2.45,1,0.85,801
鈸,ㄅㄚˊ,5,2.425,1.0769,0.75,741
鈽,ㄅㄨˋ,1,2.15,1,0.8,845
鈾,ㄧㄡˋ,41,3.075,1,0.95,791
鈿,ㄉㄧㄢˋ,5,2.375,1.3077,0.25,843
鉀,ㄐㄧㄚˇ,17,4.2,1,0.9,761
鉅,ㄐㄩˋ,785,4.175,2.2308,0.95,743
鉑,ㄅㄛˊ,1,2.45,1.1538,0.85,842
鉗,ㄑㄧㄢˊ,23,2.65,1.3077,0.85,869
鉛,ㄑㄧㄢ,140,4.8,1.7692,0.95,737
鉤,ㄍㄡ,39,3.8,1.7692,0.9,776
鉦,ㄓㄥ,30,1.9,1.0769,0.9,861
閘,ㄓㄚˋ,67,3.75,1.5385,0.35,829
隔,ㄍㄜˊ,1426,5.325,1.9231,1,697
隕,ㄩㄣˇ,17,3.775,1.8462,0.75,944
隘,ㄞˋ,70,3.05,1.3846,0.25,1107
零,ㄌㄧㄥˊ,3618,5.35,2.2308,0.95,709
雹,ㄅㄠˊ,8,3.1,1.1538,0.4,860
靖,ㄐㄧㄥˋ,361,4,1.6923,0.8,796
靴,ㄒㄩㄝ,17,3.525,1.0769,0.75,872
靶,ㄅㄚˇ,204,3.8,1.2308,0.8,801
頌,ㄙㄨㄥˋ,148,4.55,1.7692,0.95,762
預,ㄩˋ,11796,5.6,1.6154,0.9,664
頑,ㄨㄢˊ,133,4.5,2.2308,0.9,735
頒,ㄅㄢ,983,4.9,1.3846,0.95,741
頓,ㄉㄨㄣˋ,1996,5.275,3.1538,0.85,695
飴,ㄧˊ,11,3.5,1.2308,0.85,746
飼,ㄙˋ,525,4.35,2,0.9,821
飽,ㄅㄠˇ,658,5.675,1.5385,0.85,677
馳,ㄔˊ,335,4.7,1.3846,0.75,780
馴,ㄒㄩㄣˋ,48,4.025,1.3846,0.8,869
鳩,ㄐㄧㄡ,27,3.1,1.1538,0.8,852
鼓,ㄍㄨˇ,2027,4.6,2.3077,0.95,750
像,ㄒㄧㄤˋ,3455,6.075,2.3846,0.8,673
僑,ㄑㄧㄠˊ,1185,4.85,1.4615,0.9,786
僕,ㄆㄨˊ,93,4.9,1.7692,0.95,667
僚,ㄌㄧㄠˊ,325,4.175,1.6923,0.8,749
僥,ㄐㄧㄠˇ,88,3.6,1.1538,0.2,877
僧,ㄙㄥ,173,4.05,1.1538,0.35,909
僭,ㄐㄧㄢˋ,8,2.75,1.0769,0.1,970
兢,ㄐㄧㄥ,83,4.275,1.3846,0.75,852
凳,ㄉㄥˋ,23,3.525,1.3077,0.9,768
匱,ㄍㄨㄟˋ,64,3.775,1.2308,0.75,875
嗶,ㄅㄧ,12,4.575,1.0769,0.95,724
嗷,ㄠˊ,16,2.75,1.0769,0.95,768
嗽,ㄙㄡˋ,25,4.3,1.1538,0.55,927
嘀,ㄉㄧˊ,15,3.675,1.4615,0.55,835
嘆,ㄊㄢˋ,455,5.275,1.7692,0.9,647
嘈,ㄘㄠˊ,23,3.275,1,0.85,890
嘍,ㄌㄡˊ,8,4.175,1.5385,0.85,841
嘖,ㄗㄜˊ,68,3.775,1.2308,0.7,777
嘗,ㄔㄤˊ,382,4.85,1.9231,0.95,661
團,ㄊㄨㄢˊ,11100,5.425,2.2308,0.95,655
塵,ㄔㄣˊ,506,5.1,2.3846,0.95,712
塾,ㄕㄨˊ,8,3.35,1.0769,0.65,906
境,ㄐㄧㄥˋ,6608,5.275,2.1538,0.95,731
墉,ㄩㄥ,10,3.2,1.3077,0.9,738
墊,ㄉㄧㄢˋ,431,4.65,1.6154,0.9,793
墓,ㄇㄨˋ,559,3.6,1.2308,0.9,681
夥,ㄏㄨㄛˇ,1062,4.625,1.9231,0.8,706
嫖,ㄆㄧㄠˊ,53,4.1,1.1538,0.85,693
嫗,ㄩˋ,49,3,1.0769,0.4,922
嫚,ㄇㄢˋ,24,2.225,1.0769,0.9,793
嫡,ㄉㄧˊ,13,3.325,1.2308,0.95,844
孵,ㄈㄨ,13,3.625,1.2308,1,780
寞,ㄇㄛˋ,124,4.9,1.4615,0.9,702
察,ㄔㄚˊ,8170,5.175,2.4615,0.9,655
寥,ㄌㄧㄠˊ,114,4.325,1.6154,0.9,797
實,ㄕˊ,21615,5.875,3.4615,0.95,762
寨,ㄓㄞˋ,77,3.2,1.0769,0.85,861
屢,ㄌㄩˇ,553,4.175,1.4615,0.8,810
嶂,ㄓㄤˋ,5,2.375,1,1,761
嶄,ㄓㄢˇ,112,3.575,1.3846,0.9,811
嶇,ㄑㄩ,27,3.425,1.1538,0.8,938
幔,ㄇㄢˋ,2,3,1,0.9,762
幕,ㄇㄨˋ,1585,4.825,2.5385,0.9,639
幘,ㄗㄜˊ,1,1.85,1.0769,0.4,950
幛,ㄓㄤˋ,4,2.625,1.2308,0.9,846
幣,ㄅㄧˋ,3583,4.95,1.3077,0.8,701
廓,ㄎㄨㄛˋ,50,3.525,1.3077,0.75,752
廖,ㄌㄧㄠˋ,2473,4.55,1.4615,0.9,818
弊,ㄅㄧˋ,853,5.15,1.7692,0.8,689
彆,ㄅㄧㄝˋ,6,3.675,1.2308,0.5,958
彰,ㄓㄤ,3469,4.75,1.6154,0.85,698
徹,ㄔㄜˋ,1009,5,2.2308,0.95,713
愿,ㄩㄢˋ,68,2.575,1.0769,0.9,852
慓,ㄆㄧㄠ,12,3.2,1,0.7,746
慘,ㄘㄢˇ,994,5.525,1.7692,0.95,645
慚,ㄘㄢˊ,40,5.05,1.2308,0.7,841
慢,ㄇㄢˋ,1152,5.825,1.6923,0.85,630
慣,ㄍㄨㄢˋ,1063,5.7,1.7692,1,675
慳,ㄑㄧㄢ,3,1.9,1.1538,0.05,829
慵,ㄩㄥ,7,3.775,1.1538,0.9,794
慷,ㄎㄤ,46,4.45,1.3077,0.8,833
截,ㄐㄧㄝˊ,1304,4.875,2.3077,0.75,810
摔,ㄕㄨㄞ,255,5.075,1.8462,0.95,724
摜,ㄍㄨㄢˋ,3,2.75,1.1538,0.9,893
摟,ㄌㄡˇ,12,4.275,1.1538,0.8,747
摧,ㄘㄨㄟ,175,4.475,1.9231,0.95,802
摳,ㄎㄡ,1,3.75,1.5385,0.9,748
摸,ㄇㄛ,483,5.25,2.1538,0.95,714
摺,ㄓㄜˊ,123,4.625,1.9231,0.9,758
撤,ㄔㄜˋ,1668,4.75,1.2308,1,757
敲,ㄑㄧㄠ,554,5.15,1.3077,0.9,678
旗,ㄑㄧˊ,200,4.875,2.1538,1,716
暝,ㄇㄧㄥˊ,2,3.425,1.6923,0.75,833
暨,ㄐㄧˋ,602,3.875,1.3077,0.75,921
榕,ㄖㄨㄥˊ,369,4.525,1.4615,0.95,658
榛,ㄓㄣ,7,3.15,1.1538,0.75,836
榜,ㄅㄤˇ,565,4.65,2.3077,0.85,777
榭,ㄒㄧㄝˋ,19,2.65,1.2308,0.9,892
榮,ㄖㄨㄥˊ,6287,5.175,2.6154,0.95,752
榴,ㄌㄧㄡˊ,168,3.775,1.3846,0.85,699
榷,ㄑㄩㄝˋ,135,2.15,1.6154,0.7,847
榻,ㄊㄚ,43,3.875,1.3846,0.85,769
槁,ㄍㄠˇ,5,2.875,1.2308,0.6,848
槃,ㄆㄢˊ,9,2.775,1.3846,0.55,851
構,ㄍㄡˋ,5017,5.55,2,0.9,669
槌,ㄔㄨㄟˊ,110,4.025,1.5385,0.85,817
槍,ㄑㄧㄤ,6293,4.575,1.7692,0.8,647
槎,ㄔㄚˊ,1,1.975,1,0.15,1197
槐,ㄏㄨㄞˊ,31,3.525,1.2308,0.3,818
歉,ㄑㄧㄢˋ,346,5.375,1.3077,0.9,726
殞,ㄩㄣˇ,18,3.5,1.5385,0.6,899
氳,ㄩㄣ,6,2.775,1,0.2,862
滲,ㄕㄣˋ,165,4.275,1.5385,0.8,827
滴,ㄉㄧ,231,5.025,2.0769,0.8,669
滿,ㄇㄢˇ,6883,5.725,2.2308,0.95,648
漉,ㄌㄨˋ,6,2.725,1.0769,0.95,748
漓,ㄌㄧˊ,41,3.45,1.0769,1,758
演,ㄧㄢˇ,7481,5.225,2.3077,0.9,615
漕,ㄘㄠˊ,5,2.6,1.1538,0.85,831
漚,ㄡ,5,2.35,1,0.2,1010
漠,ㄇㄛˋ,373,4.725,2.1538,0.9,687
漢,ㄏㄢˋ,1818,4.95,2.4615,0.95,615
漣,ㄌㄧㄢˊ,23,3.6,1.1538,0.9,777
漬,ㄗˋ,33,4.225,1.5385,0.6,960
漱,ㄕㄨˋ,7,4.375,1.6154,0.75,820
漳,ㄓㄤ,63,3.35,1.1538,1,796
漾,ㄧㄤˋ,44,3.575,1.2308,0.8,705
澈,ㄔㄜˋ,154,4.175,1.3846,0.8,720
熄,ㄒㄧˊ,129,4.35,1.3846,0.85,797
熒,ㄧㄥˊ,8,2.375,1,0.7,728
熔,ㄖㄨㄥˊ,54,4.375,1.1538,0.9,658
犒,ㄎㄠˋ,23,2.775,1.0769,0.45,988
獃,ㄉㄞ,2,2.475,1.0769,0.1,790
獐,ㄓㄤ,3,3.05,1,0.9,754
瑣,ㄙㄨㄛˇ,75,3.775,1.7692,0.85,766
瑤,ㄧㄠˊ,142,3.625,1.4615,0.85,607
瑪,ㄇㄚˇ,359,3.8,1.3077,0.95,677
瑰,ㄍㄨㄟ,102,4.8,1.8462,0.8,781
瑱,ㄊㄧㄢˋ,1,2,1,0.25,882
甄,ㄓㄣ,306,4.1,1.2308,0.85,709
疑,ㄧˊ,4461,5.425,2.0769,0.8,761
瘋,ㄈㄥ,230,5.4,1.3077,0.95,686
瘍,ㄧㄤˊ,44,3.175,1.0769,0.3,869
瘓,ㄏㄨㄢˋ,132,3.35,1.0769,0.75,764
瘖,ㄧㄣ,37,1.725,1.0769,0.3,1211
瘧,ㄋㄩㄝˋ,14,3.775,1.6154,0.7,805
睡,ㄕㄨㄟˋ,828,6.15,1.8462,0.95,684
睽,ㄎㄨㄟˊ,30,3.6,1.2308,0.85,698
瞄,ㄇㄧㄠˊ,136,4.3,1.5385,0.95,774
碟,ㄉㄧㄝˊ,289,4.575,2,0.85,677
碣,ㄐㄧㄝˊ,2,2.25,1.3846,0.25,1038
碴,ㄔㄚˊ,9,3.975,1.2308,0.55,838
磁,ㄘˊ,320,4.775,1.3846,0.8,720
禍,ㄏㄨㄛˋ,1187,5,1.6923,0.95,631
禎,ㄓㄣ,152,3.2,1,0.85,816
福,ㄈㄨˊ,7046,5.35,2.2308,0.9,643
窩,ㄨㄛ,229,5,2.1538,0.95,699
窬,ㄩˊ,1,1.35,1,0.8,978
竭,ㄐㄧㄝˊ,236,4.2,1.8462,0.9,863
端,ㄉㄨㄢ,2522,5.5,2.6154,0.9,673
筵,ㄧㄢˋ,17,3.5,1.2308,0.85,759
箇,ㄍㄜˋ,47,3.55,1.3846,0.2,835
箋,ㄐㄧㄢ,7,3.9,1.4615,0.15,900
箏,ㄓㄥ,71,4,1.5385,0.9,780
箕,ㄐㄧ,14,3.325,1.1538,0.45,893
管,ㄍㄨㄢˇ,17451,5.85,3,1,661
箸,ㄓㄨˋ,2,3,1.0769,0.7,947
粹,ㄘㄨㄟˋ,209,4.1,2.2308,0.75,788
粽,ㄗㄨㄥˋ,580,4.575,1.0769,1,764
精,ㄐㄧㄥ,5319,5.5,3.9231,0.95,671
綠,ㄌㄨˋ,1220,5.775,2.2308,0.85,685
綢,ㄔㄡˊ,126,3.475,1.8462,0.95,800
綣,ㄑㄩㄢˇ,4,2.675,1.1538,0.25,811
綬,ㄕㄡˋ,10,2.7,1.4615,0.9,866
綮,ㄑㄧˇ,1,1.9,1,0.15,866
綱,ㄍㄤ,443,4.825,1.7692,0.95,710
網,ㄨㄤˇ,3002,5.375,2.6154,0.85,630
綴,ㄓㄨㄟˋ,50,4.05,1.3846,0.45,938
綵,ㄘㄞˇ,144,3.225,1.3077,0.9,771
綸,ㄌㄨㄣˊ,40,2.8,1.3846,0.95,711
綺,ㄑㄧˊ,63,3.6,1.3846,0.8,815
綻,ㄓㄢˋ,55,3.6,1.7692,0.85,809
綽,ㄔㄨㄛˋ,799,4.8,1.7692,0.9,847
綾,ㄌㄧㄥˊ,5,3.55,1.3846,0.9,700
綿,ㄇㄧㄢˊ,240,5,2.7692,0.95,684
緋,ㄈㄟ,20,4.375,1.5385,1,816
緒,ㄒㄩˋ,1037,5,2.2308,0.9,732
翠,ㄘㄨㄟˋ,433,4.25,2,0.85,721
翡,ㄈㄟˇ,62,3.325,1.2308,0.8,764
聚,ㄐㄩˋ,1687,5.2,1.9231,1,671
肇,ㄓㄠˋ,718,4.025,1.3846,0.75,774
腐,ㄈㄨˇ,398,4.525,2.5385,0.95,703
腿,ㄊㄨㄟˇ,556,5.625,1.6154,0.95,724
膈,ㄍㄜˊ,3,3.2,1.0769,0.85,855
膊,ㄅㄛˊ,13,3.725,1.2308,0.8,819
膏,ㄍㄠ,108,4.725,2.0769,0.8,698
艋,ㄇㄥˇ,16,3.125,1.0769,0.95,796
蒐,ㄙㄡ,558,3.75,1.3846,0.75,707
蒡,ㄅㄤˋ,13,3.4,1.0769,0.45,695
蒸,ㄓㄥ,281,4.85,2.1538,0.95,628
蒹,ㄐㄧㄢ,1,2.25,1,0.75,991
蒼,ㄘㄤ,247,4.5,2.5385,0.9,648
蓀,ㄙㄨㄣ,8,2.325,1.2308,1,818
蓁,ㄓㄣ,15,3.175,1.1538,0.6,844
蓉,ㄖㄨㄥˊ,220,4.925,1.5385,0.9,706
蓋,ㄍㄞˋ,1313,5.1,2.7692,0.65,647
蓍,ㄕ,1,2.35,1.1538,0.15,689
蜒,ㄧㄢˊ,16,3.3,1.0769,0.85,850
蜘,ㄓ,16,3.95,1.0769,0.95,887
蜚,ㄈㄟ,27,2.875,1.3077,0.8,829
蜜,ㄇㄧˋ,314,5.475,2.1538,0.85,600
蜢,ㄇㄥˇ,78,3.6,1.1538,0.95,699
蜥,ㄒㄧ,5,3.55,1,0.95,778
蜷,ㄐㄩㄢˇ,16,3.4,1.1538,0.2,981
蜻,ㄑㄧㄥ,8,3.3,1,0.8,855
蜿,ㄨㄢ,20,3.325,1.2308,0.8,764
裱,ㄅㄧㄠˇ,30,3.2,1.3846,0.9,671
裴,ㄆㄟˊ,297,3.325,1.3077,0.45,801
裸,ㄌㄨㄛˇ,225,4.675,1.3077,0.8,728
裹,ㄍㄨㄛˇ,193,4.25,2.0769,0.7,792
製,ㄓˋ,5709,5.45,1.5385,0.95,721
褂,ㄍㄨㄚˋ,3,2.7,1.3846,0.9,825
褚,ㄔㄨˇ,57,3.125,1.3846,0.05,730
誌,ㄓˋ,974,4.675,1.5385,0.95,691
誑,ㄎㄨㄤˊ,10,3.3,1.0769,0.8,843
誓,ㄕˋ,287,4.975,1.4615,1,794
誘,ㄧㄡˋ,567,4.875,1.5385,0.7,710
語,ㄩˇ,2751,5.875,2.6154,0.9,728
誣,ㄨˊ,110,4.175,1.3077,0.85,775
誤,ㄨˋ,2185,5.525,2.1538,0.85,683
誥,ㄍㄠˋ,9,2.525,1.3846,0.25,593
誦,ㄙㄨㄥˋ,54,3.85,1.3077,0.55,923
賑,ㄓㄣˋ,37,3.45,1.2308,0.55,796
趕,ㄍㄢˇ,2659,5.6,2.1538,0.85,659
趙,ㄓㄠˋ,1485,4.7,1,0.85,694
踊,ㄩㄥˇ,1,2.625,1,0.75,796
輓,ㄨㄢˇ,37,2.9,1.4615,0.8,824
輔,ㄈㄨˇ,2546,5.55,2.2308,0.9,704
輕,ㄑㄧㄥ,5623,5.625,2.7692,1,621
辣,ㄌㄚˋ,79,5.75,2.3077,0.8,656
遙,ㄧㄠˊ,400,5.05,1.7692,0.9,642
遛,ㄌㄧㄡ,6,3,1.0769,0.8,718
遜,ㄒㄩㄣˋ,305,4.9,1.6923,0.85,711
遞,ㄉㄧˋ,629,4.725,2,0.85,702
遢,ㄊㄚ,7,3.575,1.2308,0.95,752
酵,ㄒㄧㄠˋ,88,4.475,1.6154,0.9,807
酷,ㄎㄨˋ,189,5.55,2,0.95,672
酸,ㄙㄨㄢ,547,5.6,2.3077,0.95,736
鉻,ㄍㄜˋ,22,3.05,1.1538,0.3,853
銀,ㄧㄣˊ,8179,5.2,2,0.95,674
銅,ㄊㄨㄥˊ,631,4.575,1.3846,1,678
銓,ㄑㄩㄢˊ,345,2.65,1.2308,1,769
銖,ㄓㄨ,36,2.95,1.1538,0.95,793
銘,ㄇㄧㄥˊ,1299,4.4,1.9231,0.8,633
銤,ㄇㄧˇ,2,1.4,1.0769,0.95,824
銧,ㄍㄨㄤ,3,2.225,1.0769,0.8,805
銨,ㄢ,2,3.1,1.0769,0.9,761
銬,ㄎㄠˋ,62,3.725,1.5385,0.85,837
閡,ㄏㄜˊ,37,2.95,1.0769,0.3,917
閣,ㄍㄜˊ,737,4.425,2.2308,0.85,742
閤,ㄍㄜˊ,20,3.575,1.6923,0.1,742
閨,ㄍㄨㄟ,59,3.4,1.5385,0.9,753
際,ㄐㄧˋ,9123,5.375,2.3077,0.9,722
障,ㄓㄤˋ,3019,4.8,1.7692,0.85,699
靼,ㄉㄚˊ,2,2.8,1.0769,0.25,709
韶,ㄕㄠˊ,23,3.575,1.6154,0.8,904
頗,ㄆㄛˇ,3017,4.775,1.6923,0.85,760
領,ㄌㄧㄥˇ,6545,5.575,3,0.85,649
颯,ㄙㄚˋ,2,2.9,1.0769,0.6,858
颱,ㄊㄞˊ,295,4.675,1,0.85,679
餃,ㄐㄧㄠˇ,34,5.075,1,0.9,695
餅,ㄅㄧㄥˇ,358,4.95,1.3846,0.85,687
餉,ㄒㄧㄤˇ,25,3.275,1.2308,0.7,927
餌,ㄦˇ,55,3.95,1.3077,0.75,736
骯,ㄤ,16,4.275,1,0.65,854
骰,ㄕㄞˇ,33,3.875,1.1538,0.5,851
魁,ㄎㄨㄟˊ,311,3.9,1.5385,0.9,702
僵,ㄐㄧㄤ,400,4.25,2,0.85,648
僻,ㄆㄧˋ,169,4.15,1.7692,0.75,731
僾,ㄞˋ,1,1.35,1.0769,0.85,870
儀,ㄧˊ,1317,5.325,2.4615,0.8,748
儂,ㄋㄨㄥˊ,44,3.65,1.1538,1,668
億,ㄧˋ,8271,5.05,1.3077,0.9,684
儆,ㄐㄧㄥˇ,26,2.925,1.3077,0.8,886
儈,ㄎㄨㄞˋ,7,3,1.3846,0.6,759
儉,ㄐㄧㄢˇ,86,4.425,1.4615,0.95,766
凜,ㄌㄧㄣˇ,21,3.525,1.5385,0.9,818
劇,ㄐㄩˋ,3082,5.225,2.3846,0.95,652
劈,ㄆㄧ,35,4,1.7692,1,657
劊,ㄍㄨㄟˋ,19,3.65,1.3077,0.95,832
劍,ㄐㄧㄢˋ,511,5.175,1.5385,0.95,701
厲,ㄌㄧˋ,561,4.95,2.3077,1,676
嘮,ㄌㄠˊ,18,3.975,1.0769,0.85,712
嘯,ㄒㄧㄠˋ,46,4.075,1.6154,0.85,848
嘰,ㄐㄧ,7,3.225,1.0769,0.7,757
嘵,ㄒㄧㄠ,1,2.375,1.5385,0.55,949
嘶,ㄙ,38,3.575,1.3077,0.95,752
嘹,ㄌㄧㄠˊ,7,3.2,1.2308,0.85,781
嘻,ㄒㄧ,39,5.5,1.4615,0.85,703
噎,ㄧㄝ,18,3.45,1.2308,0.6,813
噓,ㄒㄩ,64,5.25,1.6923,0.85,790
噗,ㄆㄨ,1,4.5,1.1538,1,669
噴,ㄆㄣ,649,5.025,2.2308,1,742
墀,ㄔˊ,6,1.925,1,0.1,866
增,ㄗㄥ,10736,5.55,1.2308,0.8,729
墟,ㄒㄩ,53,3.875,1.0769,0.9,811
墦,ㄈㄢˊ,2,2.025,1.0769,0.3,1306
墩,ㄉㄨㄣ,121,3.05,1.3846,0.85,820
墳,ㄈㄣˊ,98,4.5,1.1538,0.9,818
嫵,ㄨˇ,14,3.3,1.2308,0.35,806
嬉,ㄒㄧ,55,4.35,1.5385,0.8,764
嬋,ㄔㄢˊ,18,3.925,1.2308,0.9,869
嬌,ㄐㄧㄠ,323,4.65,2.1538,0.85,744
審,ㄕㄣˇ,6056,4.8,1.8462,0.85,730
寮,ㄌㄧㄠˊ,1656,4.25,1.2308,0.95,686
層,ㄘㄥˊ,4171,5.1,1.7692,0.95,700
履,ㄌㄩˇ,420,3.925,2.1538,0.8,860
嶙,ㄌㄧㄣˊ,11,2.575,1,0.85,812
幟,ㄓˋ,134,3.575,1.2308,0.9,908
幡,ㄈㄢ,3,3.025,1.3846,0.35,840
幢,ㄔㄨㄤˊ,98,3.8,1.5385,0.35,865
廚,ㄔㄨˊ,387,5.375,1.5385,0.95,740
廝,ㄙ,77,3.725,2.0769,0.85,799
廟,ㄇㄧㄠˋ,1564,4.9,1.7692,0.75,682
廢,ㄈㄟˋ,3216,5.5,2.6923,0.9,676
影,ㄧㄥˇ,11515,5.725,2.8462,0.85,678
慕,ㄇㄨˋ,383,5.1,2.0769,1,599
慫,ㄙㄨㄥˇ,26,3.325,1.2308,0.65,825
慰,ㄨㄟˋ,950,5.175,1.8462,0.75,696
慼,ㄑㄧ,2,2.175,1.2308,0.75,795
憋,ㄅㄧㄝ,7,4.625,1.2308,0.85,739
憎,ㄗㄥ,22,4.05,1.2308,0.9,869
憐,ㄌㄧㄢˊ,163,5.175,1.7692,0.75,631
憔,ㄑㄧㄠˊ,14,4.55,1.3077,0.85,870
憚,ㄉㄢˋ,41,2.9,1.3077,0.25,1043
憤,ㄈㄣˋ,788,4.925,1.4615,0.85,750
憧,ㄔㄨㄥ,40,3.425,1.0769,0.25,1189
憬,ㄐㄧㄥˇ,38,3.25,1,0.95,874
戮,ㄌㄨˋ,54,3.7,1.2308,0.55,825
摩,ㄇㄛˊ,985,4.4,2.3077,0.85,624
摯,ㄓˋ,13,4.325,1.7692,0.8,872
摰,ㄓˊ,10,4.75,1.6154,0.95,830
摹,ㄇㄛˊ,10,3.35,1.3077,0.3,821
撈,ㄌㄠ,295,4.075,1.3077,0.95,699
撓,ㄋㄠˊ,209,3.95,1.4615,0.6,827
撕,ㄙ,151,4.625,1.1538,0.9,749
撙,ㄗㄨㄣˇ,28,2.55,1.0769,0.9,954
撞,ㄓㄨㄤˋ,1622,5.375,1.7692,0.95,640
撥,ㄅㄛ,1398,5.05,2.3077,0.85,717
撫,ㄈㄨˇ,483,4.575,1.6923,0.85,769
撮,ㄘㄨㄛ,64,3.35,1.6154,0.9,840
撰,ㄓㄨㄢˋ,152,3.5,1.6154,0.85,764
撲,ㄆㄨ,506,5.3,1.8462,0.9,686
敵,ㄉㄧˊ,751,5.075,2.2308,0.9,696
暫,ㄓㄢˋ,2360,5.575,1.6154,0.9,700
暮,ㄇㄨˋ,58,4.25,1.8462,0.95,696
槤,ㄌㄧㄢˊ,3,2.8,1,0.95,698
槨,ㄍㄨㄛˇ,2,1.875,1.0769,0.7,871
槳,ㄐㄧㄤˇ,29,3.725,1.4615,0.8,872
槽,ㄘㄠˊ,336,4.3,1.3846,0.7,788
槿,ㄐㄧㄣˇ,1,2.525,1.1538,0.8,763
樓,ㄌㄡˊ,5016,5.55,1.8462,0.95,732
標,ㄅㄧㄠ,9467,5.325,3.0769,0.9,738
樞,ㄕㄨ,101,3.925,1.6154,0.6,949
樟,ㄓㄤ,183,4.05,1.3077,0.9,649
樣,ㄧㄤˋ,5401,6.2,2.4615,0.85,648
歎,ㄊㄢˋ,53,4,1.5385,0.9,718
歐,ㄡ,3829,4.8,1.3846,0.85,655
殤,ㄕㄤ,5,3.525,1.3846,0.95,810
毅,ㄧˋ,387,4.85,1.7692,0.95,742
毆,ㄡ,733,4.075,1.2308,0.95,783
漿,ㄐㄧㄤ,207,4.425,1.4615,0.9,777
潑,ㄆㄛ,330,4.7,2,0.85,665
潘,ㄆㄢ,832,4.725,1.1538,0.85,716
潛,ㄑㄧㄢˊ,1382,4.925,2.2308,0.95,825
潢,ㄏㄨㄤˊ,158,3.4,1.2308,0.85,812
潦,ㄌㄠˋ,18,4,1.9231,0.95,750
潭,ㄊㄢˊ,1363,4.35,1,0.95,670
潮,ㄔㄠˊ,2141,4.875,2.2308,0.9,726
潰,ㄎㄨㄟˋ,174,4.55,1.8462,0.85,719
潼,ㄊㄨㄥˊ,6,2.875,1.0769,0.9,727
澄,ㄔㄥˊ,609,4.675,2.2308,1,835
