word_croatian,imagine_mean,imagine_sd,frequency_mean,frequency_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,aoa_mean,aoa_sd
POJAS,4.5,0.527046277,3.5,0.971825316,4.888888889,0.333333333,4.555555556,0.726483157,7.111111111,3.100179206
POJAVA,2.272727273,1.009049958,3.545454545,0.934198733,2.636363636,1.206045378,4.454545455,0.820199532,10.25,4.978525312
POJAVITI,4.2,0.918936583,3.5,1.433720878,1.7,0.674948558,4.9,0.316227766,6.333333333,2.915475947
POJAVITI SE,3.454545455,1.439696938,3.909090909,0.831209415,3.272727273,1.190874392,4.454545455,0.820199532,7.5,3.13581462
POJESTI,4.8,0.421637021,5,0,4.3,0.823272602,5,0,2,1.333333333
POKAZATI,4.2,0.632455532,4.7,0.483045892,3.8,1.398411798,5,0,2.4,2.065591118
POKAZATI SE,3.8,1.032795559,3.8,1.135292424,3.9,0.994428926,4.9,0.316227766,5.9,3.984692934
POKISNUTI,4.6,0.516397779,3.9,0.875595036,4,1.333333333,5,0,5.111111111,2.204792759
POKLON,5,0,4.25,0.753778361,4.666666667,0.492365964,5,0,3.833333333,1.466804401
POKLOPAC,4.9,0.305128577,4.8,0.484234198,,,,,,
POKLOPITI,4.1,1.197219,3.6,0.699205899,4.1,1.100504935,4.8,0.632455532,5.1,2.078995484
POKOJI,2,1.095445115,2.363636364,1.120064933,1.818181818,1.07871978,3.545454545,1.439696938,11,5.882176468
POKOJNI,4.636363636,0.809039835,3.272727273,1.272077756,3.636363636,1.433368569,4.727272727,0.904534034,8.333333333,3.464101615
POKRAJ,4.090909091,1.221027883,4,1.095445115,3.090909091,1.221027883,4.636363636,0.924416278,4.272727273,1.902151891
POKRITI,4.4,0.699205899,4.2,0.788810638,3.666666667,1.414213562,5,0,4.333333333,2
POKRITI SE,4.727272727,0.467099366,4.636363636,0.504524979,4,1.264911064,4.909090909,0.301511345,4.1,1.197219
POKUPITI,4.1,0.994428926,4.3,0.948683298,4,1.154700538,4.6,0.966091783,4.2,2.658320272
POKUŠATI,3.090909091,1.136181804,4.363636364,0.674199862,2.727272727,1.348399725,4.636363636,0.809039835,4.5,1.58113883
POKVAREN,4.090909091,0.943879807,4.272727273,0.904534034,3.727272727,1.348399725,5,0,5.545454545,3.416537322
POKVARENO,3.5,0.971825316,4,1.154700538,4,0.942809042,5,0,3.8,2.097617696
POLA,4.181818182,0.981649817,4.818181818,0.404519917,3.727272727,1.190874392,5,0,3.818181818,1.53741223
POLAGAN,4,0.942809042,3.8,0.788810638,2.6,1.0749677,5,0,4.7,1.567021236
POLAGANO,2.818181818,0.750757194,4.181818182,0.750757194,3.272727273,1.190874392,4.545454545,0.820199532,5.181818182,2.638870282
POLAKO,3.8,1.229272594,4.8,0.421637021,2.9,1.663329993,5,0,3.1,1.523883927
POLARNI,3.181818182,1.328019715,2.272727273,0.904534034,3.363636364,0.809039835,4,1.183215957,7.444444444,4.304390523
POLARNO,2,,2,,,,,,,
POLICA,4.833333333,0.481543412,4.333333333,1.129319405,,,,,,
POLICAJAC,4.962962963,0.19245009,3.666666667,1.386750491,,,,,,
POLJUBITI,4.818181818,0.603022689,4.272727273,1.272077756,4.9,0.316227766,5,0,3,2
POLJUBITI SE,4.454545455,0.934198733,4.272727273,0.786245393,4.545454545,0.934198733,4.636363636,1.206045378,5.545454545,4.367233366
POLOVICA,4.090909091,1.221027883,3.909090909,1.221027883,3.545454545,1.293339581,4.727272727,0.467099366,4.727272727,2.053821272
POLOŽAJ,2.571428571,1.345185418,3.035714286,1.527092198,,,,,,
POLUOTOK,4.636363636,1.206045378,2.909090909,1.221027883,4.727272727,0.467099366,5,0,8.375,2.55999442
POLUPATI,4,1,3.454545455,1.213559752,4.090909091,1.044465936,4.727272727,0.646669791,5.5,3.341656276
POLUSESTRA,3.4,1.349897115,2.1,0.994428926,4.4,0.843274043,4.8,0.421637021,7.2,2.859681412
POMAGATI,3.727272727,0.786245393,4.454545455,0.934198733,2.909090909,0.943879807,4.363636364,1.286291357,5.181818182,2.786330268
POMAKNUTI,4.1,0.737864787,4.5,0.707106781,4.2,0.788810638,4.6,0.843274043,4.4,2.221110833
POMAKNUTI SE,3.9,1.286683938,4.6,0.699205899,3.5,1.178511302,4.7,0.948683298,3.6,1.897366596
POMFRIT,4.818181818,0.603022689,4.181818182,0.603022689,4.727272727,0.646669791,4.818181818,0.603022689,4.727272727,2.493628244
POMIJEŠATI,4.272727273,0.904534034,4.090909091,1.044465936,3.363636364,1.026910636,4.818181818,0.404519917,4.636363636,1.120064933
POMIJEŠATI SE,3.5,1.08012345,2.7,1.059349905,2.6,1.264911064,4.4,0.699205899,5.666666667,2.783882181
POMOĆ,3.3,1.159501809,4,0.942809042,3.2,1.229272594,4.6,0.699205899,4.666666667,2.236067977
PONAVLJATI,3.909090909,1.136181804,4.363636364,0.674199862,2.909090909,1.375103302,5,0,4.272727273,1.61807967
PONAVLJATI SE,3.090909091,0.943879807,3.727272727,1.190874392,2.818181818,1.07871978,4.727272727,0.646669791,7,4.098780306
PONEDJELJAK,3.2,1.619327707,4.5,0.849836586,2.7,1.766981104,5,0,6.1,1.449137675
PONIRANJE,2.909090909,0.943879807,2.181818182,0.981649817,2.9,1.197219,3.2,0.918936583,11,7.241853661
PONOS,2.8,1.244474969,3.736842105,1.155111099,,,,,,
PONOSAN,2.9,1.663329993,4,1.247219129,1.5,0.707106781,4.8,0.632455532,6.1,2.766867463
PONOSNO,2.454545455,1.439696938,3.545454545,1.12815215,2.363636364,1.286291357,4.818181818,0.404519917,7.555555556,2.743679606
PONOVAN,1.5,0.707106781,2.1,1.449137675,2.2,1.316561177,3.8,1.135292424,9,7.365459931
PONOVNO,2.545454545,1.439696938,4.454545455,0.687551651,1.909090909,1.300349603,4.727272727,0.646669791,5.454545455,3.933538772
PONOĆ,3.583333333,1.676486224,4.166666667,1.114640858,2.833333333,1.337115847,4.916666667,0.288675135,6.545454545,2.423371056
PONUDITI,3.727272727,0.904534034,3.454545455,0.687551651,2.545454545,0.934198733,4.363636364,1.206045378,8.1,3.665151202
PONUDITI SE,3.1,1.286683938,4.2,0.788810638,2.9,1.449137675,4.9,0.316227766,6.666666667,1.966384161
POPETI,4.272727273,0.904534034,3.818181818,1.07871978,3.7,1.494434118,4.9,0.316227766,3.666666667,1.658312395
POPETI SE,4.6,0.516397779,4.5,0.707106781,4.1,1.286683938,4.8,0.421637021,4.555555556,1.878237945
POPITI,4.454545455,1.213559752,4.909090909,0.301511345,3.909090909,1.221027883,4.909090909,0.301511345,2.909090909,1.700267359
POPRAVITI,4,0.894427191,4.181818182,1.07871978,3.727272727,1.103712743,4.636363636,0.674199862,4.090909091,1.044465936
POPRAVITI SE,3.090909091,0.831209415,3.909090909,1.221027883,2.181818182,0.873862898,4.727272727,0.646669791,6.5,4.648775227
POPRIMITI,2.545454545,1.368476259,2.818181818,0.873862898,3.090909091,1.221027883,4.272727273,0.904534034,8.7,4.691600059
POPUDBINA,1.6,1.0749677,1.2,0.632455532,1.6,0.966091783,1.3,0.948683298,3.4,7.456540753
POPUT,2.3,1.418136492,3.8,1.316561177,1.7,0.948683298,4.1,1.197219,8.555555556,1.810463415
PORCULAN,4.363636364,1.206045378,2.272727273,0.904534034,4.727272727,0.646669791,4.454545455,1.213559752,9.444444444,4.798726683
PORED,4,1.154700538,4.3,0.948683298,3.7,1.418136492,4.6,0.699205899,4.6,2.221110833
POREMEĆAJ,2.974358974,1.347261931,3.815789474,1.135549948,,,,,,
PORIJEKLO,2.9,1.354952928,3.421052632,1.199810322,,,,,,
POROTA,4.043478261,1.460954261,1.695652174,0.973969507,,,,,,
PORTAL,3.727272727,1.272077756,4,0.894427191,3,1.483239697,4.272727273,1.009049958,12.63636364,5.500413208
POSAO,4.5,0.707106781,4.9,0.316227766,3.9,1.100504935,5,0,4.6,2.065591118
POSEBAN,3.181818182,1.470930441,3.636363636,1.433368569,2.272727273,1.009049958,4.454545455,1.213559752,7,1.247219129
POSEBNO,2.909090909,1.300349603,4.363636364,0.924416278,2.545454545,1.12815215,4.727272727,0.467099366,7.3,3.529242915
POSJETA,3.5,1.178511302,3.7,0.823272602,3.4,1.0749677,4.8,0.632455532,7,1.490711985
POSJETNICA,4.384615385,0.962873567,3.351351351,1.229638976,,,,,,
POSLAGATI,3.454545455,1.035725481,3.727272727,0.904534034,3,1.183215957,4.181818182,1.07871978,6.090909091,2.30019762
POSLATI,4.3,0.823272602,4.4,0.966091783,3.6,0.966091783,4.6,0.699205899,5.875,2.695896352
POSLIJE,2.8,1.229272594,4.8,0.421637021,2.666666667,1.658312395,5,0,4.666666667,1.732050808
POSLIJEPODNE,3.9,1.286683938,4.3,1.159501809,3.1,1.595131482,4.5,1.08012345,5.7,1.567021236
POSLJEDICA,2.9,1.410582713,3.947368421,0.984950772,,,,,,
POSLUŠATI,3.090909091,1.513574937,4.090909091,1.221027883,3.090909091,1.578261414,4.909090909,0.301511345,4.636363636,2.203303305
POSPAN,4.090909091,0.943879807,4.090909091,0.831209415,3.727272727,1.009049958,4.727272727,0.646669791,4.181818182,2.891995222
POSPANO,3.636363636,0.809039835,4.181818182,0.873862898,3,1.183215957,4.727272727,0.646669791,3.3,1.636391694
POSPREMATI,4.6,0.699205899,4.3,0.948683298,3.5,1.269295518,4.7,0.674948558,3.888888889,2.02758751
POST,3.075,1.268706185,3.184210526,1.135549948,,,,,,
POSTATI,3.6,1.349897115,4.4,0.843274043,3,1.333333333,4.6,0.699205899,6.444444444,2.554951619
POSTITI,2.7,1.33749351,2.4,0.843274043,2.8,1.229272594,4.2,1.135292424,8,2.138089935
POSTOJATI,3.3,1.251665557,4.2,0.918936583,2.6,1.505545305,4.8,0.421637021,6.125,2.232071427
POSTUPAK,2.5,0.707106781,3.7,1.159501809,3.2,1.398411798,4.9,0.316227766,10.33333333,3.674234614
POSTUPAN,2.909090909,1.300349603,3.181818182,1.167748416,2.727272727,1.489356176,4.545454545,0.934198733,11,3.840572874
POSTUPNO,2.545454545,1.572490786,3.545454545,1.12815215,2.181818182,0.981649817,4.454545455,1.293339581,9.666666667,3.122498999
POSTUPNOST,1.9,1.007662947,2.131578947,0.963413207,,,,,,
POSUDA,4.4,1.349897115,4.6,0.516397779,4.9,0.316227766,4.7,0.948683298,3.9,0.994428926
POSUDITI,4.3,1.494434118,4.4,1.0749677,3.6,1.264911064,4.9,0.316227766,5.111111111,1.900292375
POTAKNUTI,2.363636364,1.629277587,3.181818182,0.981649817,3.545454545,1.293339581,4.454545455,0.687551651,11.625,6.093028803
POTJERATI,3.727272727,1.190874392,3.363636364,1.120064933,3.272727273,1.190874392,4.363636364,1.120064933,7.3,2.626785107
POTKOVA,4.9,0.316227766,2,1.054092553,4.7,0.948683298,4.7,0.674948558,6,4.082482905
POTPUN,3.6,0.843274043,4.3,0.674948558,3,1.054092553,5,0,8,1.927248223
POTPUNO,3,1.247219129,3.6,1.0749677,3,1.414213562,5,0,7.5,2.87711275
POTRAŽITI,4.1,1.197219,4.7,0.674948558,3.9,1.100504935,4.6,0.966091783,4.555555556,1.943650632
POTREBAN,3.2,1.316561177,2.8,1.135292424,2.1,1.286683938,4.6,0.966091783,6,2.867441756
POTREBNO,3.181818182,1.328019715,4.545454545,0.687551651,2.272727273,1.61807967,5,0,5.909090909,2.30019762
POTRGAN,4,1,3.909090909,0.943879807,4.272727273,0.786245393,4.818181818,0.404519917,3.909090909,1.921173884
POTRGANO,4.272727273,0.646669791,4.545454545,0.687551651,4.090909091,1.221027883,4.909090909,0.301511345,3.636363636,1.501514387
POTRGATI,4,0.666666667,3.6,0.843274043,3.5,1.08012345,4.9,0.316227766,5.6,2.836272985
POTRGATI SE,3.818181818,1.328019715,3.636363636,1.206045378,3.272727273,1.489356176,4.909090909,0.301511345,5.090909091,2.625054112
POTRČATI,4.4,0.699205899,3.7,1.159501809,3.6,1.577621275,5,0,5.2,2.936362073
POVEZATI,3.1,1.449137675,4.1,0.567646212,2.3,1.418136492,4.8,0.421637021,7,2.748737084
POVEZATI SE,3.545454545,1.368476259,4.272727273,0.786245393,2.545454545,1.439696938,4.727272727,0.467099366,9.818181818,3.655630775
POVJERENJE,3.1,1.286683938,4,0.816496581,2.4,1.173787791,4.8,0.421637021,7.1,3.314949304
POVLAČITI,3.909090909,0.831209415,3.909090909,0.943879807,3.363636364,0.924416278,5,0,6.909090909,4.085450904
POVLAČITI SE,2.2,0.918936583,2.8,1.229272594,2.7,0.948683298,4.6,0.699205899,8.7,3.888730155
POVOD,2.1,1.197219,2.8,1.229272594,2.6,1.429840706,4,1.154700538,7.888888889,4.342938074
POVRŠINA,3.7,1.251665557,3.5,0.971825316,4,1.154700538,4.8,0.632455532,7.6,1.837873167
POVUĆI,3,1.414213562,3.6,1.0749677,3.4,1.173787791,4.2,1.316561177,6.125,2.748376144
POVUĆI SE,3.454545455,1.12815215,3.727272727,1.190874392,3.181818182,0.981649817,4.727272727,0.646669791,5.4,2.716206505
POZA,3.7,1.33749351,2.8,1.032795559,3.8,1.229272594,4.2,1.032795559,8,3.741657387
POZIV,4,0.942809042,4.8,0.421637021,3.6,1.505545305,5,0,5.125,1.552647509
POZIVATI,3.818181818,0.873862898,3.727272727,0.904534034,3.090909091,1.513574937,4.909090909,0.301511345,7.272727273,2.195035721
POZIVATI SE,2.5,1.269295518,2.3,1.059349905,2.7,0.823272602,4.2,1.135292424,7.333333333,4.153311931
POZIVNICA,4.675,0.615504796,3.578947368,0.948158356,,,,,,
POZNAVATI,2.545454545,1.213559752,4.272727273,0.904534034,3.090909091,1.300349603,4.909090909,0.301511345,5.636363636,1.963299634
POZNAVATI SE,2.727272727,1.420627262,3.727272727,1.190874392,2.090909091,1.221027883,4.636363636,0.504524979,7.777777778,3.527668415
POZVATI,3.818181818,1.167748416,4.727272727,0.467099366,3.727272727,1.103712743,4.545454545,1.213559752,5.545454545,2.621588693
POĆI,3.5,0.849836586,2.9,1.100504935,2.8,0.918936583,4.6,0.516397779,8.555555556,3.940530139
POČETAK,3.272727273,1.103712743,4.363636364,0.924416278,3.090909091,1.700267359,4.636363636,0.924416278,4.727272727,2.327698825
POČETI,3,1.490711985,4.6,0.516397779,3.1,1.595131482,5,0,5.1,2.884826203
POČETNI,3.909090909,1.044465936,4.181818182,0.981649817,3.090909091,1.375103302,4.545454545,1.035725481,6.8,2.1499354
POČETNO,3.1,1.728840331,3.7,1.33749351,2.7,1.702938637,4.5,0.971825316,7.111111111,1.763834207
POČISTITI,4.2,0.918936583,4.7,0.483045892,4,1.247219129,4.8,0.421637021,4.5,1.649915823
POŠTA,4.8,0.421637021,4.7,0.483045892,4.7,0.483045892,5,0,5.9,1.523883927
POŠTAR,4.9,0.316227766,4.1,1.100504935,4.888888889,0.333333333,5,0,6.111111111,2.02758751
POŽALITI,3.181818182,1.328019715,3.818181818,1.167748416,2.909090909,1.375103302,4.454545455,1.213559752,8.444444444,3.468108674
POŽALITI SE,3.2,1.549193338,3.9,0.737864787,3.2,1.475729575,4.8,0.421637021,6,3.299831646
POŽURITI,4.363636364,1.286291357,4.636363636,0.674199862,3.909090909,1.044465936,4.818181818,0.404519917,5.545454545,1.916436086
POŽURITI SE,4,1.054092553,4.2,0.788810638,3.5,1.354006401,5,0,4.7,1.418136492
PRANJE,4.4,0.843274043,4.8,0.421637021,4,0.942809042,5,0,3.375,0.744023809
PRASE,5,0,3.636363636,1.120064933,4.909090909,0.301511345,5,0,3.090909091,2.022599587
PRATI,4.3,0.674948558,4.4,0.699205899,3.666666667,0.866025404,4.555555556,0.726483157,3.555555556,2.185812841
PRATI SE,4.3,0.823272602,3.9,0.994428926,4.1,1.100504935,4.8,0.632455532,3.9,1.286683938
PRATITI,3.909090909,0.943879807,4.090909091,1.221027883,3.272727273,1.348399725,4.909090909,0.301511345,5.727272727,2.493628244
PRATNJA,3.727272727,0.904534034,3.636363636,0.809039835,3.8,1.316561177,4.7,0.674948558,7.666666667,1.732050808
PRAVILAN,2.818181818,1.470930441,4,0.774596669,2.454545455,1.439696938,4.727272727,0.904534034,7.636363636,3.074824459
PRAVILNO,4,1.095445115,4.272727273,0.786245393,3.454545455,1.213559752,4.545454545,0.934198733,6.8,3.084008935
PRAVITI,3.3,1.159501809,3.9,1.197219,3.1,1.370320319,4.7,0.674948558,6.222222222,1.715938357
PRAVITI SE,3.2,1.316561177,3.3,1.251665557,2.4,1.264911064,4.7,0.674948558,5.6,1.712697677
PRAVO,2.7,1.251665557,3.8,1.229272594,2.6,1.349897115,4.8,0.632455532,9.2,4.07703596
PRAVORIJEK,1.545454545,0.687551651,1.454545455,0.687551651,1.454545455,0.820199532,2.090909091,1.513574937,7.363636364,9.646478397
PRAZAN,3.9,0.737864787,4.6,0.699205899,3.7,1.059349905,4.7,0.674948558,3,1.154700538
PRAZNO,3.833333333,1.337115847,4.333333333,0.887625365,2.666666667,1.154700538,4.75,0.621581561,4.5,3.450955072
PRAŠINA,4.6,0.966091783,4,1.054092553,4.6,0.966091783,5,0,6.111111111,1.96497102
PRAŠNIK,3.775,1.510433797,1.763157895,0.913390196,,,,,,
PREDANOST,2.56097561,1.205171782,3.179487179,1.072915234,,,,,,
PREDBACIVATI,2.475,1.176424396,3.131578947,0.991069655,,,,,,
PREDIVAN,3.272727273,1.103712743,4.181818182,0.873862898,3.090909091,1.300349603,5,0,5.818181818,2.638870282
PREDIVNO,3.7,1.418136492,4,0.942809042,2.3,1.418136492,5,0,6.888888889,1.536590743
PREDMET,2.9,1.523883927,4.1,0.737864787,3.8,1.229272594,4.8,0.632455532,4.25,1.982062418
PREDNJI,4,1,3.818181818,0.873862898,4,1.414213562,4.636363636,0.674199862,5.818181818,3.655630775
PREDOMISLITI SE,2.727272727,1.190874392,4.090909091,0.831209415,2.909090909,1.300349603,4.454545455,0.820199532,7.5,2.990726407
PREDOSJEĆAJ,2.45,1.239313292,3.605263158,1.001066288,,,,,,
PREDSJEDNIK,4.296296296,1.067521025,3.62962963,1.390853312,,,,,,
PREDSTAVITI,2.818181818,0.873862898,4,0.894427191,3.181818182,1.53741223,4.818181818,0.603022689,5.888888889,1.269295518
PREDSTAVITI SE,3.8,1.229272594,3.8,1.135292424,3,1.632993162,4.7,0.948683298,6.3,1.418136492
PREDSTAVLJAJUĆI,1.62962963,1.005681864,2.074074074,1.356634011,,,,,,
PREGLEDATI,4.1,1.100504935,4.1,0.737864787,3.3,1.33749351,4.6,0.699205899,6,1.414213562
PREGLEDATI SE,3.6,1.646545205,2.8,1.398411798,3.6,1.349897115,4.5,1.08012345,8.625,3.204349722
PREHRAMBENI,3,1.054092553,2.8,1.032795559,2.9,1.449137675,4.6,0.699205899,7.555555556,2.697735676
PREHRAMBENO,4,,5,,,,,,,
PREKO,3.233333333,1.675036455,4.133333333,1.332183412,,,,,,
PREKORITI,2.909090909,1.445997611,2.454545455,1.368476259,2.636363636,1.566698904,4.363636364,0.674199862,9.272727273,3.717281509
PREKRASAN,3.9,1.100504935,4.2,0.918936583,3.8,1.549193338,5,0,5.6,2.988868236
PREKRASNO,3,1.264911064,4.090909091,0.943879807,2.909090909,1.221027883,5,0,6.545454545,3.205109557
PREKRATAK,4,0.816496581,3.6,1.0749677,3.9,0.994428926,4.5,0.971825316,4.555555556,2.87711275
PREKRATKO,3.9,0.316227766,4.2,0.632455532,3.5,1.178511302,4.8,0.421637021,4.444444444,0.881917104
PRELAZITI,3.909090909,1.044465936,4,1,4,0.774596669,4.454545455,0.820199532,4.454545455,2.50454133
PREMA,2.9,1.286683938,4.5,0.527046277,2.4,1.264911064,5,0,4.555555556,1.130388331
PREMAZATI,3.777777778,0.833333333,3.555555556,0.881917104,3.777777778,0.971825316,4.555555556,0.726483157,6.125,1.642080562
PREMDA,1.363636364,0.809039835,3.181818182,1.07871978,1.272727273,0.646669791,4.636363636,1.206045378,11.125,2.997022332
PREMETATI,2.818181818,1.250454463,2.909090909,1.300349603,2.818181818,1.167748416,4.272727273,0.904534034,8.5,4.275251779
PREMJEŠTEN,2.545454545,1.293339581,3.272727273,0.904534034,3,1.183215957,4.454545455,1.035725481,9.1,4.458450154
PREMJEŠTENO,3.6,1.173787791,3.6,0.966091783,2.8,0.788810638,4.5,0.707106781,7.222222222,3.231786572
PREPASTI,3.727272727,1.103712743,3.363636364,1.120064933,3.363636364,1.433368569,4.636363636,1.206045378,5.454545455,3.23615934
PREPIRKA,3.9,1.449137675,3,0.816496581,3.2,1.229272594,4.5,0.849836586,9,3.527668415
PREPISATI,4,1.264911064,4.454545455,0.687551651,3.909090909,1.221027883,5,0,6.272727273,1.420627262
PREPLAŠEN,4.272727273,0.646669791,3.909090909,1.044465936,3.272727273,1.272077756,4.818181818,0.603022689,4.818181818,1.328019715
PREPLAŠENO,3.916666667,1.240112409,3.25,1.215431087,3.166666667,1.267304465,4.916666667,0.288675135,5.333333333,2.269694947
PREPLAŠITI,3.8,1.032795559,3.9,0.994428926,2.8,1.135292424,4.9,0.316227766,4.8,4.022160834
PREPLAŠITI SE,3.545454545,1.439696938,3.636363636,1.120064933,3.272727273,1.103712743,4.909090909,0.301511345,6.090909091,3.330301652
PREPLIVATI,4.2,0.788810638,4,0.816496581,3.9,1.286683938,5,0,5.333333333,1.224744871
PREPOZNATI,3.3,1.702938637,4.2,0.788810638,2.6,1.429840706,5,0,5.444444444,1.666666667
PREREZATI,4.1,0.875595036,3.8,0.918936583,3.4,1.264911064,4.9,0.316227766,5.7,2.359378449
PRESKOČITI,4,1.414213562,4.272727273,0.786245393,3.363636364,1.120064933,4.727272727,0.646669791,4.181818182,2.315952582
PRESPAVATI,3.545454545,1.439696938,3.909090909,1.044465936,3.181818182,0.750757194,4.818181818,0.404519917,4.909090909,2.508168473
PRESRETAN,4,1.264911064,3.909090909,1.445997611,3.454545455,1.507556723,4.636363636,0.674199862,5.363636364,1.858640755
PRESRETNO,4.454545455,0.687551651,3.818181818,1.167748416,3.636363636,1.501514387,4.909090909,0.301511345,5.454545455,1.967924611
PRESTATI,2.727272727,1.272077756,4.181818182,0.603022689,3.3,0.948683298,4.6,0.966091783,4.5,3.43996124
PRESTRAŠEN,4.363636364,0.674199862,3.272727273,1.272077756,3.181818182,1.53741223,5,0,5.727272727,2.831639422
PRESTRAŠENO,4,0.774596669,3.818181818,0.603022689,3.272727273,1.272077756,4.909090909,0.301511345,4.4,1.577621275
PRETHODNI,3.545454545,1.035725481,3.181818182,0.981649817,2.636363636,1.286291357,4.636363636,0.674199862,7.9,2.024845673
PRETHODNO,2.7,1.494434118,3.8,1.135292424,2.2,1.135292424,4.9,0.316227766,9,2.927700219
PRETPOSTAVLJATI,1.727272727,1.272077756,3.727272727,0.904534034,2,1.264911064,4.545454545,0.820199532,10.44444444,5.456901848
PRETVORITI,3.363636364,1.433368569,3.454545455,1.368476259,2.090909091,1.445997611,4.545454545,0.820199532,7.636363636,2.941860883
PRETVORITI SE,1.909090909,1.044465936,2.909090909,1.221027883,1.818181818,0.873862898,3.818181818,1.167748416,7.090909091,2.844452336
PREVARA,3.7,1.059349905,4.1,0.875595036,2.8,1.475729575,4.3,1.059349905,6.285714286,3.683941988
PREVARITI,2.8,1.316561177,3.9,1.100504935,3,1.247219129,4.9,0.316227766,7.1,3.725288952
PREVARITI SE,2.7,1.567021236,3.5,1.178511302,2.2,1.398411798,4.1,1.523883927,7.25,3.150963571
PREVIŠE,3.3,1.418136492,4,0.816496581,2.8,1.316561177,4.8,0.632455532,5.9,2.884826203
PREZIME,3.6,1.173787791,4.7,0.674948558,3.7,1.059349905,5,0,4.1,1.449137675
PREZIR,2.633333333,1.401559066,2.333333333,1.422318004,,,,,,
PREŽIVJETI,3.9,0.994428926,3.6,1.505545305,2.8,1.135292424,4.6,0.843274043,11.28571429,3.498298906
PREŽIVLJAVATI,3.5,0.849836586,3.5,1.178511302,3.1,1.370320319,4.8,0.421637021,9.9,4.748099035
PRI,2,1.095445115,2.909090909,0.943879807,2.181818182,1.401298099,3.909090909,0.831209415,10.55555556,3.609401305
PRIBADAČA,4.612903226,0.919326542,2.612903226,1.453212977,,,,,,
PRIJATELJ,4.454545455,1.213559752,4.727272727,0.467099366,4.4,1.0749677,5,0,3.7,1.766981104
PRIJATELJICA,4.4,0.966091783,4.7,0.674948558,4.2,0.918936583,4.9,0.316227766,4.5,2.368778401
PRIJAVITI,3.545454545,1.035725481,4.636363636,0.504524979,3.272727273,1.348399725,4.909090909,0.301511345,9.9,4.629614815
PRIJAVITI SE,3.181818182,0.873862898,3,1.183215957,2.636363636,1.361816968,4.727272727,0.904534034,7.375,1.407885953
PRIJE,3.4,1.173787791,4.2,1.032795559,2.1,1.449137675,5,0,6.2,2.97396107
PRIJEDLOG,2.5,1.354006401,4,0.816496581,1.7,1.33749351,4.7,0.674948558,6.7,4.029061098
PRIJEVARA,3.043478261,1.551487874,3.217391304,1.444630237,,,,,,
PRIJEĆI,3.3,1.494434118,3.2,1.135292424,3.3,1.418136492,4.8,0.421637021,6.2,1.932183566
PRIKAZATI,2.9,1.449137675,3.6,0.843274043,2.2,1.135292424,4.9,0.316227766,8.8,3.614784456
PRIKAZATI SE,2.454545455,0.820199532,2.909090909,1.136181804,2.363636364,1.361816968,4.272727273,1.009049958,9.285714286,2.627691364
PRIKOLICA,4.9,0.305128577,2.233333333,1.501340397,,,,,,
PRILAZ,4.048780488,1.094331292,3.538461538,0.883955043,,,,,,
PRILIKA,2.9,1.523883927,3.7,0.483045892,2.9,1.728840331,4.8,0.632455532,9,2.927700219
PRIMIJETITI,2.7,0.823272602,3.9,0.875595036,2.7,1.159501809,4.7,0.674948558,7.875,2.748376144
PRIMITI,3.545454545,1.572490786,4.090909091,1.044465936,2.818181818,1.60113596,4.909090909,0.301511345,5,2.748737084
PRIMITI SE,3.5,1.269295518,4,1.054092553,3.8,1.135292424,4.6,0.843274043,5.5,3.566822427
PRIMJER,2.545454545,1.035725481,4.636363636,0.504524979,3.181818182,1.470930441,5,0,7.181818182,3.25017482
PRINC,4.727272727,0.467099366,2.818181818,1.328019715,3.909090909,1.136181804,4.818181818,0.404519917,4.090909091,4.369314488
PRINCEZA,5,0,3,1.490711985,4.6,1.264911064,5,0,3.3,1.059349905
PRIPAZITI,2.454545455,1.035725481,3.636363636,1.120064933,2.363636364,1.286291357,4.636363636,0.809039835,5.181818182,2.315952582
PRIPREMATI SE,3.6,1.173787791,4.2,1.032795559,3.5,1.354006401,4.8,0.421637021,6.2,1.932183566
PRIPREMITI,3.3,1.766981104,4.5,0.527046277,2.6,1.173787791,4.8,0.632455532,6.333333333,2.645751311
PRIPREMITI SE,2.9,1.449137675,4.4,1.0749677,2.7,1.059349905,5,0,5.333333333,1.118033989
PRIREDITI,3.454545455,1.439696938,3.818181818,0.981649817,3,1.264911064,4.363636364,0.809039835,9.363636364,4.225463934
PRIREZ,2.454545455,1.12815215,2.181818182,0.873862898,2.363636364,0.924416278,3.454545455,1.213559752,13,7.224956747
PRISJETITI SE,2.4,1.264911064,3.2,0.918936583,2.9,1.595131482,4.8,0.421637021,8.333333333,3.201562119
PRISTATI,2.636363636,1.120064933,3,1.095445115,3.3,1.251665557,4.9,0.316227766,6,2.097617696
PRISTAVITI,3.9,0.994428926,1.9,0.994428926,3.6,1.173787791,3.8,1.135292424,10.75,3.770183777
PRIČA,3.9,1.422722015,4,1.462166555,,,,,,
PRIČANJE,4.6,0.699205899,4.6,0.699205899,3.9,1.286683938,4.9,0.316227766,4.1,3.107338983
PRIČATI,4.5,0.971825316,4.9,0.316227766,3.5,1.269295518,4.9,0.316227766,3.4,3.717824932
PRIČEKATI,3.6,1.173787791,4.5,0.707106781,3.8,1.398411798,4.9,0.316227766,4,2.054804668
