word_croatian,imagine_mean,imagine_sd,frequency_mean,frequency_sd,concrete_mean,concrete_sd,familiar_mean,familiar_sd,aoa_mean,aoa_sd
ZAHOD,4.363636364,1.026910636,2.363636364,1.433368569,4.363636364,0.924416278,4.818181818,0.603022689,4.636363636,2.730301349
ZAHVALITI,4,0.894427191,4.727272727,0.467099366,3.727272727,1.272077756,4.909090909,0.301511345,4.090909091,1.445997611
ZAHVALITI SE,3.6,1.0749677,4.3,0.823272602,3.3,1.251665557,5,0,5,3.431876714
ZAJEDNO,4,0.942809042,4,0.942809042,2.8,1.032795559,4.6,0.699205899,4.444444444,4.065436973
ZAKLJUČATI,4.3,0.823272602,4.5,0.527046277,4.5,0.971825316,5,0,4.555555556,1.666666667
ZAKLJUČATI SE,4.272727273,1.272077756,3.909090909,1.221027883,4,1.414213562,5,0,5.909090909,1.921173884
ZAKLJUČITI,2.727272727,1.190874392,4.272727273,0.904534034,1.727272727,0.467099366,5,0,7.636363636,2.062654953
ZALJUBITI SE,4,1.61245155,3.545454545,1.12815215,2.636363636,1.433368569,4.636363636,0.674199862,8.555555556,4.419024528
ZAMIJENITI,3.727272727,1.420627262,4.545454545,0.687551651,3.181818182,1.401298099,4.545454545,1.035725481,6,2.48997992
ZAMIJENITI SE,3.384615385,1.386750491,3.538461538,1.050030525,3.769230769,1.300887271,4.692307692,0.630425172,5.692307692,3.77236918
ZAMISLITI,2.909090909,1.300349603,3.545454545,0.687551651,2.545454545,1.368476259,4.363636364,0.924416278,7.363636364,2.292279532
ZAMISLITI SE,3.272727273,1.420627262,4,0.774596669,3.090909091,1.578261414,4.545454545,0.687551651,8.4,3.373096171
ZAMJENIK,3.024390244,1.313160403,3.025641026,1.111830626,,,,,,
ZAMOLITI,3.7,1.251665557,4.4,0.516397779,3.3,1.159501809,4.8,0.421637021,5.2,1.619327707
ZANIJETI,3,1.333333333,3,1.414213562,3.1,1.100504935,4.5,0.707106781,11.25,5.365231988
ZANIJETI SE,2.454545455,1.507556723,2.909090909,1.136181804,2.181818182,1.328019715,4.454545455,0.820199532,12.22222222,2.538591035
ZANIMLJIV,2,1.183215957,4.454545455,0.934198733,1.909090909,1.300349603,4.818181818,0.603022689,5.363636364,1.747725795
ZANIMLJIVO,3,1.341640786,4.636363636,0.504524979,2.181818182,1.53741223,4.818181818,0.603022689,6.545454545,3.697665111
ZANOS,2.425,1.23801951,2.605263158,1.220090242,,,,,,
ZAOKRUŽITI,4.090909091,1.044465936,3.545454545,1.368476259,3.818181818,1.167748416,4.727272727,0.646669791,5.5,1.58113883
ZAOKRUŽITI SE,2.6,1.429840706,2.4,0.966091783,2,1.054092553,4.2,1.032795559,10.77777778,3.929942041
ZAPALITI,3.888888889,1.395964881,3.296296296,1.814785743,,,,,,
ZAPALITI SE,3.636363636,1.286291357,2.363636364,0.924416278,3.454545455,1.213559752,4.454545455,1.035725481,8,3.605551275
ZAPALJEN,4,1.264911064,3.090909091,1.445997611,3,1.673320053,4.545454545,0.820199532,5.9,2.685351208
ZAPALJENA,3,,4,,,,,,,
ZAPALJENO,4.545454545,0.687551651,2.454545455,1.293339581,3.363636364,0.924416278,4.545454545,0.934198733,6,1.927248223
ZAPAMTITI,3.181818182,1.401298099,4.363636364,0.809039835,2.909090909,1.513574937,4.636363636,0.674199862,5.363636364,1.501514387
ZAPANJEN,3.083333333,0.99620492,2.083333333,1.240112409,3,1.53741223,4.333333333,0.778498944,11.45454545,3.503245249
ZAPANJENO,2.4,1.349897115,2.2,1.135292424,2.8,1.398411798,4,0.942809042,10.88888889,3.515837185
ZAPAZITI,3.545454545,1.12815215,3,1.414213562,2.636363636,1.501514387,4.454545455,0.820199532,8.909090909,5.068620038
ZAPETI,3.6,0.843274043,4,1.154700538,3.6,1.0749677,4.8,0.421637021,6.1,3.754996671
ZAPISATI,4.454545455,0.934198733,4.363636364,0.674199862,3.363636364,1.361816968,4.454545455,1.213559752,6.2,1.549193338
ZAPOSTAVLJATI,2.090909091,1.300349603,2.363636364,0.924416278,2.545454545,1.213559752,4.545454545,0.687551651,10.66666667,3.278719262
ZAPRAVO,1.545454545,0.820199532,4.454545455,0.687551651,1.909090909,1.300349603,5,0,6.333333333,3.905124838
ZAPREGA,3.5,1.503618823,1.458333333,0.9770927,,,,,,
ZAPREKA,3.666666667,1.470006646,2.9,1.647359434,,,,,,
ZAPUČAK,3.1,1.852925615,1.2,0.632455532,3.8,1.932183566,2.7,1.494434118,8.3,8.667307669
ZAR,1.545454545,1.293339581,3.545454545,1.213559752,1.454545455,0.687551651,4.181818182,1.250454463,7.777777778,5.286250509
ZASAD,2,1.490711985,4.3,0.948683298,1.8,1.316561177,4.9,0.316227766,6.75,4.131758533
ZASIJATI,4,0.894427191,2.909090909,0.943879807,3.272727273,1.420627262,4.454545455,0.820199532,6.666666667,1.5
ZASPATI,4.583333333,0.900336637,4.833333333,0.389249472,4.166666667,1.403458931,4.916666667,0.288675135,3.166666667,1.267304465
ZASTAVA,4.935483871,0.359210604,3.225806452,1.521176681,,,,,,
ZATIM,1.545454545,0.934198733,3.363636364,1.206045378,1.909090909,0.943879807,4.909090909,0.301511345,8.4,3.717824932
ZATO,2.3,1.702938637,4.3,1.059349905,1.8,1.229272594,4.8,0.421637021,4.8,1.475729575
ZATOČEN,4.7,0.674948558,2.4,1.173787791,3.4,1.0749677,4.8,0.421637021,7.5,3.16227766
ZATOČENO,3.3,1.33749351,1.9,0.737864787,3,1.054092553,3.8,1.619327707,9.2,2.250925735
ZATVARAČ,4.8,0.421637021,4,1.054092553,4.8,0.632455532,4.9,0.316227766,6.4,2.988868236
ZATVOREN,3.6,1.693802089,4.5,0.937715492,,,,,,
ZATVORENIK,4.541666667,0.832970936,2.375,1.526932133,,,,,,
ZATVORENO,4,1.247219129,4.4,0.843274043,3.2,1.686548085,5,0,4.2,1.398411798
ZATVORITI,3.806451613,1.600403175,4.741935484,0.681554201,,,,,,
ZAVOLJETI,3.7,1.159501809,3.6,1.173787791,3,1.247219129,4.7,0.483045892,8,3.858612301
ZAVRŠITI,3.454545455,1.12815215,4.727272727,0.467099366,2.636363636,0.924416278,4.818181818,0.603022689,5.545454545,3.908033684
ZAĆI,2.545454545,1.213559752,2,1,2.727272727,1.103712743,3.272727273,1.489356176,10.90909091,4.548726095
ZAČUĐEN,4,1.154700538,3.5,0.971825316,2.8,1.549193338,5,0,6.888888889,2.088327348
ZAČUĐENO,3.7,1.251665557,3.4,1.173787791,2.6,1.0749677,4.9,0.316227766,6.888888889,1.536590743
ZAŠTEKATI,3.181818182,1.53741223,4,1.264911064,3.272727273,1.272077756,4.909090909,0.301511345,7.454545455,2.69679945
ZBILJA,2.5,1.779513042,2.6,1.429840706,2,1.333333333,4.3,0.948683298,10,4.041451884
ZDJELICA,4.636363636,1.206045378,4.545454545,0.820199532,4.727272727,0.904534034,5,0,3.818181818,2.857207791
ZDRAV,3.818181818,1.167748416,4.545454545,0.522232968,3.454545455,0.934198733,5,0,4.7,4.498147767
ZDRAVO,4.181818182,1.250454463,4.545454545,0.687551651,3.454545455,1.439696938,4.818181818,0.603022689,4.545454545,1.572490786
ZEBRA,4.636363636,0.674199862,3.272727273,1.272077756,4.818181818,0.603022689,4.818181818,0.603022689,4.181818182,0.750757194
ZEC,4.888888889,0.423659273,3.037037037,1.480163231,,,,,,
ZEKO,5,0,3.4,1.173787791,5,0,5,0,2.111111111,0.78173596
ZELEN,4.571428571,0.878912267,3.857142857,1.238705588,,,,,,
ZEZATI,3.5,0.849836586,4.2,0.421637021,3.5,0.849836586,4.7,0.483045892,3.9,1.100504935
ZEZATI SE,3.454545455,1.368476259,4.272727273,0.786245393,2.454545455,1.213559752,4.818181818,0.404519917,5.181818182,1.834021909
ZGLOB,4.727272727,0.904534034,3.727272727,1.272077756,4.818181818,0.404519917,5,0,6.375,1.922609833
ZGODAN,4.5,0.527046277,4.5,0.707106781,3.7,1.33749351,5,0,7.444444444,3.643868518
ZGODNO,3.272727273,1.489356176,3.727272727,0.646669791,3.272727273,1.272077756,4.454545455,1.035725481,8,2.976095237
ZGRADA,5,0,4.545454545,0.934198733,4.727272727,0.646669791,4.818181818,0.603022689,3.818181818,1.662418829
ZGUŠNJAVATI,3.2,1.475729575,2.6,1.349897115,3.4,1.349897115,3.9,1.100504935,8.5,4.440077219
ZGUŠNJAVATI SE,3.3,1.159501809,2.3,0.823272602,3.6,0.966091783,3.7,1.059349905,9.111111111,4.621808208
ZID,4.966666667,0.182574186,4.233333333,1.040004421,,,,,,
ZIDAR,4.806451613,0.477448415,2.580645161,1.500537538,,,,,,
ZIDATI,4.727272727,0.467099366,3.363636364,1.566698904,4.181818182,1.250454463,4.818181818,0.603022689,5.636363636,1.286291357
ZIJEVATI,4.8,0.421637021,3.6,0.843274043,4.222222222,1.301708279,4.888888889,0.333333333,4.222222222,1.787300882
ZIMA,4.4,1.264911064,4.3,0.948683298,4.2,1.032795559,4.6,1.264911064,4.5,1.900292375
ZIMSKI,3.9,1.197219,4.3,0.823272602,3.5,1.354006401,4.6,1.264911064,4.222222222,1.301708279
ZIMSKO,4.272727273,0.786245393,4,1,3.636363636,1.206045378,4.818181818,0.404519917,5.363636364,1.747725795
ZIPKA,4.071428571,1.385869734,1.464285714,1.104943198,,,,,,
ZJENICA,4.8,0.484234198,3.366666667,1.376736104,,,,,,
ZLATO,4.636363636,0.674199862,3.727272727,1.103712743,4.545454545,0.687551651,4.454545455,0.820199532,6.1,2.643650675
ZLO,3.363636364,1.361816968,3.818181818,0.981649817,2.090909091,1.300349603,5,0,5.272727273,3.408545411
ZLOČEST,3.8,1.032795559,4.1,1.197219,3,1.490711985,5,0,3,1.763834207
ZLOČESTO,3.363636364,1.361816968,4,1.183215957,2.818181818,1.250454463,4.818181818,0.404519917,3.636363636,1.747725795
ZNANJE,3.210526316,1.297771369,4.342105263,0.814607045,,,,,,
ZNANOST,3.097560976,1.135889036,4.076923077,0.983672372,,,,,,
ZNATI,2.4,1.646545205,5,0,2.1,0.994428926,4.9,0.316227766,4,1.118033989
ZNATIŽELJAN,2.9,1.100504935,4.1,0.737864787,1.8,1.316561177,4.8,0.632455532,5.9,1.523883927
ZNATIŽELJNO,3.454545455,1.293339581,4,1.183215957,2.090909091,1.221027883,4.636363636,0.674199862,6.818181818,2.136266922
ZNAČITI,2.363636364,1.433368569,4.090909091,1.044465936,2.181818182,1.250454463,4.727272727,0.646669791,5.818181818,4.069844759
ZNOJAN,4.636363636,0.674199862,4.272727273,1.420627262,4.272727273,1.009049958,4.818181818,0.404519917,4.090909091,2.119176512
ZOOLOŠKI VRT,5,0,2.727272727,1.420627262,4.909090909,0.301511345,5,0,4.5,1.58113883
ZRAK,3.846153846,1.288378449,4.605263158,0.789781827,,,,,,
ZRELOST,3.051282051,1.212841768,3.657894737,1.046908339,,,,,,
ZUB,5,0,4.785714286,0.498675494,,,,,,
ZUBAR,4.7,0.674948558,3.9,0.994428926,4.8,0.632455532,4.8,0.632455532,4.6,2.221110833
ZUPČANIK,4.272727273,1.103712743,2.272727273,1.190874392,4.636363636,0.809039835,4.181818182,0.750757194,13.8,4.341018826
ZVATI,4.4,0.699205899,4.8,0.421637021,4,1.054092553,5,0,3.7,2.057506582
ZVATI SE,3,1.247219129,4.1,0.875595036,2.8,1.475729575,4.9,0.316227766,3.1,1.791957341
ZVIJEZDA,4.777777778,0.69798244,3.777777778,1.476308633,,,,,,
ZVIJEŽĐE,4.225,1.120611097,2.315789474,1.317353267,,,,,,
ZVONIK,4.4,0.843274043,2.5,1.178511302,4.666666667,1,4.555555556,0.527046277,6,2.061552813
ZVONITI,4.363636364,0.674199862,3.545454545,0.820199532,3.363636364,0.924416278,4.636363636,0.809039835,5.363636364,3.170890325
ZVONO,4.909090909,0.301511345,4,0.774596669,4.9,0.316227766,5,0,3.9,1.370320319
okrenuti se,3,,3,,3,,3,,8,
plus,3,,3,,3,,3,,8,
premazati,3,,3,,3,,3,,8,
sasvim,1,,4,,,,,,,
ČAJ,4.913043478,0.288104066,4.608695652,1.033050665,,,,,,
ČAK,1.545454545,1.293339581,4,1,1.363636364,0.674199862,4.727272727,0.646669791,8.5,4.766783215
ČAPLJA,4.4,1.0749677,3.2,1.316561177,5,0,4.875,0.353553391,6.25,2.49284691
ČARAPA,4.928571429,0.377964473,4.928571429,0.377964473,3,,3,,8,
ČAROLIJA,3.2,1.316561177,3.3,1.702938637,2.6,1.776388346,4.8,0.421637021,5.1,3.871548642
ČAST,2.3,1.567021236,2.6,1.173787791,1.6,1.264911064,4.7,0.483045892,10.9,2.424412873
ČAVAO,4.727272727,0.904534034,3.272727273,0.904534034,5,0,5,0,7.1,3.0713732
ČAŠA,5,0,4.903225806,0.300537154,,,,,,
ČEKAONICA,4.7,0.595963433,3.466666667,1.252124631,,,,,,
ČEKATI,3.636363636,1.433368569,4.545454545,0.687551651,3.7,1.33749351,4.8,0.632455532,4.1,2.960855732
ČEKIĆ,4.933333333,0.253708132,3.1,1.647359434,,,,,,
ČEP,4.548387097,0.925156191,3.612903226,1.453212977,3,0,3,0,9,0
ČEST,3.1,1.791957341,4.5,0.707106781,2.7,1.702938637,4.8,0.632455532,5.555555556,2.505549396
ČESTICA,3.3,1.251665557,2.8,1.135292424,2.9,1.523883927,4.1,0.994428926,11.88888889,5.418589402
ČESTO,2.818181818,1.60113596,4.727272727,0.646669791,2.363636364,1.566698904,4.818181818,0.404519917,5.545454545,2.769968822
ČETIRI,4.636363636,0.674199862,4.636363636,0.924416278,4.272727273,1.272077756,4.909090909,0.301511345,3.727272727,2.053821272
ČETKA,4.454545455,0.934198733,4.454545455,0.687551651,5,0,5,0,3.428571429,1.133893419
ČETKICA ZA ZUBE,4.636363636,1.206045378,4.818181818,0.404519917,5,0,5,0,2.9,1.449137675
ČETVRTAK,2.454545455,1.368476259,4.454545455,0.687551651,2.545454545,1.507556723,4.818181818,0.404519917,5.090909091,1.375103302
ČETVRTI,4,0.894427191,3.818181818,0.981649817,3.454545455,1.507556723,4.636363636,0.674199862,5.454545455,3.777926319
ČEŠALJ,4.181818182,1.470930441,4.090909091,1.044465936,5,0,4.9,0.316227766,3,1.490711985
ČEŠER,4.464285714,1.170063083,2.178571429,1.492042384,,,,,,
ČEŠLJATI,4.818181818,0.603022689,4.454545455,0.820199532,4.181818182,1.328019715,5,0,3.090909091,0.943879807
ČEŠLJATI SE,4.727272727,0.646669791,4.181818182,0.981649817,4.090909091,1.300349603,4.818181818,0.603022689,3.272727273,1.272077756
ČIJI,2,0.894427191,4.181818182,0.873862898,2.363636364,1.286291357,4.545454545,0.934198733,5.818181818,2.676497032
ČIM,1.727272727,1.272077756,4.181818182,0.981649817,1.272727273,0.646669791,4.727272727,0.646669791,7,4.05517502
ČINITI,3.5,1.649915823,3.8,1.229272594,2.9,1.100504935,4.5,1.08012345,5,1.870828693
ČINITI SE,2.090909091,1.300349603,4,1.095445115,2,0.894427191,4.454545455,1.035725481,7.090909091,3.64566991
ČIP,4.295454545,1.024798232,3.022222222,1.270091065,,,,,,
ČIPS,4.181818182,1.401298099,3.727272727,1.420627262,4.8,0.421637021,4.7,0.948683298,4.2,2.658320272
ČIST,4,0.666666667,4.2,0.632455532,3.9,1.286683938,5,0,3.4,1.646545205
ČISTITI,4.363636364,0.924416278,4.636363636,0.504524979,4.5,0.707106781,4.8,0.632455532,3.7,1.946506843
ČISTITI SE,3.5,1.178511302,3.7,0.948683298,3.8,1.229272594,4.9,0.316227766,4.1,1.852925615
ČISTO,4,0.942809042,4.6,0.699205899,4.222222222,0.971825316,4.888888889,0.333333333,2.666666667,1.118033989
ČITANJE,4.276595745,1.280321421,4.574468085,0.94970661,3,,3,,,
ČITATI,4.387096774,1.202148614,4.677419355,0.652538468,3,,3,,8,
ČIZME,4.727272727,0.904534034,3.818181818,1.167748416,4.8,0.632455532,4.8,0.632455532,4.2,3.190262964
ČIČA,3.363636364,1.433368569,1.818181818,0.981649817,3.454545455,1.634847783,3.454545455,1.368476259,7.8,6.425643072
ČOKOLADA,4.4,1.349897115,4.6,0.699205899,5,0,5,0,2.777777778,1.787300882
ČOVJEK,4.612903226,1.022331302,4.677419355,0.832149697,,,,,,
ČUDAN,3.4,1.173787791,4.1,0.737864787,2.5,1.433720878,5,0,5.9,3.381321241
ČUDITI SE,3.8,1.135292424,4.1,1.100504935,2,0.666666667,4.7,0.674948558,5.888888889,2.315407332
ČUDNO,2.2,1.316561177,4.3,1.059349905,1.8,1.316561177,5,0,4.888888889,1.900292375
ČUTI,3.666666667,1.667815696,4.566666667,1.072648457,,,,,,
ČUVATI,4,0.816496581,4.1,0.994428926,3,1.247219129,5,0,4.4,1.897366596
ČUVATI SE,2.727272727,1.272077756,4.090909091,0.70064905,2.181818182,1.167748416,4.818181818,0.404519917,5.636363636,1.80403588
ČUČATI,4.6,0.516397779,3.4,1.173787791,3.9,1.197219,4.9,0.316227766,4.222222222,1.481365736
ĐAK,4.909090909,0.301511345,2.909090909,1.375103302,4.545454545,1.213559752,4.454545455,1.213559752,5.818181818,1.328019715
ŠAKA,4.636363636,0.674199862,4,1.264911064,4.6,0.966091783,4.8,0.632455532,4,3.091206165
ŠAL,5,0,3.8,1.316561177,5,0,5,0,3.2,1.316561177
ŠALICA,5,0,4.733333333,0.907187139,,,,,,
ŠAMPION,4.033333333,1.32569652,1.866666667,1.07425462,,,,,,
ŠANSA,3.363636364,1.629277587,4.272727273,1.009049958,2.454545455,1.752919642,4.909090909,0.301511345,6.727272727,2.572582714
ŠAPTAČ,3.95,1.197219,2.131578947,1.166446501,,,,,,
ŠARAN,4.454545455,0.820199532,2.818181818,1.07871978,4.727272727,0.646669791,4.818181818,0.404519917,6.9,4.724639904
ŠATOR,4.903225806,0.396218686,2.806451613,1.492634245,,,,,,
ŠAŠ,3.8,1.540264196,1.333333333,0.844182254,,,,,,
ŠEF,4.4,0.699205899,4.5,0.707106781,4.7,0.483045892,4.8,0.421637021,7.3,5.121848625
ŠEFICA,4.272727273,0.904534034,3.909090909,0.943879807,4.363636364,0.924416278,4.636363636,0.809039835,8.7,3.560586718
ŠEST,4.6,0.699205899,4.2,1.135292424,3.6,1.712697677,5,0,3.5,1.08012345
ŠESTI,3.272727273,1.009049958,2.818181818,0.981649817,3.363636364,1.433368569,4.454545455,1.213559752,4.636363636,1.689540013
ŠETATI,4.454545455,0.820199532,4.454545455,0.687551651,3.636363636,0.924416278,4.727272727,0.646669791,3.363636364,2.292279532
ŠETNJA,4.7,0.674948558,4.7,0.483045892,4.2,1.135292424,5,0,4,1.414213562
ŠEĆER,4.818181818,0.603022689,4.454545455,0.820199532,4.818181818,0.603022689,5,0,3,1.183215957
ŠEŠIR,4.636363636,0.924416278,3.181818182,0.873862898,5,0,4.818181818,0.404519917,4.090909091,1.375103302
ŠIBA,4.818181818,0.404519917,2.818181818,1.07871978,4.909090909,0.301511345,4.909090909,0.301511345,3.818181818,1.53741223
ŠIBICA,5,0,2.9,1.370320319,5,0,5,0,4.666666667,1.414213562
ŠIFRA,4.5,0.707106781,4.2,0.788810638,3.4,1.776388346,4.5,0.849836586,10.44444444,4.096068576
ŠIJA,3,1.843908891,1.181818182,0.404519917,3.545454545,1.439696938,3.545454545,1.368476259,10.5,5.720334101
ŠILO,3.875,1.399404635,1.710526316,1.010964077,,,,,,
ŠINTERAJ,3.4,1.646545205,2.4,1.173787791,3.6,1.577621275,3.6,1.429840706,10.1,4.998888765
ŠIPKA,4.766666667,0.626062316,2.833333333,1.315250948,,,,,,
ŠIROK,4.272727273,0.786245393,4,1,3.818181818,1.470930441,4.818181818,0.404519917,4.9,1.728840331
ŠIROKO,4.272727273,1.103712743,4.272727273,0.786245393,4.090909091,1.300349603,5,0,5.454545455,1.572490786
ŠKAKLJATI,4.090909091,1.300349603,3.909090909,1.136181804,4,1.095445115,5,0,3.090909091,2.071450963
ŠKARE,5,0,4.3,1.059349905,5,0,5,0,3.1,1.370320319
ŠKOLA,4.916666667,0.288675135,4.916666667,0.288675135,4.916666667,0.288675135,5,0,4.083333333,0.792961461
ŠKRINJA,4.8,0.563869416,3.131578947,1.398281815,,,,,,
ŠLAPA,4.818181818,0.603022689,3.454545455,1.368476259,5,0,4.909090909,0.301511345,4.818181818,2.182575626
ŠLJIVA,5,0,4,1.203443336,,,,,,
ŠNITA,5,0,4.090909091,1.300349603,5,0,4.909090909,0.301511345,6.363636364,4.2958754
ŠPAGETI,4.909090909,0.301511345,3.545454545,1.572490786,4.727272727,0.646669791,4.909090909,0.301511345,4.181818182,2.227921983
ŠPIJUN,3.825,1.393896954,2.657894737,1.300235234,,,,,,
ŠPINAT,4.545454545,1.213559752,3.545454545,1.634847783,4.7,0.674948558,4.8,0.632455532,5.4,3.470510689
ŠTAKA,4.777777778,0.577350269,2.407407407,1.525658981,,,,,,
ŠTALA,4.833333333,0.380693494,2.375,1.438976085,,,,,,
ŠTAP,4.7,0.948683298,4.3,0.483045892,4.888888889,0.333333333,5,0,4,1.58113883
ŠTAPIĆ,4.8,0.421637021,3.5,0.849836586,4.8,0.421637021,4.8,0.421637021,3.7,1.418136492
ŠTEDNJAK,4.909090909,0.301511345,3.727272727,0.904534034,5,0,5,0,5.222222222,2.488864087
ŠTETA,2.964285714,1.426784597,3.785714286,1.19743995,,,,,,
ŠTIKLA,4.9,0.316227766,3.6,1.264911064,4.8,0.632455532,4.8,0.632455532,7,5.545268253
ŠTO,2,1.490711985,4.3,0.948683298,2.4,1.577621275,5,0,4.1,2.601281735
ŠTOGOD,1.363636364,0.674199862,1.818181818,0.873862898,1.272727273,0.646669791,4.181818182,0.981649817,9.6,2.988868236
ŠTOŠTA,1.6,1.349897115,1.9,1.100504935,1.6,1.0749677,4,1.054092553,9.142857143,5.459809869
ŠTRUCA,4.818181818,0.404519917,3.272727273,1.489356176,4.909090909,0.301511345,4.636363636,0.674199862,6.272727273,2.796101182
ŠUMA,4.866666667,0.434172485,4.133333333,1.195778013,,,,,,
ŠUNKA,5,0,4.695652174,0.634950435,,,,,,
ŠUTJETI,3.9,0.875595036,4.2,1.135292424,3.2,1.135292424,4.8,0.632455532,3.5,2.505549396
ŠUTNUTI,4.545454545,0.687551651,3.636363636,1.120064933,4.2,0.918936583,4.7,0.948683298,5.1,1.595131482
ŽABA,4.962962963,0.19245009,2.925925926,1.491667264,,,,,,
ŽALITI,2.909090909,0.70064905,3.727272727,1.009049958,2.545454545,1.368476259,4.454545455,0.687551651,8.25,4.652188425
ŽALITI SE,3.3,1.418136492,4.5,0.849836586,2.5,1.509230856,4.8,0.632455532,7.2,2.898275349
ŽALOSNO,3.916666667,1.164500153,4.25,0.866025404,3,1.705605731,4.916666667,0.288675135,5.363636364,3.613107451
ŽALOSTAN,3.8,1.032795559,4.2,0.788810638,2.6,1.349897115,5,0,3.666666667,2.236067977
ŽEDAN,3.4,1.429840706,4.8,0.421637021,3.4,1.577621275,4.8,0.632455532,2.7,1.251665557
ŽEDNO,3.909090909,1.300349603,4,1.095445115,3.454545455,1.368476259,4.909090909,0.301511345,2.909090909,1.758098146
ŽELJA,3.076923077,1.305547181,4.342105263,0.84713558,,,,,,
ŽELJETI,2.25,1.484771179,4.583333333,0.668557923,2.666666667,1.497472618,4.833333333,0.389249472,4.090909091,1.868397466
ŽEMLJA,4.566666667,1.13512367,2.566666667,1.524135331,,,,,,
ŽENA,4.913043478,0.417028828,4.913043478,0.417028828,,,,,,
ŽILICA,4.8,0.421637021,3.3,1.33749351,4.3,1.33749351,4.7,0.674948558,4.777777778,4.630814663
ŽIR,4.913043478,0.288104066,2.347826087,1.465006846,,,,,,
ŽIRAFA,4.909090909,0.301511345,3.272727273,1.489356176,5,0,5,0,4.4,1.264911064
ŽITO,4.913043478,0.288104066,2.956521739,1.521908517,,,,,,
ŽIV,4.3,0.674948558,4,1.054092553,4,1.054092553,4.9,0.316227766,5,2.357022604
ŽIVA,3.545454545,1.12815215,3.272727273,1.272077756,3.818181818,1.328019715,4.454545455,0.820199532,10.18181818,3.516196292
ŽIVAC,3.5,1.219499687,3.894736842,1.060073268,,,,,,
ŽIVAD,2.727272727,1.61807967,1.545454545,1.213559752,3.4,1.349897115,2.6,1.173787791,11,7.289914756
ŽIVJETI,3.636363636,1.501514387,4.636363636,0.674199862,2.636363636,1.206045378,4.909090909,0.301511345,4.272727273,2.686667419
ŽIVO,4.181818182,0.873862898,3.909090909,1.375103302,3.545454545,1.439696938,4.818181818,0.404519917,5.636363636,3.29462372
ŽIVOT,2.869565217,1.686964671,4.652173913,0.831684799,,,,,,
ŽIVOTINJA,4.909090909,0.301511345,4.545454545,0.522232968,4.545454545,0.687551651,4.909090909,0.301511345,2.727272727,1.103712743
