word_italian,type_pain,pos,psycho_social_pain,physical_pain,familiar_mean_all,familiar_z_all,familiar_know_meaning_percent_all,aoa_mean_all,aoa_z_all,aoa_known_meaning_percent_all,imagine_mean_all,imagine_z_all,imagine_known_meaning_percent_all,concrete_mean_all,concrete_z_all,concrete_known_meaning_percent_all,context_avaliability_mean_all,context_avaliability_z_all,context_avaliability_known_meaning_percent_all,valence_mean_all,valence_z_all,valence_known_meaning_percent_all,arousal_mean_all,arousal_z_all,arousal_known_meaning_percent_all,pain_mean_all,pain_z_all,pain_known_meaning_percent_all,intensity_mean_all,intensity_z_all,intensity_known_meaning_percent_all,unpleasant_mean_all,unpleasant_z_all,unpleasant_known_meaning_percent_all,familiar_mean_female,familiar_z_female,familiar_know_meaning_percent_female,aoa_mean_female,aoa_z_female,aoa_known_meaning_percent_female,imagine_mean_female,imagine_z_female,imagine_known_meaning_percent_female,concrete_mean_female,concrete_z_female,concrete_known_meaning_percent_female,context_avaliability_mean_female,context_avaliability_z_female,context_avaliability_known_meaning_percent_female,valence_mean_female,valence_z_female,valence_known_meaning_percent_female,arousal_mean_female,arousal_z_female,arousal_known_meaning_percent_female,pain_mean_female,pain_z_female,pain_known_meaning_percent_female,intensity_mean_female,intensity_z_female,intensity_known_meaning_percent_female,unpleasant_mean_female,unpleasant_z_female,unpleasant_known_meaning_percent_female,familiar_mean_male,familiar_z_male,familiar_know_meaning_percent_male,aoa_mean_male,aoa_z_male,aoa_known_meaning_percent_male,imagine_mean_male,imagine_z_male,imagine_known_meaning_percent_male,concrete_mean_male,concrete_z_male,concrete_known_meaning_percent_male,context_avaliability_mean_male,context_avaliability_z_male,context_avaliability_known_meaning_percent_male,valence_mean_male,valence_z_male,valence_known_meaning_percent_male,arousal_mean_male,arousal_z_male,arousal_known_meaning_percent_male,pain_mean_male,pain_z_male,pain_known_meaning_percent_male,intensity_mean_male,intensity_z_male,intensity_known_meaning_percent_male,unpleasant_mean_male,unpleasant_z_male,unpleasant_known_meaning_percent_male,zipf,n,old20,letters,frequency_max_n,frequency_mean_n,cd_count,coltheart_n
agonia,physical,n,31%,69%,4.83,-0.14,100%,5.51,0.44,100%,5.32,0.21,100%,3.75,-0.29,100%,5.09,0.10,100%,-2.74,-1.13,100%,5.88,0.72,100%,6.60,1.02,100%,86.50,0.98,100%,92.58,0.99,100%,4.72,-0.19,100%,5.53,0.42,100%,5.11,0.12,100%,3.65,-0.32,100%,4.86,0.03,100%,-2.83,-1.18,100%,6.15,0.86,100%,6.53,0.98,100%,87.47,0.99,100%,91.86,0.96,100%,5.33,0.08,100%,5.43,0.52,100%,6.43,0.68,100%,4.33,-0.07,100%,6.29,0.50,100%,-2.29,-0.84,100%,4.57,0.00,100%,7.00,1.27,100%,82.13,0.96,100%,95.75,1.08,100%,3.426451677,2,1.9,6,2.003836587,1.747894906,282,3
aguzzo,physical,a,,,3.38,-1.00,98%,5.09,0.01,98%,5.35,0.28,98%,5.12,0.32,98%,4.98,0.01,98%,-0.91,0.19,98%,4.15,-0.05,98%,4.30,0.14,98%,48.09,-0.11,98%,52.02,-0.25,100%,3.40,-1.00,100%,5.34,0.17,100%,5.07,0.16,100%,4.78,0.21,100%,4.70,-0.10,100%,-1.03,0.13,100%,4.08,-0.06,100%,4.17,0.03,100%,45.86,-0.20,100%,52.90,-0.22,100%,3.33,-1.00,94%,4.60,-0.29,94%,5.87,0.50,94%,5.73,0.51,94%,5.47,0.19,94%,-0.64,0.30,93%,4.31,-0.01,93%,4.57,0.36,93%,52.71,0.06,93%,50.08,-0.32,100%,1.19092323,4,1.8,6,2.367014489,1.859523683,1,4
allontanamento,psycho-social,n,97%,3%,5.11,0.01,100%,3.99,-0.22,100%,5.21,0.07,100%,4.16,-0.30,100%,5.11,-0.13,100%,-1.45,-0.07,100%,3.55,-0.37,100%,4.17,-0.15,100%,54.95,-0.10,100%,62.84,0.01,100%,5.28,0.08,100%,3.79,-0.31,100%,5.35,0.15,100%,4.35,-0.24,100%,5.37,-0.02,100%,-1.52,-0.10,100%,3.70,-0.36,100%,4.40,-0.10,100%,58.19,-0.07,100%,64.58,0.06,100%,4.47,-0.28,100%,4.63,0.09,100%,4.74,-0.19,100%,3.58,-0.46,100%,4.18,-0.52,100%,-1.20,0.03,100%,3.05,-0.42,100%,3.45,-0.31,100%,44.60,-0.22,100%,57.15,-0.15,100%,2.787520326,3,2.9,14,1.491953226,1.349963648,64,3
ammazzare,physical,v,,,5.21,0.11,100%,3.52,-0.74,100%,6,0.77,100%,6,0.86,100%,5.87,0.52,100%,-2.86,-1.23,100%,5.67,1.00,100%,6.62,1.08,100%,86.93,1.12,100%,95.65,1.17,100%,5.04,0.03,100%,3.54,-0.71,100%,6.13,0.81,100%,6.05,0.82,100%,5.67,0.41,100%,-2.83,-1.18,100%,5.72,1.03,100%,6.71,1.08,100%,86.22,1.08,100%,94.95,1.15,100%,5.83,0.41,100%,3.40,-0.84,100%,5.50,0.62,100%,5.83,1.01,100%,6.67,0.99,100%,-3.00,-1.46,100%,5.40,0.84,100%,6.20,1.06,100%,89.67,1.27,100%,99.50,1.28,100%,4.171835168,7,1.3,9,2.9151991,1.544408715,1430,7
amputazione,physical,n,,,3.82,-0.51,100%,5.37,0.64,100%,6.44,0.79,100%,6.36,0.92,100%,5.26,0.21,100%,-2.58,-1.10,100%,5.34,0.54,100%,6.65,1.20,100%,89.44,1.12,100%,91.84,1.07,100%,4.10,-0.47,100%,5.43,0.65,100%,6.60,0.85,100%,6.59,0.98,100%,5.34,0.22,100%,-2.67,-1.06,100%,5.59,0.60,100%,6.72,1.15,100%,90.54,1.07,100%,92.84,1.02,100%,3.27,-0.61,100%,5.25,0.62,100%,6.10,0.66,100%,5.90,0.81,100%,5.10,0.20,100%,-2.40,-1.17,100%,4.86,0.40,100%,6.50,1.30,100%,87.14,1.23,100%,89.77,1.19,100%,2.902730459,3,2.2,11,2.979798346,2.205639104,72,3
angoscia,psycho-social,n,99%,1%,6.02,0.52,100%,5.28,0.31,100%,4.31,-0.20,100%,4.08,-0.07,100%,5.67,0.36,100%,-2.34,-0.78,100%,5.34,0.31,100%,5.03,0.09,100%,69.85,0.20,100%,80.76,0.45,100%,5.76,0.46,100%,5.32,0.29,100%,4.43,-0.09,100%,4.04,-0.07,100%,5.53,0.31,100%,-2.34,-0.72,100%,5.30,0.26,100%,5.00,0.01,100%,70.02,0.18,100%,80.56,0.41,100%,6.67,0.69,100%,5.17,0.37,100%,4.00,-0.49,100%,4.18,-0.10,100%,6.06,0.51,100%,-2.35,-0.94,100%,5.44,0.45,100%,5.11,0.31,100%,69.39,0.25,100%,81.28,0.56,100%,3.494119287,3,1.75,8,1.491953226,1.349963648,328,5
angosciante,psycho-social,a,99%,1%,5.14,0.04,100%,5.69,0.57,100%,3.62,-0.49,100%,2.43,-0.98,100%,5.10,0.08,100%,-2.48,-0.94,100%,4.67,0.39,100%,5.72,0.62,100%,73.76,0.59,100%,89.08,0.89,100%,5.35,0.15,100%,5.63,0.55,100%,3.43,-0.61,100%,2.45,-0.99,100%,5.00,0.02,100%,-2.58,-0.98,100%,4.80,0.45,100%,5.67,0.56,100%,70.91,0.47,100%,88.86,0.87,100%,4.33,-0.35,100%,6.00,0.67,100%,4.33,-0.02,100%,2.33,-0.98,100%,5.50,0.33,100%,-2.00,-0.77,100%,4.00,0.07,100%,6.00,0.89,100%,84.67,1.08,100%,90.25,0.98,100%,2.458094958,1,2.45,11,1.96907448,1.96907448,36,1
angustia,psycho-social,n,96%,4%,2.55,-1.65,95%,6.69,1.18,95%,3.17,-0.98,96%,2.45,-1.00,95%,3.11,-1.25,95%,-1.67,-0.32,95%,3.30,-0.40,95%,3.81,-0.28,95%,41.87,-0.41,96%,54.61,-0.19,96%,2.64,-1.72,95%,6.73,1.16,95%,3.27,-0.89,97%,2.37,-1.04,95%,3.16,-1.17,95%,-1.76,-0.35,95%,3.43,-0.33,95%,4.00,-0.20,95%,48.28,-0.20,95%,59.51,-0.06,95%,2.35,-1.48,94%,6.60,1.22,94%,2.94,-1.18,94%,2.65,-0.91,94%,3.00,-1.42,94%,-1.44,-0.25,94%,3.00,-0.57,94%,3.38,-0.46,94%,27.44,-0.86,100%,41.87,-0.53,100%,2.120342156,0,1.9,8,NA,NA,15,0
appuntito,physical,a,,,4.65,-0.04,100%,3.04,-1.22,100%,6.80,1.21,100%,6.41,1.06,100%,5.86,0.63,100%,-0.69,0.58,100%,4.15,-0.14,100%,4.88,0.15,100%,57.27,0.02,100%,55.94,-0.20,100%,4.44,-0.23,100%,3.19,-1.18,100%,6.88,1.31,100%,6.41,1.04,100%,5.84,0.62,100%,-0.73,0.59,100%,4.23,-0.18,100%,4.84,0.06,100%,57.00,-0.05,100%,54.67,-0.25,100%,5.06,0.33,100%,2.75,-1.31,100%,6.65,1.01,100%,6.43,1.09,100%,5.88,0.65,100%,-0.63,0.56,100%,4.00,-0.07,100%,4.94,0.32,100%,57.76,0.13,100%,58.56,-0.09,100%,2.906926574,5,1.8,9,2.70943717,2.308751787,82,5
arma,physical,n,9%,91%,5.87,0.49,100%,2.86,-0.99,100%,6.96,1.03,100%,6.88,1.15,100%,6.36,0.76,100%,-1.69,-0.47,100%,5.41,0.74,100%,5.51,0.78,100%,70.82,0.75,100%,74.96,0.65,100%,5.92,0.41,100%,2.90,-1.03,100%,6.96,0.97,100%,6.83,1.05,100%,6.41,0.73,100%,-1.55,-0.39,100%,5.23,0.71,100%,5.40,0.68,100%,70.34,0.72,100%,73.67,0.66,100%,5.80,0.60,100%,2.81,-0.93,100%,6.95,1.11,100%,6.95,1.28,100%,6.28,0.81,100%,-1.90,-0.58,100%,5.67,0.79,100%,5.67,0.91,100%,71.50,0.79,100%,76.81,0.64,100%,4.871575962,33,1,4,5.026360125,2.127553532,4426,37
arresto,physical,n,,,5.08,0.24,100%,4.53,-0.16,100%,5.60,0.38,100%,4.31,-0.01,100%,5.35,0.26,100%,-1.42,-0.09,100%,3.29,-0.52,100%,3.63,-0.37,100%,42.40,-0.43,100%,60.68,-0.07,100%,5.24,0.22,100%,4.68,-0.06,100%,5.72,0.41,100%,4.32,-0.02,100%,5.32,0.27,100%,-1.48,-0.09,100%,3.48,-0.41,100%,3.76,-0.32,100%,43.51,-0.40,100%,62.40,-0.08,100%,4.62,0.27,100%,4.13,-0.43,100%,5.31,0.31,100%,4.27,0.02,100%,5.41,0.25,100%,-1.29,-0.06,100%,2.80,-0.82,100%,3.29,-0.51,100%,39.56,-0.49,100%,56.41,-0.05,100%,4.571405821,9,1.15,7,3.877112464,2.050893824,3071,13
arrossamento,physical,n,,,5.63,0.46,100%,4.09,-0.57,100%,6.45,0.84,100%,6.19,0.85,100%,5.91,0.56,100%,-0.55,0.44,100%,3.35,-0.53,100%,2.80,-0.59,100%,28.18,-0.74,100%,31.29,-0.89,100%,5.80,0.52,100%,4.14,-0.54,100%,6.57,0.91,100%,6.22,0.90,100%,6.04,0.67,100%,-0.59,0.45,100%,3.27,-0.51,100%,2.76,-0.62,100%,26.97,-0.74,100%,33.07,-0.85,100%,5.38,0.36,100%,4.00,-0.61,100%,6.25,0.73,100%,6.13,0.76,100%,5.69,0.39,100%,-0.47,0.43,100%,3.50,-0.55,100%,2.87,-0.55,100%,30.53,-0.74,100%,27.31,-0.98,100%,1.792983221,1,2.85,12,1.668044485,1.668044485,6,1
articolare,physical,mix,,,3.63,-0.78,98%,5.90,0.66,98%,3.95,-0.62,98%,4.30,-0.12,98%,4.49,-0.33,98%,-0.46,0.60,98%,3.18,-0.66,100%,4.46,0.15,98%,47.94,-0.12,98%,56.27,-0.07,98%,3.88,-0.73,97%,5.97,0.74,98%,3.63,-0.82,97%,4.06,-0.24,97%,4.31,-0.49,97%,-0.46,0.67,98%,3.27,-0.71,100%,4.37,0.02,97%,46.18,-0.21,98%,52.89,-0.18,97%,3.26,-0.84,100%,5.79,0.53,100%,4.48,-0.29,100%,4.67,0.06,100%,4.81,-0.06,100%,-0.45,0.49,100%,3.04,-0.58,100%,4.60,0.36,100%,50.68,0.01,100%,61.40,0.09,100%,2.491953226,2,1.85,10,2.270104476,2.002547875,36,2
artrite,physical,n,,,4.52,-0.34,100%,6.52,1.06,100%,4.10,-0.21,100%,5.61,0.61,100%,4.90,0.01,100%,-1.76,-0.43,100%,3.67,-0.20,100%,5.79,0.68,100%,71.55,0.53,100%,78.04,0.62,100%,4.48,-0.43,100%,6.42,1.03,100%,4.30,-0.14,100%,6.00,0.74,100%,5.13,0.12,100%,-1.92,-0.49,100%,3.96,-0.06,100%,5.96,0.73,100%,72.22,0.53,100%,79.59,0.67,100%,4.67,0.00,100%,7.00,1.19,100%,3.33,-0.47,100%,4.17,0.10,100%,4.00,-0.40,100%,-1.00,-0.12,100%,2.20,-0.89,100%,5.00,0.41,100%,69.00,0.53,100%,69.50,0.32,100%,3.157064963,1,1.85,7,1.588863239,1.588863239,136,1
artrosi,physical,n,,,4.31,-0.29,100%,6.63,1.07,100%,4.68,-0.05,100%,5.41,0.49,100%,5.29,0.17,100%,-1.61,-0.16,100%,3.57,-0.43,100%,5.21,0.26,100%,65.82,0.25,100%,66.73,0.10,100%,4.31,-0.25,100%,6.59,1.06,100%,4.82,0.04,100%,5.56,0.55,100%,5.44,0.25,100%,-1.55,-0.08,100%,3.42,-0.58,100%,5.38,0.29,100%,66.19,0.22,100%,64.82,0.02,100%,4.31,-0.37,100%,6.69,1.11,100%,4.41,-0.24,100%,5.07,0.37,100%,5.00,0.02,100%,-1.75,-0.33,100%,3.87,-0.11,100%,4.88,0.20,100%,65.12,0.30,100%,70.69,0.28,100%,2.321256999,0,2,7,NA,NA,22,0
ascesso,physical,n,,,3.82,-0.68,97%,6.42,1.00,97%,5.30,0.13,97%,6.22,0.84,97%,4.54,-0.26,97%,-1.92,-0.55,97%,3.78,-0.29,97%,5.77,0.83,97%,69.46,0.71,97%,71.48,0.53,97%,3.82,-0.88,97%,6.38,1.02,98%,5.39,0.19,97%,6.50,0.98,97%,4.58,-0.30,97%,-1.85,-0.44,98%,4.33,-0.11,97%,5.89,0.77,97%,71.90,0.72,98%,72.50,0.55,97%,3.82,-0.37,96%,6.48,0.97,96%,5.14,0.04,96%,5.78,0.60,96%,4.45,-0.20,95%,-2.05,-0.74,95%,2.96,-0.57,96%,5.58,0.92,96%,65.50,0.69,96%,69.88,0.49,96%,2.858376183,3,1.75,7,4.534725563,2.645920441,64,3
ascia,physical,n,,,3.75,-0.80,97%,3.61,-0.73,97%,6.93,1.31,97%,6.83,1.29,97%,5.06,0.26,97%,-0.39,0.77,97%,3.50,-0.45,97%,2.84,-0.74,100%,33.81,-0.86,97%,45.26,-0.68,97%,3.74,-0.90,96%,3.41,-0.75,96%,6.96,1.27,96%,6.80,1.26,96%,5.04,0.20,96%,-0.40,0.75,96%,3.14,-0.59,96%,2.68,-0.79,100%,30.56,-0.97,96%,44.48,-0.68,96%,3.80,-0.30,100%,4.50,-0.60,100%,6.80,1.47,100%,7.00,1.45,100%,5.17,0.51,100%,-0.33,0.82,100%,4.83,0.09,100%,3.50,-0.58,100%,47.33,-0.42,100%,48.50,-0.68,100%,3.728112456,11,1,5,1.889893234,1.440136739,426,13
asfissia,physical,n,,,4.10,-0.54,100%,6.14,0.91,100%,4.83,0.10,100%,4.68,0.05,100%,4.20,-0.33,100%,-2.52,-1.04,100%,5.74,0.93,100%,5.55,0.70,100%,68.17,0.70,100%,88.74,0.97,100%,4.04,-0.60,100%,6.13,0.93,100%,4.85,0.11,100%,5.00,0.12,100%,4.23,-0.34,100%,-2.48,-1.00,100%,5.92,0.94,100%,5.80,0.77,100%,72.16,0.81,100%,92.33,1.04,100%,4.50,-0.14,100%,6.25,0.77,100%,4.75,0.06,100%,2.00,-0.51,100%,4.00,-0.27,100%,-2.75,-1.32,100%,4.33,0.87,100%,4.00,0.25,100%,43.25,0.04,100%,64.50,0.48,100%,3.068870182,2,2.2,8,1.19092323,1.19092323,127,2
asfissiante,physical,a,,,4.24,-0.49,100%,6.03,0.76,100%,4.48,-0.12,100%,4.16,-0.05,100%,4.75,0.06,100%,-2.44,-0.90,100%,5.48,0.57,100%,5.16,0.37,100%,73.06,0.45,100%,91.56,0.85,100%,4.58,-0.39,100%,5.96,0.81,100%,4.42,-0.21,100%,4.00,-0.16,100%,4.85,0.06,100%,-2.46,-0.91,100%,5.52,0.61,100%,5.16,0.37,100%,73.69,0.40,100%,92.08,0.82,100%,2.60,-0.95,100%,6.33,0.56,100%,4.80,0.34,100%,5.00,0.54,100%,4.33,0.06,100%,-2.33,-0.84,100%,5.33,0.43,100%,5.17,0.40,100%,70.33,0.63,100%,89.33,0.99,100%,2.395043213,1,2.4,11,1.588863239,1.588863239,28,1
assillante,psycho-social,a,89%,11%,5.03,-0.03,100%,5.61,0.62,100%,4.33,-0.17,100%,3.21,-0.59,100%,4.80,0.03,100%,-1.74,-0.43,100%,5.48,0.74,100%,4.31,0.16,100%,47.76,0.07,100%,75.13,0.60,100%,5.07,-0.02,100%,5.54,0.62,100%,4.27,-0.18,100%,3.40,-0.58,100%,4.81,0.02,100%,-1.70,-0.39,100%,5.71,0.79,100%,4.44,0.17,100%,48.64,0.08,100%,76.22,0.60,100%,4.75,-0.15,100%,6.00,0.62,100%,4.75,-0.10,100%,1.67,-0.70,100%,4.75,0.10,100%,-2.00,-0.66,100%,3.67,0.31,100%,3.50,0.09,100%,42.25,0.03,100%,67.75,0.60,100%,2.433961279,1,2.1,10,1.889893234,1.889893234,33,2
atroce,physical,a,,,4.98,-0.26,100%,5.31,0.74,100%,3.82,-0.68,100%,2.90,-0.76,100%,4.63,-0.32,100%,-2.84,-1.25,100%,5.94,0.89,100%,6.61,0.96,100%,91.26,1.13,100%,92.65,0.99,100%,5.23,-0.20,100%,5.14,0.67,100%,3.70,-0.75,100%,2.84,-0.77,100%,4.69,-0.32,100%,-2.84,-1.24,100%,5.97,0.83,100%,6.70,0.99,100%,92.44,1.14,100%,93.78,1.02,100%,4.27,-0.44,100%,5.79,0.92,100%,4.15,-0.48,100%,3.08,-0.72,100%,4.50,-0.33,100%,-2.86,-1.26,100%,5.86,1.04,100%,6.36,0.88,100%,88.21,1.12,100%,89.64,0.90,100%,3.353786223,2,1.9,6,2.96907448,2.168044485,264,2
attacco,physical,n,,,6.19,0.56,100%,3.47,-0.35,100%,5.40,0.12,100%,3.94,-0.22,100%,5.47,0.25,100%,-1.51,-0.17,100%,5.55,0.55,100%,5.20,0.17,100%,62.10,0.09,100%,68.14,0.12,100%,6.35,0.57,100%,3.57,-0.21,100%,5.54,0.17,100%,4.26,-0.06,100%,5.46,0.21,100%,-1.65,-0.28,100%,5.74,0.59,100%,5.49,0.29,100%,67.03,0.21,100%,72.43,0.24,100%,5.73,0.53,100%,3.21,-0.70,100%,5.00,-0.05,100%,3.00,-0.69,100%,5.50,0.33,100%,-1.14,0.12,100%,5.07,0.47,100%,4.43,-0.14,100%,49.43,-0.22,100%,56.79,-0.21,100%,4.750590508,3,1.35,7,3.921301699,2.406534036,3718,7
avvertibile,physical,a,,,3.79,-0.73,100%,6.03,0.82,100%,2.13,-1.60,100%,2.50,-1.06,100%,3.03,-1.20,100%,0.11,1.04,100%,3.29,-0.52,100%,2.59,-0.69,100%,20,-0.89,100%,18.09,-1.14,100%,4.07,-0.66,100%,5.96,0.81,100%,2.11,-1.55,100%,2.48,-1.01,100%,3.11,-1.13,100%,0.17,1.10,100%,3.38,-0.46,100%,2.79,-0.58,100%,20.07,-0.91,100%,20.54,-1.07,100%,2.20,-1.12,100%,6.40,0.93,100%,2.20,-1.90,100%,2.60,-1.31,100%,2.50,-1.64,100%,-0.20,0.69,100%,2.80,-0.88,100%,1.25,-1.52,100%,19.50,-0.75,100%,4.40,-1.49,100%,1.588863239,0,2.75,11,NA,NA,1,0
baionetta,physical,n,,,2.06,-1.78,97%,6.22,0.91,97%,6.52,0.74,97%,6.74,1.03,100%,4.13,-0.65,97%,-0.47,0.56,97%,2.97,-0.63,97%,3.45,-0.31,97%,33.81,-0.47,97%,36,-0.58,97%,2.22,-1.80,96%,6.26,0.95,96%,6.46,0.75,96%,6.69,1.01,100%,4.26,-0.60,96%,-0.55,0.50,97%,3.07,-0.55,97%,3.19,-0.40,96%,32.52,-0.49,96%,36.63,-0.57,96%,1.20,-1.66,100%,6.00,0.72,100%,6.80,0.71,100%,7.00,1.13,100%,3.25,-1.00,100%,0.00,0.89,100%,2.40,-1.03,100%,5.25,0.31,100%,42.50,-0.34,100%,32.60,-0.63,100%,2.946798086,1,2.25,9,2.702806591,2.702806591,69,1
basso,physical,a,,,6.76,0.98,100%,2,-1.50,100%,6,0.59,100%,5.11,0.33,100%,5.83,0.54,100%,0.16,1.17,100%,1.55,-1.67,100%,1.54,-1.36,100%,6.31,-1.65,100%,8.76,-1.70,100%,6.91,0.99,100%,2.15,-1.48,100%,6.08,0.66,100%,5.40,0.43,100%,5.68,0.43,100%,0.00,1.13,100%,1.65,-1.62,100%,1.75,-1.33,100%,7.92,-1.69,100%,8.42,-1.74,100%,6.40,0.96,100%,1.64,-1.54,100%,5.78,0.39,100%,4.40,0.08,100%,6.20,0.81,100%,0.55,1.25,100%,1.14,-1.86,100%,1.09,-1.44,100%,1.67,-1.51,100%,9.55,-1.59,100%,4.570047376,18,1,5,4.979268395,2.688602336,3507,24
battente,physical,mix,,,3.46,-1.14,96%,5.44,0.41,96%,4.93,-0.14,96%,5.11,0.17,96%,4.76,-0.28,96%,-0.44,0.45,96%,4,-0.23,97%,3.55,-0.45,97%,42.43,-0.34,96%,45.58,-0.36,98%,3.38,-1.30,95%,5.40,0.36,96%,4.90,-0.09,95%,5.07,0.15,95%,4.83,-0.26,95%,-0.47,0.48,96%,3.86,-0.30,96%,3.77,-0.39,96%,43.61,-0.29,95%,45.93,-0.34,98%,3.69,-0.69,100%,5.58,0.59,100%,5.00,-0.33,100%,5.25,0.25,100%,4.50,-0.34,100%,-0.33,0.37,100%,4.46,0.01,100%,2.85,-0.65,100%,38.69,-0.50,100%,44.54,-0.42,100%,2.469676831,4,1.65,8,2.863021088,1.652970509,31,4
bilaterale,physical,a,,,4.58,-0.89,100%,6.49,1.25,100%,3.78,-0.60,100%,2.63,-0.66,100%,4.32,-0.53,100%,0.06,1.01,100%,2.74,-0.72,100%,2.09,-0.96,100%,20.12,-0.92,97%,24.77,-0.80,97%,5.00,-0.65,100%,6.46,1.16,100%,4.18,-0.38,100%,2.90,-0.52,100%,4.43,-0.40,100%,0.13,1.13,100%,3.17,-0.53,100%,2.38,-0.88,100%,23.32,-0.93,96%,27.21,-0.82,96%,3.44,-1.54,100%,6.55,1.44,100%,2.90,-1.10,100%,2.00,-1.00,100%,4.09,-0.80,100%,-0.09,0.75,100%,1.82,-1.12,100%,1.45,-1.13,100%,13.73,-0.88,100%,19.45,-0.76,100%,2.513142525,1,2.5,10,2.19092323,2.19092323,35,1
bisturi,physical,n,,,4.94,-0.05,100%,5.39,0.38,100%,6.85,1.04,100%,6.91,1.25,100%,5.57,0.32,100%,-0.57,0.57,100%,4.03,-0.20,100%,4.80,0.31,100%,56.31,0.17,100%,58.65,0.03,100%,5.30,0.10,100%,5.59,0.41,100%,6.84,1.06,100%,6.96,1.24,100%,5.80,0.45,100%,-0.77,0.49,100%,3.88,-0.29,100%,5.13,0.40,100%,59.38,0.15,100%,61.96,0.10,100%,4.10,-0.41,100%,4.91,0.31,100%,6.89,0.99,100%,6.80,1.27,100%,5.00,0.01,100%,-0.09,0.75,100%,4.57,0.17,100%,4.09,0.09,100%,47.44,0.24,100%,50.82,-0.11,100%,3.541171248,0,2,7,NA,NA,313,0
blando,physical,a,,,3.60,-1.15,100%,6.44,1.14,100%,2.38,-1.41,100%,2.20,-1.14,100%,3.47,-1.13,100%,0.49,1.35,100%,1.65,-1.58,100%,2.40,-1.18,100%,9.45,-1.73,100%,13.35,-1.64,100%,3.70,-1.31,100%,6.58,1.23,100%,2.40,-1.42,100%,2.30,-1.11,100%,3.59,-1.20,100%,0.54,1.37,100%,1.65,-1.60,100%,2.45,-1.22,100%,10.00,-1.71,100%,13.16,-1.64,100%,3.29,-0.62,100%,5.71,0.65,100%,2.29,-1.36,100%,1.71,-1.31,100%,2.67,-0.68,100%,0.17,1.17,100%,1.67,-1.45,100%,2.14,-0.97,100%,6.17,-1.89,100%,14.50,-1.60,100%,2.491953226,7,1.4,6,2.120342156,1.523403078,37,7
botta,physical,n,,,6.58,0.90,100%,1.82,-1.61,100%,6.37,0.68,100%,6.42,0.85,100%,6.46,0.68,100%,-1.16,-0.16,100%,4.91,0.34,100%,5.55,0.54,100%,60.21,0.26,100%,60.15,0.16,100%,6.62,0.90,100%,1.78,-1.64,100%,6.36,0.70,100%,6.44,0.87,100%,6.57,0.71,100%,-1.22,-0.18,100%,4.80,0.28,100%,5.40,0.45,100%,60.60,0.27,100%,59.56,0.12,100%,6.46,0.89,100%,2.00,-1.50,100%,6.38,0.60,100%,6.33,0.77,100%,6.08,0.56,100%,-0.92,-0.07,100%,5.31,0.51,100%,6.08,0.84,100%,58.92,0.21,100%,62.00,0.28,100%,3.907343964,26,1,5,4.523765497,2.450095172,791,28
breve,physical,a,,,5.73,0.64,100%,3.08,-0.92,100%,4.39,-0.22,100%,2.89,-0.77,100%,5.33,0.42,100%,0,0.89,100%,2.59,-1.00,100%,2.37,-0.99,100%,12.03,-1.36,100%,17.54,-1.38,100%,5.57,0.58,100%,3.10,-0.91,100%,4.33,-0.27,100%,2.63,-0.98,100%,5.22,0.37,100%,0.11,0.96,100%,2.61,-0.97,100%,2.52,-0.94,100%,12.41,-1.36,100%,18.12,-1.36,100%,6.22,0.83,100%,3.00,-0.98,100%,4.56,-0.09,100%,3.67,-0.15,100%,5.67,0.59,100%,-0.33,0.70,100%,2.56,-1.08,100%,1.89,-1.15,100%,10.89,-1.35,100%,15.89,-1.43,100%,4.549048515,7,1.5,5,3.889893234,2.197330832,3524,10
brivido,physical,n,,,6.65,0.70,94%,3,-0.90,100%,6.09,0.67,100%,6.07,0.91,100%,6.09,0.64,100%,-0.53,0.52,100%,4.62,0.23,100%,3.17,-0.42,100%,35.94,-0.44,100%,38.03,-0.46,100%,6.77,0.73,92%,3.17,-0.87,100%,6.00,0.68,100%,6.19,0.95,100%,6.13,0.63,100%,-0.65,0.50,100%,4.83,0.31,100%,3.63,-0.27,100%,45.17,-0.26,100%,44.72,-0.37,100%,6.33,0.63,100%,2.64,-0.99,100%,6.30,0.65,100%,5.78,0.82,100%,6.00,0.65,100%,-0.27,0.57,100%,4.18,0.06,100%,2.18,-0.76,100%,16.64,-0.80,100%,22.82,-0.65,100%,3.552651066,1,1.95,7,3.856972969,3.856972969,362,2
bruciante,physical,a,,,4.54,-0.25,100%,4.33,-0.28,100%,5.45,0.20,100%,4.70,0.28,100%,4.81,0.05,100%,-1.57,-0.25,100%,5.90,0.64,100%,5.95,0.69,100%,76.02,0.63,100%,81.79,0.57,100%,4.52,-0.23,100%,4.25,-0.34,100%,5.46,0.22,100%,4.62,0.25,100%,4.94,0.13,100%,-1.66,-0.31,100%,6.06,0.71,100%,6.06,0.73,100%,77.61,0.66,100%,82.26,0.56,100%,4.67,-0.32,100%,4.71,0.08,100%,5.43,0.10,100%,5.17,0.49,100%,4.14,-0.37,100%,-1.14,0.02,100%,5.14,0.30,100%,5.43,0.50,100%,68.88,0.47,100%,79.75,0.62,100%,2.561991092,1,1.9,9,1.668044485,1.668044485,39,1
