word_indonesian,translate_word_english,valence_n_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_mean_male,dominance_sd_male,predictability_n_male,predictability_mean_male,prediability_sd_male,concrete_n_male,concrete_mean_male,concrete_sd_male,frequency_n_male,frequency_mean_male,frequency_sd_male,valence_n_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_mean_female,dominance_sd_female,predictability_n_female,predictability_mean_female,prediability_sd_female,concrete_n_female,concrete_mean_female,concrete_sd_female,frequency_n_female,frequency_mean_female,frequency_sd_female,valence_n_all,valence_mean_all,valence_sd_all,arousal_n_all,arousal_mean_all,arousal_sd_all,dominance_n_all,dominance_mean_all,dominance_sd_all,predictability_n_all,predictability_mean_all,prediability_sd_all,concrete_n_all,concrete_mean_all,concrete_sd_all,frequency_n_all,frequency_mean_all,frequency_sd_all
mengecewakan,"disappointing, disappoint",29,3.310344828,2.508605877,50,4.5,1.908627031,44,5,1.684401764,29,4.103448276,1.496300858,31,5,2.016597795,39,4.743589744,2.136376035,38,3.210526316,1.832999237,47,4.808510638,2.173339425,55,4.163636364,1.997810249,30,5.3,2.437494474,41,5.951219512,2.654724275,48,6.229166667,2.195155045,67,3.253731343,2.13444538,97,4.649484536,2.036342908,99,4.535353535,1.902271099,59,4.711864407,2.101320172,72,5.541666667,2.431816686,87,5.563218391,2.28086657
mengedipkan,"wink, blink",29,5.344827586,1.798329822,50,4.48,1.775571193,44,4.772727273,1.927326578,29,5.310344828,1.391388009,31,4,1.843908891,39,5.025641026,2.083609968,38,5.236842105,1.73102392,47,4.531914894,1.791902849,55,5.909090909,1.888294618,30,5.566666667,2.269487764,41,3.512195122,2.314324429,48,5.1875,2.00696924,67,5.28358209,1.747777551,97,4.505154639,1.774376131,99,5.404040404,1.979070035,59,5.440677966,1.877922425,72,3.722222222,2.12445335,87,5.114942529,2.031297485
mengejek,"mock, ridicule",29,4.068965517,2.359343651,50,4.62,1.783026549,44,5.045454545,2.166924146,29,5.103448276,1.654967147,31,4.258064516,1.896799795,39,5.076923077,2.044049327,38,3.315789474,1.987872191,47,5.170212766,2.19999159,55,4.6,2.173919485,30,5.433333333,2.144493081,41,4.219512195,2.296869556,48,6.1875,2.179754525,67,3.641791045,2.172148026,97,4.886597938,2.004558808,99,4.797979798,2.171145649,59,5.271186441,1.910321407,72,4.236111111,2.119613674,87,5.689655172,2.179771403
mengeluhkan,complain about something,29,3.275862069,2.328343245,50,4.44,2.061899263,44,4.522727273,1.745274502,29,5.172413793,2.139241613,31,4.64516129,2.229325565,39,5.230769231,2.19402944,38,3.184210526,1.690278454,47,5.234042553,2.076920441,55,4.472727273,1.989365667,30,5.6,2.457921746,41,4.512195122,2.63744148,48,6.208333333,2.202110529,67,3.223880597,1.975769091,97,4.824742268,2.09667549,99,4.494949495,1.875588274,59,5.389830508,2.297051702,72,4.569444444,2.454236859,87,5.770114943,2.239711098
mengembang,expand,29,6.344827586,1.609699663,50,4.34,1.880186704,44,4.545454545,1.690665831,29,4.75862069,1.765850107,31,4.35483871,1.761597515,39,5.025641026,2.206296963,38,5.684210526,1.875954001,47,4.638297872,1.982812363,55,5.654545455,1.6801475,30,5.8,2.383853733,41,4.512195122,2.1808479,48,5.645833333,2.118706785,67,5.970149254,1.783511596,97,4.484536082,1.92631666,99,5.161616162,1.765352891,59,5.288135593,2.149986748,72,4.444444444,1.999217374,87,5.367816092,2.168028482
mengendalikan,"control, lead, hold the reins, restrain",29,5.482758621,2.046262964,50,4.9,2.140474866,44,4.727272727,1.872240746,29,5.137931034,1.746918469,31,5.387096774,1.584874745,39,4.897435897,1.874971885,38,5.657894737,1.94903047,47,4.787234043,2.26443361,55,5.563636364,2.200703897,30,5.233333333,2.402345597,41,5.048780488,2.397407136,48,5.729166667,2.219254076,67,5.582089552,1.978285558,97,4.845360825,2.19060592,99,5.191919192,2.093121717,59,5.186440678,2.088346783,72,5.194444444,2.080349977,87,5.356321839,2.101920559
mengerikan,hideous,29,3.724137931,2.068411256,50,5.8,2.040408122,44,4.477272727,1.823472746,29,3.793103448,1.611993228,31,4.64516129,1.473055489,39,5.666666667,1.868482826,38,2.921052632,1.666548123,47,6.680851064,1.968296361,55,4.818181818,2.261521195,30,4.8,2.074475422,41,5.56097561,2.559773237,48,6.083333333,2.295539925,67,3.268656716,1.879571917,97,6.226804124,2.043817683,99,4.666666667,2.075119864,59,4.305084746,1.914141901,72,5.166666667,2.194744042,87,5.896551724,2.113271919
mengerti,understand ,29,6.275862069,2.153013697,50,4.42,1.938756176,44,5.318181818,1.938264955,29,4.931034483,1.88851859,31,4.741935484,1.982721058,39,4.948717949,2.076798117,38,6.026315789,2.259955059,47,4.361702128,2.181199629,55,6,1.825741858,30,5.466666667,2.344962809,41,5.829268293,2.279281016,48,6.666666667,1.916705211,67,6.134328358,2.2012085,97,4.391752577,2.049170061,99,5.696969697,1.89765992,59,5.203389831,2.131695626,72,5.361111111,2.20949013,87,5.896551724,2.156841375
mengetik,type,29,5.931034483,1.510227856,50,4.72,1.818723481,44,5.386363636,1.659586795,29,5.103448276,1.970221662,31,4.258064516,2.32332724,39,5,2.077447827,38,5.921052632,1.682687345,47,4.680851064,2.10699026,55,5.745454545,1.868037015,30,5.3,2.437494474,41,3.707317073,2.304819976,48,6.395833333,2.151096537,67,5.925373134,1.598421881,97,4.701030928,1.953442199,99,5.585858586,1.778615037,59,5.203389831,2.203286425,72,3.944444444,2.312786801,87,5.770114943,2.218847121
mengganggu,"disturb, bother",29,3.413793103,2.163285223,50,4.24,1.779245426,44,5.068181818,2.266004857,29,5.034482759,1.23874241,31,4.129032258,2.291170523,39,5.717948718,2.293569018,38,3.447368421,1.750634918,47,5.787234043,2.26443361,55,5.236363636,1.924150956,30,5.6,2.4154674,41,4.853658537,2.403757222,48,6.375,2.038199038,67,3.432835821,1.924513954,97,4.989690722,2.162631717,99,5.161616162,2.073678929,59,5.322033898,1.933735691,72,4.541666667,2.367250143,87,6.08045977,2.168583241
menggantung,hanging ,29,5.172413793,1.774199327,50,4.7,1.764155576,44,4.727272727,1.743608079,29,5.103448276,1.37177746,31,4.032258065,1.870541294,39,4.923076923,1.883230922,38,4.578947368,2.100599386,47,4.659574468,1.89136017,55,5.4,2.060204952,30,4.866666667,2.112905066,41,4,2.037154879,48,6.145833333,2.031555146,67,4.835820896,1.974051479,97,4.680412371,1.817429456,99,5.101010101,1.945664723,59,4.983050847,1.77619824,72,4.013888889,1.953639115,87,5.597701149,2.048594357
menggapai,reach ,29,5.965517241,1.954532436,50,4.54,2.052474863,44,5.227272727,1.915222209,29,5.24137931,1.975839287,31,5,1.949358869,39,5.051282051,2.480966683,38,6.921052632,1.936583491,47,5.29787234,2.733964263,55,6.218181818,2.015595759,30,4.966666667,2.341283664,41,4.56097561,2.748170123,48,5.395833333,2.090908215,67,6.507462687,1.987637049,97,4.907216495,2.424194343,99,5.777777778,2.023109122,59,5.101694915,2.155145529,72,4.75,2.430730488,87,5.24137931,2.266877359
menggaruk,scratching ,29,5.310344828,1.79490247,50,4.68,1.931901886,44,4.795454545,1.733118515,29,4.551724138,1.660167954,31,4.258064516,2.279879265,39,4.897435897,1.916615325,38,5.368421053,1.73081847,47,5.106382979,1.991656974,55,5.654545455,1.734381967,30,5.266666667,2.531638877,41,3.365853659,2.058592936,48,6.0625,2.177312906,67,5.343283582,1.745576564,97,4.886597938,1.962546648,99,5.272727273,1.777513637,59,4.915254237,2.159886137,72,3.75,2.186707603,87,5.540229885,2.133915485
menggemaskan,adorable ,29,5.931034483,1.85030952,50,4.42,1.773846276,44,5.363636364,1.930066984,29,4.379310345,1.612757025,31,4.709677419,1.96966238,39,4.974358974,2.045369346,38,6.526315789,1.841515858,47,5.191489362,2.25193924,55,5.763636364,1.981055053,30,4.866666667,2.208655908,41,5.317073171,2.443757602,48,6.25,1.98397838,67,6.268656716,1.855230849,97,4.793814433,2.046023299,99,5.585858586,1.958811077,59,4.627118644,1.937811644,72,5.055555556,2.257312929,87,5.67816092,2.09924822
menggetarkan ,thrill ,29,4.379310345,1.989504481,50,4.6,2.060315015,44,4.795454545,1.86247579,29,4.206896552,1.63399839,31,4.612903226,1.838068177,39,5.076923077,1.883230922,38,5.526315789,1.856134345,47,5.553191489,2.234205536,55,5.527272727,1.923100751,30,4.966666667,2.204749315,41,4.731707317,2.627017227,48,5.395833333,1.965008617,67,5.029850746,1.984562766,97,5.06185567,2.188104359,99,5.202020202,1.921839032,59,4.593220339,1.96625536,72,4.680555556,2.306307267,87,5.252873563,1.924253953
menggiling,grind ,29,5.413793103,1.615046248,50,4.74,1.987820055,44,5.113636364,2.08221605,29,5.517241379,1.326129967,31,4.935483871,2.322864379,39,4.461538462,1.759876698,38,5.526315789,1.796946992,47,4.617021277,1.76380507,55,5.181818182,2.117746086,30,4.933333333,2.391556027,41,3.43902439,2.247763116,48,5.458333333,1.956531161,67,5.47761194,1.708784868,97,4.680412371,1.873868502,99,5.151515152,2.091594628,59,5.220338983,1.948189227,72,4.083333333,2.383925039,87,5.011494253,1.925920214
menggoda,"tease, flirt",29,4.827586207,1.474383895,50,4.66,1.725494827,44,4.863636364,1.80201436,29,4.793103448,1.928325318,31,4.709677419,1.893444883,39,5.487179487,2.236035905,38,4.5,2.082324114,47,5.70212766,2.159708652,55,5.8,1.951307722,30,5.116666667,2.385758915,41,4.902439024,2.413301951,48,6.364583333,2.099021379,67,4.641791045,1.854866395,97,5.164948454,2.010647527,99,5.383838384,1.935894194,59,4.957627119,2.162408509,72,4.819444444,2.196666324,87,5.971264368,2.20741551
menggunting,cutting ,29,4.862068966,1.574895414,50,4.72,1.750102038,44,4.818181818,1.908033534,29,5.103448276,1.779743713,31,3.483870968,1.524706917,39,5.256410256,2.209047767,38,4.921052632,1.879930691,47,4.276595745,2.233170175,55,5.654545455,1.877924207,30,5.3,2.276567289,41,3.219512195,2.115563697,48,6.458333333,2.113365103,67,4.895522388,1.741945345,97,4.505154639,2.000644226,99,5.282828283,1.927462136,59,5.203389831,2.032322105,72,3.333333333,1.876466563,87,5.91954023,2.226784055
menghalangi,blocking ,29,4.620689655,2.077323022,50,4.88,2.096060445,44,4.272727273,1.992586684,29,4.586206897,1.701202125,31,4.290322581,1.847404456,39,4.333333333,1.964598973,38,3.447368421,1.719480884,47,4.914893617,2.12469729,55,5.109090909,2.069824892,30,5.066666667,2.333169124,41,4.731707317,2.510223,48,5.958333333,1.999556688,67,3.955223881,1.957370189,97,4.896907216,2.099030213,99,4.737373737,2.068154351,59,4.830508475,2.043935878,72,4.541666667,2.24510422,87,5.229885057,2.133351711
menghancurkan,"destroy, wreck",29,3.275862069,1.645264888,50,4.84,2.197958236,44,4.772727273,1.927326578,29,4.620689655,1.740562165,31,4.161290323,1.916538098,39,4.820512821,1.714823834,38,2.763157895,1.761973871,47,5.638297872,2.249884363,55,5.109090909,2.20834048,30,5.666666667,2.454177766,41,4.341463415,2.545680224,48,6.020833333,2.178127083,67,2.985074627,1.718813344,97,5.226804124,2.247707882,99,4.95959596,2.084535831,59,5.152542373,2.179952224,72,4.263888889,2.282777253,87,5.482758621,2.062184826
menghanguskan,sear,29,4.206896552,1.63399839,50,4.6,2.080031397,44,4.886363636,1.819991172,29,4.827586207,2.619555108,31,3.870967742,1.875134404,39,4.743589744,1.873891935,38,3.631578947,2.110732582,47,5.191489362,2.060374574,55,5.418181818,2.148995537,30,4.8,2.412610548,41,3.902439024,2.406292564,48,5,2.43205543,67,3.880597015,1.926862641,97,4.886597938,2.081046855,99,5.181818182,2.017088407,59,4.813559322,2.494646518,72,3.888888889,2.179000647,87,4.885057471,2.191024436
menghias,decorate ,29,6.448275862,1.351882468,50,4.1,1.764155576,44,5.295454545,1.874920717,29,4.896551724,1.759562194,31,4.290322581,1.96966238,39,5.153846154,2.12179742,38,6.131578947,1.975129864,47,4.468085106,2.009229398,55,6.145454545,1.747147748,30,5.533333333,2.388670577,41,4.243902439,2.395626096,48,6.208333333,1.797851357,67,6.268656716,1.728391173,97,4.278350515,1.886035679,99,5.767676768,1.845171763,59,5.220338983,2.109647761,72,4.263888889,2.207497184,87,5.735632184,2.008469104
menghina ,"insulting, insult ",29,2.413793103,1.570196561,50,6.08,1.536494818,44,4.704545455,2.119450844,29,5.482758621,2.097969931,31,4.032258065,1.81629423,39,5.58974359,1.312248948,38,2.526315789,1.465584324,47,5.914893617,1.815749782,55,4.472727273,2.20986463,30,5.133333333,2.431592827,41,5,2.334523506,48,5.833333333,2.127163063,67,2.47761194,1.501092622,97,6,1.670828138,99,4.575757576,2.16224991,59,5.305084746,2.261020805,72,4.583333333,2.167298572,87,5.724137931,1.802386371
menghindar,dodge ,29,4.413793103,2.044456641,50,5,1.761261144,44,5.068181818,1.981281325,29,5.310344828,1.391388009,31,4.032258065,2.243269503,39,4.820512821,2.011438277,38,4.5,2.190273338,47,4.744680851,2.259935408,55,5.018181818,2.138629789,30,5.1,2.294671489,41,4.390243902,2.548313646,48,6.541666667,2.172931477,67,4.462686567,2.112935329,97,4.87628866,2.011724654,99,5.04040404,2.059914759,59,5.203389831,1.891721174,72,4.236111111,2.411784773,87,5.770114943,2.260382502
menghormati,respect ,29,6.413793103,1.763058248,50,4.74,1.95677786,44,4.636363636,1.657834243,29,4.724137931,1.810614571,31,4.516129032,1.767690918,39,5.769230769,1.8702876,38,6.131578947,2.068699195,47,4.85106383,2.216329941,55,5.854545455,1.889720554,30,5.566666667,2.500804468,41,4.951219512,2.301643103,48,6.375,1.974572402,67,6.253731343,1.93330682,97,4.793814433,2.07634567,99,5.313131313,1.882499774,59,5.152542373,2.21136219,72,4.763888889,2.08612489,87,6.103448276,1.941196483
mengigit,bite ,29,3.862068966,1.619614988,50,4.4,2.080031397,44,5.204545455,1.95982374,29,4.862068966,1.726353257,31,3.935483871,2.407425788,39,5.358974359,2.170219241,38,3.552631579,1.571664093,47,5.14893617,1.864761593,55,5.345454545,2.011247833,30,5.033333333,2.60613776,41,3.56097561,2.214145213,48,5.854166667,2.278386732,67,3.686567164,1.587917974,97,4.762886598,2.004023016,99,5.282828283,1.979694906,59,4.949152542,2.200499385,72,3.722222222,2.290348533,87,5.632183908,2.231460792
mengilhami,inspire ,29,6.275862069,1.849643821,50,4.52,2.002447482,44,4.863636364,1.948056982,29,5.517241379,2.011053201,31,5.322580645,1.904155049,39,5.487179487,1.714823834,38,6.368421053,1.792191059,47,4.723404255,2.290833602,55,5.636363636,1.918367712,30,5.033333333,2.326508904,41,6.463414634,2.180568286,48,4.9375,2.137867798,67,6.328358209,1.803935594,97,4.618556701,2.138161686,99,5.292929293,1.960073537,59,5.271186441,2.172163299,72,5.972222222,2.129419826,87,5.183908046,1.967933254
menginginkan,want ,29,6.034482759,1.614283535,50,4.5,1.940439672,44,5.636363636,1.792632326,29,4.655172414,1.818081054,31,4.774193548,1.978377743,39,5.871794872,2.226390602,38,6.184210526,1.768420629,47,5.638297872,2.505867306,55,5.781818182,2.233506702,30,5.033333333,2.355965771,41,5.658536585,2.603936982,48,6.3125,2.380383037,67,6.119402985,1.692428666,97,5.051546392,2.292974478,99,5.717171717,2.040610173,59,4.847457627,2.099372314,72,5.277777778,2.380804824,87,6.114942529,2.309864022
menginspirasi,inspire ,29,6.068965517,2.433854006,50,3.92,1.838810618,44,4.727272727,1.730218918,29,5.482758621,1.938716248,31,5.064516129,1.878571867,39,4.692307692,1.975559163,38,6.578947368,2.126176354,47,5.212765957,2.6697677,55,6.036363636,2.202386217,30,4.933333333,2.598850321,41,6.024390244,2.659772593,48,6.479166667,1.879221017,67,6.358208955,2.261010049,97,4.546391753,2.358586346,99,5.454545455,2.1008877,59,5.203389831,2.295269956,72,5.611111111,2.388679614,87,5.67816092,2.110297306
mengkhianati,betray,29,3.137931034,2.048067694,50,5.34,1.836256173,44,5.590909091,2.003696373,29,4.034482759,1.475581208,31,5,1.807392228,39,5.128205128,1.749879502,38,3.131578947,2.042402568,47,6.191489362,2.193253468,55,4.781818182,2.174693755,30,4.6,2.620871137,41,6.195121951,2.227324765,48,6.145833333,2.042001348,67,3.134328358,2.029296955,97,5.75257732,2.05157931,99,5.141414141,2.128571913,59,4.322033898,2.137035313,72,5.680555556,2.12845503,87,5.689655172,1.972546134
mengobati,treat ,29,5.896551724,2.023872307,50,4.56,2.091381732,44,4.954545455,2.188283233,29,5.137931034,1.903458092,31,3.935483871,1.948255354,39,4.717948718,2.175808597,38,6.552631579,1.927010967,47,4.893617021,2.486782823,55,6.381818182,1.638550727,30,5.366666667,2.51181118,41,4.365853659,2.708838289,48,6.479166667,1.890509144,67,6.268656716,1.981597837,97,4.721649485,2.285562786,99,5.747474747,2.02203895,59,5.254237288,2.217432659,72,4.180555556,2.404961942,87,5.689655172,2.195716468
mengotori,"littering, pollute",29,4.137931034,2.416079143,50,4.9,1.929893727,44,4.681818182,1.877315343,29,5.137931034,2.356209697,31,3.903225806,1.660418395,39,4.769230769,1.939364227,38,3.052631579,1.859197276,47,5.276595745,2.039843639,55,5.090909091,1.917489942,30,5.433333333,2.473073382,41,4.048780488,2.155820256,48,6.041666667,2.020725942,67,3.52238806,2.169752178,97,5.082474227,1.982580931,99,4.909090909,1.90107869,59,5.288135593,2.400077926,72,3.986111111,1.946416393,87,5.471264368,2.073302502
mengucilkan,isolate ,29,3.793103448,1.952641258,50,4.6,1.948311671,44,4.590909091,2.015269407,29,5.275862069,1.925330245,31,4.741935484,1.692488147,39,4.743589744,1.956338534,38,3.210526316,2.094495937,47,5.340425532,2.361618787,55,5.109090909,2.148838853,30,6.233333333,2.445027795,41,5.048780488,2.334001066,48,5.354166667,2.409993232,67,3.462686567,2.03996701,97,4.958762887,2.179055251,99,4.878787879,2.096025039,59,5.762711864,2.238680207,72,4.916666667,2.074323239,87,5.08045977,2.226784055
menikam,stabbing ,29,3.310344828,2.106172023,50,5,1.690308509,44,5,1.988338093,29,4.344827586,1.446075034,31,3.838709677,1.899065984,39,4.256410256,1.901771317,38,2.894736842,2.275480035,47,5.936170213,2.470735283,55,5,2.036700309,30,4.633333333,2.355965771,41,4.024390244,2.17356625,48,4.583333333,2.456717524,67,3.074626866,2.197198167,97,5.453608247,2.145832291,99,5,2.00509555,59,4.491525424,1.950887343,72,3.944444444,2.047938771,87,4.436781609,2.218847121
meningkatkan,increase ,29,6.655172414,1.856953382,50,4.68,1.789310664,44,5.295454545,2.041198297,29,5.275862069,2.418626407,31,5.161290323,2.050963582,39,5.205128205,1.866314792,38,6.236842105,2.110901057,47,4.914893617,2.224662038,55,5.690909091,1.942437637,30,5.566666667,2.373464416,41,5.487804878,2.099070642,48,5.979166667,2.108640616,67,6.417910448,2.001130391,97,4.793814433,2.004880214,99,5.515151515,1.986503627,59,5.423728814,2.379534798,72,5.347222222,2.070311416,87,5.632183908,2.029520178
menjangkau,reach ,29,6.482758621,1.785270881,50,4.48,2.012613287,44,4.954545455,1.842073471,29,4.275862069,1.887866364,31,4.806451613,1.759154244,39,5.230769231,1.912033066,38,6.026315789,2.124335726,47,4.659574468,2.267699426,55,6.272727273,1.860451413,30,5.733333333,2.420221325,41,4.585365854,2.258047937,48,5.770833333,2.195155045,67,6.223880597,1.983422933,97,4.567010309,2.130665079,99,5.686868687,1.956915861,59,5.016949153,2.278017328,72,4.680555556,2.047508888,87,5.528735632,2.078903336
menjengkelkan,annoying ,29,3.827586207,2.05407201,50,4.64,2.192380125,44,5.568181818,1.992984525,29,4.586206897,1.476415577,31,5.032258065,1.81629423,39,4.769230769,1.783868334,38,3.184210526,1.52200549,47,5.617021277,2.27990457,55,4.763636364,1.845551572,30,5.233333333,2.500804468,41,5.536585366,2.39893269,48,5.958333333,2.378613339,67,3.462686567,1.786552107,97,5.113402062,2.277042529,99,5.121212121,1.944498924,59,4.915254237,2.070216843,72,5.319444444,2.167794939,87,5.425287356,2.20270544
menjerit,scream ,29,3.724137931,1.750439776,50,5.66,1.69765745,44,5,2,29,5.448275862,1.351882468,31,4.709677419,2.297731467,39,4.846153846,1.814248598,38,4.052631579,2.253494205,47,6.255319149,2.069111184,55,5.254545455,2.221262419,30,4.9,2.309649921,41,3.731707317,2.398170034,48,6.020833333,2.320029194,67,3.910447761,2.042957922,97,5.948453608,1.900499573,99,5.141414141,2.118962496,59,5.169491525,1.904192673,72,4.152777778,2.389293739,87,5.494252874,2.177440161
menjijikkan,disgusting ,29,3.24137931,1.975839287,50,5.08,2.018688198,44,5.113636364,1.714722963,29,4.448275862,1.862912599,31,4.838709677,1.899065984,39,5.205128205,2.02847476,38,2.842105263,2.060258653,47,5.787234043,2.215912514,55,4.327272727,2.203150484,30,5.266666667,2.273283109,41,4.975609756,2.371579694,48,6.291666667,2.221350302,67,3.014925373,2.01879455,97,5.422680412,2.135196378,99,4.676767677,2.029518304,59,4.86440678,2.104655162,72,4.916666667,2.167298572,87,5.804597701,2.193219363
menonton,watch ,29,5.517241379,1.975215895,50,4.42,2.071083715,44,5.068181818,2.039125751,29,4.75862069,1.527256467,31,3.903225806,1.700094874,39,4.820512821,1.95840691,38,6.289473684,2.264984872,47,4.680851064,2.432625911,55,6.272727273,1.704618405,30,5.866666667,2.556038602,41,3.56097561,2.180008951,48,6.645833333,2.128725354,67,5.955223881,2.163280588,97,4.546391753,2.245461249,99,5.737373737,1.946141439,59,5.322033898,2.169066842,72,3.708333333,1.98187207,87,5.827586207,2.237143614
menopang,sustain,29,5.586206897,1.80311717,50,4.12,1.891333619,44,5.136363636,1.759901016,29,5.172413793,2.018998435,31,4.516129032,1.74873226,39,4.230769231,1.754116039,38,6.236842105,1.699510431,47,4.340425532,2.352395594,55,5.927272727,1.98003503,30,5.166666667,2.506313866,41,4.292682927,2.22759851,48,5.479166667,1.821731504,67,5.955223881,1.761824432,97,4.226804124,2.11888903,99,5.575757576,1.917113631,59,5.169491525,2.260245199,72,4.388888889,2.024884316,87,4.91954023,1.887648906
mentah,"crude, raw",29,3.724137931,2.575940213,50,4.3,1.821078398,44,5.113636364,1.63132004,29,4.724137931,1.623412449,31,3.806451613,2.135717753,39,5.307692308,1.524429939,38,3.789473684,2.028951197,47,4.29787234,1.755920341,55,4.6,1.97765293,30,5.333333333,2.537081317,41,3.585365854,2.323527596,48,5.9375,2.107799599,67,3.76119403,2.263609027,97,4.298969072,1.780478333,99,4.828282828,1.840809516,59,5.033898305,2.141270181,72,3.680555556,2.231821014,87,5.655172414,1.885240014
menteri,minister ,29,5.482758621,1.478915859,50,4.42,1.773846276,44,5.181818182,2.223267314,29,4.620689655,2.04264872,31,3.612903226,2.260935195,39,4.717948718,2.282066445,38,4.921052632,1.566224225,47,5,2.053628814,55,5.236363636,2.054476921,30,5.866666667,2.224213667,41,2.829268293,2.365401013,48,5.708333333,2.072703377,67,5.164179104,1.543284719,97,4.701030928,1.92659538,99,5.212121212,2.120226823,59,5.254237288,2.2096436,72,3.166666667,2.337688759,87,5.264367816,2.212332086
menulis,write ,29,5.965517241,1.917639148,50,4.58,1.863615096,44,4.977272727,2.062834315,29,5.586206897,1.637010371,31,3.806451613,1.833382209,39,5,1.732050808,38,6.131578947,1.630305105,47,4.659574468,2.425199192,55,6.272727273,1.736903859,30,5.866666667,2.2550072,41,3.097560976,2.364369663,48,6.979166667,2.088362724,67,6.059701493,1.748424373,97,4.618556701,2.143027935,99,5.696969697,1.986970545,59,5.728813559,1.963727178,72,3.402777778,2.166711809,87,6.091954023,2.165437728
menumis,sauté,29,5.413793103,1.722067723,50,4.5,1.897904322,44,5,2,29,5.068965517,1.412470846,31,3.741935484,1.843325653,39,4.641025641,2.133531536,38,5.947368421,1.815062629,47,4.85106383,2.053403573,55,5.6,1.66221628,30,4.8,2.412610548,41,3.658536585,2.128494258,48,6.354166667,1.79229537,67,5.71641791,1.782116295,97,4.670103093,1.972317004,99,5.333333333,1.835033226,59,4.93220339,1.972783844,72,3.694444444,1.997455345,87,5.586206897,2.121603848
menyakiti,hurt ,31,2.290322581,1.160274346,27,5.814814815,1.687898945,29,5.818181818,1.60113596,31,3.258064516,1.29016128,30,6,2.212815339,36,5.666666667,1.492840055,34,2.558823529,1.307117497,38,6.315789474,1.453890645,34,5.166666667,2.371326297,34,6.352941176,2.116061993,34,5.823529412,2.138685354,33,6.545454545,2.032407887,65,2.430769231,1.237048286,65,6.107692308,1.562480769,63,5.095238095,2.130532916,65,4.876923077,2.348587955,64,5.90625,2.158179347,69,6.086956522,1.812855486
menyalibkan,crucify ,31,2.483870968,1.28765854,27,5.259259259,2.141038436,29,3.818181818,1.662418829,31,2.161290323,1.485412944,30,5,2.149578948,36,4.277777778,1.717325348,34,3.176470588,1.97669127,38,6.473684211,2.274854817,34,5.25,2.400181153,34,3.441176471,2.091703329,34,5.117647059,2.40913295,33,2.939393939,2.304064262,65,2.846153846,1.706886504,65,5.969230769,2.284247898,63,4.955555556,2.402229604,65,2.830769231,1.924912585,64,5.0625,2.273903015,69,3.637681159,2.11417495
menyambar,pounce,31,3.838709677,2.146264572,27,3.888888889,2.292686253,29,4.545454545,2.423371056,31,3.225806452,1.585553056,30,4.533333333,2.431592827,36,4.194444444,2.214490518,34,3.470588235,1.7792626,38,5.552631579,1.826196289,34,5,2.484736011,34,4.970588235,1.42457424,34,5,2.242833705,33,5.545454545,2.251262272,65,3.646153846,1.956006528,65,4.861538462,2.178566925,63,4.888888889,2.366645326,65,4.138461538,1.730940162,64,4.78125,2.326307449,69,4.84057971,2.317600105
menyampaikan,deliver ,31,4.419354839,1.803222921,27,4.851851852,2.641440512,29,4.636363636,1.80403588,31,4.129032258,1.586231078,30,5.933333333,2.638355461,36,5.138888889,1.98785998,34,5.264705882,2.273814357,38,3.5,2.239087652,34,6.333333333,2.098999071,34,6.235294118,1.923677405,34,5.088235294,2.874840149,33,7.545454545,1.855581262,65,4.861538462,2.090730458,65,4.061538462,2.486695367,63,6.044444444,2.055541905,65,5.230769231,2.052203319,64,5.484375,2.777415651,69,6.289855072,2.262881097
menyapa,greet ,31,5.741935484,1.843325653,27,4.222222222,1.825741858,29,4.090909091,2.211539982,31,4.548387097,1.840990851,30,5.2,2.091031753,36,5.583333333,1.5,34,6.676470588,1.682721249,38,4.421052632,2.261685319,34,6,2.043015674,34,6.529411765,1.440439624,34,4.470588235,2.608091072,33,7.090909091,1.774183551,65,6.230769231,1.809430425,65,4.338461538,2.078738523,63,5.666666667,2.195035721,65,5.584615385,1.911252107,64,4.8125,2.389627055,69,6.304347826,1.79299575
menyayangkan,"deplore, regret",31,4.35483871,1.560948154,27,4.518518519,1.783910363,29,4.090909091,1.921173884,31,3.709677419,1.636939184,30,4.733333333,2.377093753,36,4.638888889,1.709682974,34,3.794117647,2.212627832,38,4.973684211,2.033328281,34,4.833333333,1.903467469,34,5.588235294,2.230880341,34,5.764705882,1.970368732,33,6.242424242,2.634272943,65,4.061538462,1.935498346,65,4.784615385,1.932390906,63,4.733333333,1.923538406,65,4.692307692,2.171715026,64,5.28125,2.214445719,69,5.405797101,2.328334677
menyelamatkan,"save, rescue",31,5.870967742,2.320085278,27,5.481481481,2.679988094,29,4.636363636,2.335496832,31,3.774193548,1.606438658,30,5.466666667,2.487670747,36,4.694444444,2.188534336,34,7.176470588,1.731536159,38,5.947368421,2.192707427,34,6.875,2.049655326,34,6.705882353,1.142284043,34,5.058823529,2.533905555,33,7.454545455,1.325021441,65,6.553846154,2.121546968,65,5.753846154,2.398116248,63,6.444444444,2.221338208,65,5.307692308,2.014968028,64,5.25,2.500793525,69,6.014492754,2.28481402
