word_indonesian,translate_word_english,valence_n_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_mean_male,dominance_sd_male,predictability_n_male,predictability_mean_male,prediability_sd_male,concrete_n_male,concrete_mean_male,concrete_sd_male,frequency_n_male,frequency_mean_male,frequency_sd_male,valence_n_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_mean_female,dominance_sd_female,predictability_n_female,predictability_mean_female,prediability_sd_female,concrete_n_female,concrete_mean_female,concrete_sd_female,frequency_n_female,frequency_mean_female,frequency_sd_female,valence_n_all,valence_mean_all,valence_sd_all,arousal_n_all,arousal_mean_all,arousal_sd_all,dominance_n_all,dominance_mean_all,dominance_sd_all,predictability_n_all,predictability_mean_all,prediability_sd_all,concrete_n_all,concrete_mean_all,concrete_sd_all,frequency_n_all,frequency_mean_all,frequency_sd_all
imbalan,reward,29,5.206896552,0.977581211,39,4.666666667,1.781976037,32,5.3125,1.925005237,23,4.565217391,2.446260355,37,3.972972973,1.863188523,40,5.85,1.861209973,33,6.181818182,2.068431553,43,5.186046512,1.954918266,35,5.371428571,2.156872931,29,5.517241379,2.2459597,46,4.5,2.105548226,42,5.80952381,2.661725969,62,5.725806452,1.709849527,82,4.93902439,1.881341529,67,5.343283582,2.034194344,52,5.096153846,2.361950136,83,4.265060241,2.00660092,82,5.829268293,2.292256843
impoten,impotent,29,3.862068966,1.432384075,39,4.564102564,2.325995789,32,4.8125,1.730886404,23,3.782608696,2.373270121,37,3.891891892,1.926190596,40,4.575,1.78149318,33,3.545454545,1.563068079,43,5.23255814,2.021753238,35,4.942857143,2.195488116,29,3.448275862,1.919564811,46,5.326086957,2.055392342,42,4.666666667,2.581988897,62,3.693548387,1.499603332,82,4.914634146,2.184124649,67,4.880597015,1.973478609,52,3.596153846,2.116782755,83,4.686746988,2.112262172,82,4.62195122,2.214655138
industri,industry,29,4.413793103,0.982607369,39,4.615384615,1.771341814,32,5.4375,1.644884543,23,3.782608696,2.729577419,37,4.324324324,2.273690759,40,5.275,2.241651177,33,5,1.658312395,43,4.744186047,1.839940776,35,5.2,2.587299296,29,5.517241379,2.515958915,46,3.391304348,2.12371018,42,6.761904762,2.069635573,62,4.725806452,1.404551791,82,4.682926829,1.797653126,67,5.313432836,2.175684882,52,4.75,2.728750342,83,3.807228916,2.227641383,82,6.036585366,2.268654477
infeksi,infection,29,4.172413793,1.872144788,39,4.256410256,1.665721729,32,5.0625,1.848059139,23,3.52173913,2.520273528,37,4.189189189,1.56058817,40,4.95,2.194982624,33,2.727272727,1.700601498,43,5.162790698,2.114915652,35,5.057142857,2.37564675,29,5.103448276,2.380648585,46,3.543478261,1.928805292,42,5.595238095,2.632438578,62,3.403225806,1.911652597,82,4.731707317,1.956620799,67,5.059701493,2.124037015,52,4.403846154,2.545735499,83,3.831325301,1.793071198,82,5.280487805,2.435713652
inferior,inferior ,29,3.551724138,1.502051143,39,4.692307692,2.028142087,32,5.625,1.680053763,23,3.739130435,2.632271596,37,4.810810811,2.458972661,40,4.875,1.651533864,33,4.090909091,1.041742421,43,4.860465116,1.807147125,35,4.085714286,2.368561596,29,5.034482759,2.27537687,46,5.760869565,2.320773651,42,5.047619048,2.603490911,62,3.838709677,1.295560495,82,4.780487805,1.905316734,67,4.820895522,2.194520539,52,4.461538462,2.500678641,83,5.337349398,2.415787043,82,4.963414634,2.179846647
infrastruktur,infrastructure,29,4.482758621,1.824842256,39,3.564102564,1.333670673,32,4.6875,1.468760724,23,5.260869565,2.579946992,37,3.72972973,1.952898823,40,5.225,2.177831196,33,4.818181818,1.550293227,43,4.209302326,1.833006112,35,4.571428571,2.004197276,29,5.931034483,2.328872113,46,3.652173913,2.433263847,42,6,2.337394839,62,4.661290323,1.678636726,82,3.902439024,1.637596523,67,4.626865672,1.75668266,52,5.634615385,2.441703409,83,3.686746988,2.219248999,82,5.62195122,2.280568718
ingatan,memory,29,5.586206897,0.982607369,39,4.948717949,2.139216752,32,5.3125,1.749423868,23,4.913043478,2.087038865,37,4.972972973,2.278967682,40,6.55,1.960507522,33,6.484848485,1.734236362,43,5.744186047,1.705635243,35,5.485714286,2.292846017,29,5.965517241,2.25962637,46,5.434782609,2.482401829,42,7.547619048,1.889668715,62,6.064516129,1.491736448,82,5.365853659,1.953232175,67,5.402985075,2.03797063,52,5.5,2.227281822,83,5.228915663,2.390659166,82,7.06097561,1.977325547
ingin,want,29,5.482758621,1.478915859,39,4.487179487,2.41564849,32,5,2.271847337,23,5.043478261,2.883783198,37,4.378378378,2.190273338,40,6.35,1.888562063,33,6.303030303,1.446652353,43,6.11627907,2.184461384,35,5.4,1.958390696,29,5.379310345,2.858743394,46,6.065217391,2.480162843,42,7.619047619,1.847244236,62,5.919354839,1.507341456,82,5.341463415,2.425275915,67,5.208955224,2.107255241,52,5.230769231,2.846500325,83,5.313253012,2.488645977,82,7,1.962613526
ingin tahu,curious,29,4.965517241,1.546488156,39,4.717948718,1.731271482,32,5.5,1.565762723,23,4.652173913,2.569200365,37,5.108108108,2.065373033,40,5.65,2.225147647,33,6.666666667,1.493039406,43,5.976744186,2.176589426,35,6.685714286,1.996635826,29,6.137931034,2.0128895,46,5.695652174,2.179394057,42,7.69047619,1.489607826,62,5.870967742,1.731898143,82,5.37804878,2.064636063,67,6.119402985,1.887136584,52,5.480769231,2.372145423,83,5.43373494,2.136744567,82,6.695121951,2.135467823
insentif,incentive,29,4.862068966,1.922129361,39,4.076923077,1.752961635,32,4.875,1.288910518,23,5.304347826,2.244888793,37,4.432432432,1.993608405,40,5.25,2.097006413,33,5.03030303,1.510067227,43,5.186046512,2.061619959,35,5.314285714,1.875091034,29,4.862068966,1.826865738,46,4.97826087,2.294816676,42,5.119047619,2.232819294,62,4.951612903,1.702721249,82,4.658536585,1.988978969,67,5.104477612,1.624941289,52,5.057692308,2.013809788,83,4.734939759,2.170109233,82,5.182926829,2.155257991
intelijen,intelligence,29,5.75862069,1.455412863,39,4.846153846,1.87136963,32,6.125,1.791557261,23,5.173913043,2.964213431,37,5.081081081,1.934746299,40,5.225,1.967524802,33,6.393939394,2.030076876,43,5.534883721,2.292314667,35,6.542857143,2.005035677,29,4.931034483,2.186501355,46,5.173913043,2.558683236,42,6.238095238,2.387053739,62,6.096774194,1.79899496,82,5.207317073,2.118337369,67,6.343283582,1.903364157,52,5.038461538,2.5357177,83,5.13253012,2.288737453,82,5.743902439,2.237784264
internet,internet,29,5.206896552,1.013456263,39,4.871794872,1.794428324,32,4.9375,1.882645702,23,4.608695652,2.872109305,37,3.864864865,2.238081547,40,6.6,1.629849765,33,5.727272727,1.736964437,43,5.139534884,1.767179557,35,5.828571429,2.628863703,29,5.896551724,2.257445263,46,3.804347826,2.372242869,42,7.785714286,1.600849078,62,5.483870968,1.456944203,82,5.012195122,1.77425973,67,5.402985075,2.329388667,52,5.326923077,2.602571533,83,3.831325301,2.299624981,82,7.207317073,1.712249296
intim,"intimate, close",29,4.896551724,1.046928418,39,4.461538462,2.162432279,32,5.625,1.791557261,23,6.434782609,2.191431391,37,5.027027027,2.074802353,40,5.85,1.625911973,33,5.363636364,1.245446251,43,4.860465116,2.042190646,35,6.085714286,2.063284483,29,6.137931034,1.746918469,46,5.282608696,2.207694056,42,5.047619048,2.62216054,62,5.14516129,1.171334872,82,4.670731707,2.096763397,67,5.865671642,1.937629936,52,6.269230769,1.941450687,83,5.168674699,2.140317261,82,5.43902439,2.217203004
intimidasi,intimidation,29,3.965517241,1.569412051,39,3.794871795,1.719539216,32,5.8125,2.161801817,23,3.434782609,2.252797997,37,4.135135135,1.65264371,40,5.25,1.918198942,33,3.181818182,1.530002971,43,4.906976744,2.102311126,35,4.828571429,2.229293139,29,4.862068966,2.401251726,46,5.152173913,1.885233747,42,5.166666667,2.731180989,62,3.548387097,1.585564174,82,4.37804878,1.997778049,67,5.298507463,2.236169109,52,4.230769231,2.422244823,83,4.698795181,1.846122765,82,5.207317073,2.355648871
iri,envy,29,2.068965517,1.032716061,39,6.846153846,1.926798019,32,5.1875,1.941690318,23,3.695652174,2.618722496,37,4.810810811,1.630232394,40,5.65,1.717929583,33,2.090909091,1.283638295,43,6.697674419,1.779979718,35,4.942857143,2.028370211,29,5.137931034,2.503199923,46,5.804347826,2.427797953,42,6.095238095,2.477306994,62,2.080645161,1.163634598,82,6.768292683,1.841220613,67,5.059701493,1.976226869,52,4.5,2.630887422,83,5.361445783,2.155980413,82,5.87804878,2.13951791
istana,palace,29,5.448275862,1.055130557,39,4.923076923,1.840832412,32,5.25,2.286002286,23,6,2.713602101,37,3.918918919,2.032764652,40,5.65,1.915523628,33,6.575757576,1.854560309,43,6.139534884,2.05381637,35,5.571428571,2.173174884,29,6.517241379,1.595097168,46,3.260869565,2.235419748,42,5.30952381,2.754048862,62,6.048387097,1.623873323,82,5.56097561,2.037291599,67,5.417910448,2.216667262,52,6.288461538,2.154216462,83,3.554216867,2.159793419,82,5.475609756,2.373857671
istirahat,"break, rest",29,5.344827586,1.110851092,39,4.025641026,1.677830358,32,5.3125,1.821688334,23,5.217391304,2.152303665,37,4.945945946,1.649005524,40,5.775,2.189573193,33,6.212121212,1.672527574,43,3.744186047,1.760587338,35,6.171428571,2.406922789,29,6.413793103,1.80311717,46,4.47826087,2.363980921,42,7.666666667,1.540773747,62,5.806451613,1.491381906,82,3.87804878,1.716947075,67,5.76119403,2.174853198,52,5.884615385,2.035506837,83,4.686746988,2.077332429,82,6.743902439,2.10121056
istri,wife,29,5.896551724,2.04144255,39,5.051282051,2.089431022,32,5,1.244342034,23,5.347826087,2.551446927,37,3.27027027,1.909750546,40,5.9,2.035580935,33,5.939393939,1.967539611,43,5.23255814,2.307722123,35,5.742857143,2.019651355,29,6.655172414,2.159296547,46,2.630434783,1.780869895,42,6.619047619,2.418953422,62,5.919354839,1.986003377,82,5.146341463,2.194954659,67,5.388059701,1.722887146,52,6.076923077,2.407880476,83,2.915662651,1.855807097,82,6.268292683,2.255576248
jagoan,champion,29,5.793103448,1.145778286,39,5.025641026,2.006400016,32,5.375,1.755176675,23,5.869565217,2.546019136,37,4.432432432,1.893564254,40,5.175,2.251922256,33,6,1.520690633,43,5.279069767,2.343436441,35,5.657142857,1.862049111,29,6,2.035400978,46,5.043478261,2.170064226,42,6.547619048,2.243716222,62,5.903225806,1.351497984,82,5.158536585,2.179984778,67,5.52238806,1.803684856,52,5.942307692,2.252784434,83,4.771084337,2.061998209,82,5.87804878,2.338038874
jahat,"evil, bad",29,2.793103448,1.896977113,39,6.897435897,1.97077158,32,5,1.934408303,23,4.217391304,2.411271293,37,4.324324324,1.871631108,40,5.175,2.274580829,33,2.484848485,1.563673802,43,7.627906977,1.573943422,35,5.428571429,2.090394197,29,5.344827586,2.781005241,46,5.97826087,2.154985233,42,6.404761905,2.538095347,62,2.629032258,1.720025457,82,7.280487805,1.800373008,67,5.223880597,2.013747415,52,4.846153846,2.659681651,83,5.240963855,2.184146657,82,5.804878049,2.476751279
jalan,street,29,5.137931034,1.092969021,39,4.666666667,1.796683104,32,5.5,1.646109784,23,3.956521739,2.344786497,37,3.27027027,1.774020053,40,5.975,2.130216072,33,5.272727273,1.858640755,43,4.209302326,2.263142985,35,5.4,2.032095412,29,5.310344828,2.633621194,46,3.02173913,1.949234955,42,6.928571429,2.168430444,62,5.209677419,1.53790465,82,4.426829268,2.054987836,67,5.447761194,1.844595563,52,4.711538462,2.576945589,83,3.13253012,1.866071159,82,6.463414634,2.189735437
jalan besar,main road,29,4.827586207,0.804849831,39,4.743589744,2.02247827,32,5.75,1.703885503,23,6,2.8123106,37,3.675675676,2.199167192,40,5.35,1.83344988,33,4.787878788,1.556389567,43,4.813953488,1.979126959,35,5.371428571,2.129425693,29,5.965517241,2.514000208,46,2.782608696,1.711569046,42,6.238095238,2.324939273,62,4.806451613,1.252390628,82,4.780487805,1.987767469,67,5.552238806,1.932838877,52,5.980769231,2.623352029,83,3.180722892,1.982512438,82,5.804878049,2.134022021
jalan raya,highway,29,4.517241379,1.18384029,39,4.230769231,2.070615704,32,5.5,1.606438658,23,4.739130435,2.649483505,37,3.243243243,1.906209231,40,5.75,1.944749671,33,5.666666667,1.931105038,43,4.11627907,2.061082729,35,4.457142857,2.240573156,29,5.655172414,2.334154207,46,2.891304348,1.923287242,42,6.357142857,2.467559558,62,5.129032258,1.712862344,82,4.170731707,2.053632001,67,4.955223881,2.018346427,52,5.25,2.496075351,83,3.048192771,1.912115509,82,6.06097561,2.235226179
jam,"hour, o'clock, time",29,4.827586207,0.889179619,39,3.923076923,1.421352495,32,5.5625,1.899702863,23,4.47826087,2.608893273,37,4.189189189,2.234052594,40,5.825,2.205906988,33,5,1.274754878,43,4.325581395,1.808984591,35,5.114285714,2.609613771,29,6.689655172,2.253623246,46,2.52173913,2.008195768,42,7.785714286,2.018641348,62,4.919354839,1.105847158,82,4.134146341,1.638745343,67,5.328358209,2.292200608,52,5.711538462,2.637114722,83,3.265060241,2.258233377,82,6.829268293,2.319029587
jamur,"mushroom, fungus",29,4.379310345,1.01467071,39,4.205128205,1.880362328,32,5.75,1.883716299,23,3.913043478,2.574579286,37,3.675675676,2.06900478,40,5.7,1.667179408,33,5.060606061,1.818986564,43,4.186046512,2.003043089,35,4.485714286,2.03457509,29,6.068965517,2.103246376,46,3.173913043,2.111390777,42,5.523809524,2.47167461,62,4.741935484,1.525042153,82,4.195121951,1.933710208,67,5.089552239,2.050360968,52,5.115384615,2.541065441,83,3.397590361,2.09494024,82,5.609756098,2.106756313
janggal,awkward,29,4.448275862,1.325200979,39,4.820512821,1.668150487,32,5.125,1.008032258,23,4.869565217,2.718695339,37,4.162162162,1.46275071,40,5,2.241794153,33,3.606060606,1.477738854,43,5.23255814,1.810514388,35,5.057142857,1.969515574,29,4.965517241,2.382716916,46,5.869565217,2.295974213,42,5.904761905,2.506669385,62,4,1.45984504,82,5.036585366,1.745860161,67,5.089552239,1.573755817,52,4.923076923,2.511511957,83,5.108433735,2.135712871,82,5.463414634,2.409831314
jantung,heart,29,5.655172414,1.653478197,39,4.743589744,2.185092419,32,4.5625,2.154327977,23,4.565217391,2.809498288,37,3.135135135,1.548514739,40,5.7,2.090270501,33,5.212121212,1.883440598,43,5.395348837,2.048687558,35,5.685714286,2.272229128,29,6.310344828,2.316145941,46,2.804347826,1.950721407,42,6.476190476,2.451859376,62,5.419354839,1.779191077,82,5.085365854,2.126849055,67,5.149253731,2.271388117,52,5.538461538,2.667609185,83,2.951807229,1.779994618,82,6.097560976,2.301957064
jari,finger,29,4.724137931,1.278854167,39,4.128205128,1.935533208,32,6.5,1.077631812,23,5.782608696,2.64500424,37,3.918918919,2.09997855,40,5.725,2.160098526,33,5.272727273,1.566698904,43,4.395348837,2.361794464,35,5.771428571,2.340006464,29,6.172413793,2.155871808,46,2.956521739,2.279927111,42,6.857142857,2.006956543,62,5.016129032,1.454128498,82,4.268292683,2.160525659,67,6.119402985,1.871010002,52,6,2.368088499,83,3.385542169,2.240597292,82,6.304878049,2.146999194
jarum,needle ,29,4.827586207,0.928476691,39,4.128205128,2.190643827,32,5.4375,1.435438564,23,4.260869565,2.733918122,37,3.837837838,2.128033958,40,5.175,2.074107779,33,4.939393939,1.456438163,43,4.720930233,2.085386585,35,5.228571429,2.797958439,29,5.103448276,2.595942267,46,2.826086957,1.935680734,42,6.095238095,2.611508524,62,4.887096774,1.229485281,82,4.43902439,2.143595462,67,5.328358209,2.238695912,52,4.730769231,2.665063621,83,3.277108434,2.073722075,82,5.646341463,2.395324413
jatuh,fall,29,4.344827586,1.110851092,39,5.205128205,1.894305694,32,5.25,1.626395183,23,3.739130435,2.280697487,37,3.810810811,1.56058817,40,5.975,2.224427325,33,3.727272727,1.281423214,43,5.674418605,2.19003077,35,5.142857143,2.289912112,29,4.482758621,2.558189785,46,3.782608696,1.987886018,42,6.80952381,2.391428752,62,4.016129032,1.234635879,82,5.451219512,2.055720348,67,5.194029851,1.986612817,52,4.153846154,2.444558707,83,3.795180723,1.799451381,82,6.402439024,2.335236029
jauh,far,29,4.172413793,1.167077104,39,4.641025641,1.827958014,32,5.8125,1.574750364,23,4,2.50454133,37,4.378378378,2.265089541,40,6.05,1.999358872,33,4.242424242,2.077111923,43,5.279069767,1.906449972,35,5.085714286,2.279982309,29,5.793103448,2.396117549,46,5.086956522,2.438816534,42,7.476190476,1.864142976,62,4.209677419,1.699923786,82,4.975609756,1.885458387,67,5.432835821,1.994111639,52,5,2.581988897,83,4.771084337,2.375306405,82,6.780487805,2.048934624
jawaban,anwer,29,4.862068966,1.381617529,39,4.974358974,1.953231863,32,5.9375,1.702701838,23,5.217391304,2.859696769,37,4.297297297,2.132615307,40,6.2,1.712697677,33,6.575757576,1.090593389,43,5.046511628,1.975486539,35,6.342857143,1.764733893,29,6.172413793,2.018998435,46,3.804347826,1.939296152,42,7.142857143,1.957741713,62,5.774193548,1.497750826,82,5.012195122,1.95311655,67,6.149253731,1.734268961,52,5.75,2.44848893,83,4.024096386,2.03011416,82,6.682926829,1.891358182
jaya,victorious,29,5.551724138,1.120784384,39,4.564102564,1.803430529,32,5.0625,1.74017982,23,4.826086957,2.166945356,37,4.648648649,2.226310054,40,5.7,2.126752671,33,6.242424242,1.50063118,43,5.720930233,2.108097556,35,5.857142857,2.143977298,29,5.482758621,2.230001436,46,5.565217391,2.381896293,42,5.785714286,2.599584529,62,5.919354839,1.3706333,82,5.170731707,2.041573335,67,5.47761194,1.987523272,52,5.192307692,2.205505247,83,5.156626506,2.345113902,82,5.743902439,2.366489172
jelek,ugly,29,3.862068966,0.833415431,39,4.769230769,1.8702876,32,5.1875,2.131749244,23,4.173913043,2.348155445,37,4.378378378,2.164760076,40,5.75,1.660244035,33,3.454545455,1.542945825,43,5.209302326,2.030225645,35,4.885714286,2.138875853,29,5.586206897,1.936809626,46,5.086956522,2.288386981,42,6.452380952,2.07426015,62,3.64516129,1.268751473,82,5,1.956312985,67,5.029850746,2.124675728,52,4.961538462,2.222536428,83,4.771084337,2.248714002,82,6.109756098,1.905198201
jelita,gorgeous,29,6.068965517,1.307424799,39,5.256410256,1.816850206,32,5.125,2.059595952,23,5.47826087,2.483940513,37,4.567567568,1.803400192,40,4.8,1.950673782,33,6.606060606,1.143989563,43,5.279069767,2.239532066,35,5.6,2.353970363,29,6.551724138,1.525642883,46,5,2.12916259,42,5.071428571,2.607614152,62,6.35483871,1.24264095,82,5.268292683,2.036995976,67,5.373134328,2.214523828,52,6.076923077,2.056516699,83,4.807228916,1.990574322,82,4.93902439,2.300550449
jendela,window,29,5.034482759,0.905647307,39,4.102564103,1.846687957,32,4.8125,1.730886404,23,5,2.430862174,37,3.864864865,1.960189364,40,5.15,2.236641255,33,5.333333333,1.796988221,43,4.651162791,2.213419257,35,5.914285714,2.133368347,29,6.482758621,1.957051165,46,2.739130435,1.925671976,42,6.761904762,2.150547563,62,5.193548387,1.446745468,82,4.390243902,2.05333873,67,5.388059701,2.014757854,52,5.826923077,2.281392367,83,3.240963855,2.00967393,82,5.975609756,2.325253788
jender,gender ,29,5,0.707106781,39,4.076923077,1.628441544,32,5.8125,1.615199978,23,4.913043478,2.592174298,37,3.918918919,1.639416874,40,5.775,1.804375025,33,4.909090909,1.331438047,43,3.930232558,1.737476945,35,5.057142857,2.20884395,29,5.172413793,2.05407201,46,4.717391304,2.146449714,42,5.857142857,2.343349995,62,4.951612903,1.077754486,82,4,1.677740986,67,5.417910448,1.970611763,52,5.057692308,2.287334792,83,4.361445783,1.966663097,82,5.817073171,2.085387425
jengkel,annoyed,29,4.689655172,1.537703489,39,4.051282051,1.877129919,32,5.25,2.079081683,23,3.391304348,1.924462863,37,4.675675676,1.292156983,40,4.675,1.730384573,33,3.303030303,1.72273127,43,5.674418605,2.101257336,35,5.685714286,2.111194652,29,4.586206897,2.322517744,46,5.413043478,2.314937839,42,6.214285714,2.434865793,62,3.951612903,1.76883234,82,4.902439024,2.146543337,67,5.47761194,2.091528432,52,4.057692308,2.217695868,83,5.084337349,1.951889761,82,5.463414634,2.245407505
jenuh,saturated,29,3.75862069,1.090713149,39,4.358974359,1.813504596,32,5.4375,2.154327977,23,4.695652174,2.530447007,37,4.864864865,2.200532286,40,5.975,1.928032078,33,3.454545455,1.416220964,43,5.162790698,2.308681675,35,4.857142857,2.102419574,29,5.586206897,2.758328186,46,5.847826087,2.440103744,42,6.857142857,2.364074909,62,3.596774194,1.273431886,82,4.780487805,2.114175497,67,5.134328358,2.131264544,52,5.192307692,2.671846402,83,5.409638554,2.373821374,82,6.426829268,2.194440156
jerami,straw,29,5.24137931,1.455412863,39,5.025641026,2.145830467,32,5.6875,1.512048386,23,5,2.46797672,37,3.432432432,2.048584071,40,4.675,2.257608219,33,4.909090909,1.422226168,43,4.558139535,1.97968643,35,4.657142857,1.625945103,29,5.689655172,2.377024675,46,3.02173913,2.323686061,42,5.023809524,2.513263307,62,5.064516129,1.435737861,82,4.780487805,2.06095022,67,5.149253731,1.644584606,52,5.384615385,2.418505827,83,3.204819277,2.201767783,82,4.853658537,2.383699538
jerat,"trick, rope",29,3.896551724,1.234759305,39,4.384615385,1.886452876,32,5,1.866513051,23,3.695652174,2.382412502,37,4.459459459,1.757438075,40,4.625,1.821347768,33,4.666666667,1.761864543,43,5.279069767,1.955767799,35,4.542857143,2.160376562,29,4.689655172,2.578807148,46,4.826086957,2.443170507,42,4.80952381,2.698130294,62,4.306451613,1.57426756,82,4.853658537,1.963380501,67,4.76119403,2.023270322,52,4.25,2.519531547,83,4.662650602,2.159929473,82,4.719512195,2.300157752
jeritan,"scream, shriek, cry",29,4.896551724,2.093268592,39,5.384615385,1.829802759,32,5.6875,1.891193513,23,3.608695652,2.725954886,37,4.27027027,2.317189973,40,5.3,1.651727922,33,4.03030303,1.686061396,43,6.23255814,1.743521468,35,4.857142857,2.171240593,29,5.344827586,2.539345558,46,4.47826087,2.084217204,42,5.476190476,2.481522892,62,4.435483871,1.921585477,82,5.829268293,1.824421965,67,5.253731343,2.069572373,52,4.576923077,2.739301141,83,4.385542169,2.17990448,82,5.390243902,2.106756313
jijik,disgusted,29,3.689655172,1.365478678,39,5.205128205,1.749879502,32,4.6875,1.63504957,23,4.782608696,2.729577419,37,4.378378378,1.638958873,40,5.45,2.206633356,33,4.363636364,2.667140109,43,5.88372093,1.748595386,35,5.2,2.348967232,29,5.827586207,2.550475663,46,5.108695652,2.19320426,42,6.357142857,2.427700192,62,4.048387097,2.168533684,82,5.56097561,1.771499755,67,4.955223881,2.040742852,52,5.365384615,2.657057536,83,4.78313253,1.988063114,82,5.914634146,2.352835009
jimat,amulet,29,4.379310345,1.544894659,39,4.641025641,1.677830358,32,5.5,1.83162188,23,3.739130435,2.508483629,37,4.432432432,2.062098992,40,5.4,2.048138617,33,3.636363636,1.365150674,43,4.418604651,1.954635006,35,4.714285714,2.295410108,29,4.75862069,2.516448353,46,4.043478261,2.449095268,42,4.571428571,2.724261879,62,3.983870968,1.48756524,82,4.524390244,1.820497895,67,5.089552239,2.108649886,52,4.307692308,2.540174933,83,4.21686747,2.279538854,82,4.975609756,2.43926527
jinak,"tame, benign",29,5.724137931,1.221724534,39,4.333333333,1.811270757,32,5.3125,2.054695645,23,6.043478261,2.687991154,37,4.621621622,1.784989128,40,5.35,2.045006426,33,6.060606061,1.456438163,43,4.11627907,1.828469335,35,5.771428571,1.911047053,29,6.448275862,2.114342297,46,5.130434783,2.186917624,42,5.904761905,2.487132974,62,5.903225806,1.351497984,82,4.219512195,1.812333536,67,5.552238806,1.9793141,52,6.269230769,2.369043694,83,4.903614458,2.021919263,82,5.634146341,2.285284082
jiwa,soul,29,5.379310345,1.082780584,39,4.666666667,1.882514183,32,5.5,2.125118593,23,4.130434783,2.417819225,37,4.540540541,1.980384286,40,5.75,2.261721604,33,6.333333333,2.01038968,43,5.209302326,2.053546752,35,5.628571429,2.263335829,29,5.620689655,2.094444916,46,6.043478261,2.366023591,42,6.785714286,2.042663425,62,5.887096774,1.699612672,82,4.951219512,1.980786968,67,5.567164179,2.1827414,52,4.961538462,2.342794866,83,5.373493976,2.314908434,82,6.280487805,2.201427092
joget,dance,29,5.862068966,1.216673977,39,5.41025641,1.727760167,32,5.25,1.849149761,23,4.260869565,2.717241103,37,3.864864865,1.858346968,40,5.35,2.057506582,33,6.393939394,1.818986564,43,5.860465116,2.018738354,35,5.942857143,1.846186166,29,5.379310345,2.624252181,46,3.608695652,2.245768969,42,6.523809524,2.166689002,62,6.14516129,1.576952593,82,5.646341463,1.888051783,67,5.611940299,1.866411432,52,4.884615385,2.698248133,83,3.722891566,2.073722075,82,5.951219512,2.18243515
juara,champion,29,5.896551724,1.739146498,39,4.58974359,2.185092419,32,6.875,2.181298814,23,4.782608696,2.746179524,37,3.945945946,2.403076107,40,5.975,2.118145052,33,6.363636364,1.728767296,43,6.209302326,2.325409739,35,6.314285714,1.981850421,29,5.793103448,2.540800076,46,4.369565217,1.889840624,42,6.547619048,2.199804658,62,6.14516129,1.735329838,82,5.43902439,2.388747081,67,6.582089552,2.082752067,52,5.346153846,2.655992967,83,4.180722892,2.130753779,82,6.268292683,2.166232324
jujur,honest,29,6.137931034,2.116670869,39,4.41025641,1.727760167,32,5.875,1.755176675,23,5.043478261,2.636772491,37,4.540540541,1.952129814,40,6.2,2.209536441,33,6.787878788,2.204506404,43,5.23255814,2.286994381,35,6.2,2.298336995,29,6.379310345,2.242667307,46,5.456521739,2.544768243,42,7.428571429,2.275456075,62,6.483870968,2.170910027,82,4.841463415,2.069588807,67,6.044776119,2.048153905,52,5.788461538,2.491841893,83,5.048192771,2.331667541,82,6.829268293,2.313699822
jurang,"gap, gorge",29,4.24137931,1.405478373,39,4.538461538,1.94457618,32,5.3125,1.856766179,23,4.956521739,3.067101991,37,3.864864865,2.043447008,40,5.25,1.850155919,33,4.333333333,1.707825128,43,5.023255814,2.334914826,35,4.2,2.220227863,29,4.931034483,2.865198005,46,3.152173913,1.873409148,42,5.476190476,2.634092571,62,4.290322581,1.561704583,82,4.792682927,2.15874795,67,4.731343284,2.114754012,52,4.942307692,2.926642067,83,3.469879518,1.971364201,82,5.365853659,2.274453917
jurnal,journal,29,4.793103448,2.024480716,39,4.512820513,2.063106943,32,5.5625,1.389766748,23,5.130434783,2.849311684,37,3.702702703,1.823684684,40,5.7,1.989717156,33,4.696969697,1.610218318,43,4.976744186,2.064304012,35,5.257142857,2.200840176,29,6.068965517,2.250889261,46,3.260869565,2.284583916,42,6.904761905,2.206526061,62,4.741935484,1.801051459,82,4.756097561,2.064162016,67,5.402985075,1.850959632,52,5.653846154,2.550544851,83,3.457831325,2.091219768,82,6.317073171,2.176632629
juru,ahli,29,5.034482759,0.68048085,39,4.205128205,1.779702624,32,5.125,1.718025874,23,4.391304348,2.872109305,37,3.702702703,1.9841716,40,4.325,1.685344064,33,5.757575758,1.732597455,43,5.186046512,1.880423128,35,5.228571429,2.115568541,29,6.103448276,1.970221662,46,4.652173913,2.024487768,42,5.69047619,2.042094755,62,5.419354839,1.385503248,82,4.719512195,1.887413739,67,5.179104478,1.922162396,52,5.346153846,2.53512281,83,4.228915663,2.050135636,82,5.024390244,1.987464479
jurusan,"direction, track (of study)",29,4.896551724,1.175488579,39,4.153846154,1.755269683,32,5.3125,0.859012937,23,4.173913043,2.774103851,37,4.486486486,1.938235475,40,5.625,2.528681627,33,5.393939394,1.41287371,43,4.627906977,1.603912713,35,6.657142857,2.168529688,29,5.724137931,2.051072049,46,4.586956522,2.285957975,42,7.952380952,1.652084876,62,5.161290323,1.320625142,82,4.402439024,1.684055629,67,6.014925373,1.796398226,52,5.038461538,2.496755058,83,4.542168675,2.125921349,82,6.817073171,2.414606012
